-6767.2	5116.23	-12275.9	145.08	4858.33	-16951.6	-4581.19	-6865.23	6084.38	1137.56	-18117.5	3264.77	20364.4	-2606.47	-504.037	-2803.18	-3249.43	11807.6	9013.82	2340.36	-11252.3	-17456.3	24354.4	-1872.39	-23116.6	3495.04	7552.85	1800.13	-24523.4	22934.7	
6036.1	11052.7	4818.43	-4175.65	-4712.5	-4841.1	-15097.3	-1564.94	20614.8	3136.43	-5279.51	-3041.74	-3479.33	-7580.99	-9384.2	-4511.16	-30640.8	6614.48	18366.3	2468.39	-24238.4	-29134.7	-42365.2	24291	-4746.95	11983.4	26078.9	2892.68	4743.17	15945.9	
-6463.05	4520.29	-1198.24	-6428.58	827.293	7292.12	6502.14	5094.97	8239.86	469.944	-5349.15	3758.84	11768	22498.4	-1026.49	-2808.64	14058.8	-3227.59	-19052.5	746.821	-3631.82	25663.5	-20851.8	-7164.42	-19008.2	-26011	-25632.5	-6003.22	-35225.4	533.13	
-3712.06	-6900.57	-5435.7	4027.26	-2615.49	10010.4	11962.6	5047.81	19213.9	27176	-9032.94	-12413.8	3218.26	8922.86	32208.1	17789.9	2410.85	14235.9	-932.285	15514.9	2863.7	-5427.28	-15098.7	30700.2	26220.3	29604.3	-20418.9	-12583.2	1537.98	10969.4	
4330.08	-4143.26	-14670.8	2778.38	1523.38	-9488.77	-7465.64	-3895.52	14583.7	2109.89	9588.39	-36565	1203.45	-38769.6	-34862.5	-2600.13	16766.7	5702.24	4370.09	-11463.8	23266.6	1654.12	-2665.04	14275.2	-33354.5	10326.3	-54676	-4191.49	-7620.62	-44648	
15493.9	9568.81	9433.87	4952.43	1234.14	5903.96	14315.5	-13400.9	25604.3	6426.7	91.8938	-23191.7	-5113.76	3507.99	8360.63	-15004.4	-7586.81	-23331.7	19587.3	-16780.1	-7985.23	5727.72	6833.83	4681.49	-22078.7	9879.26	-8014.64	-8510.86	15854.9	2776.91	
-3388.8	-4849.16	-1596.79	9808.24	-11526.8	-14737.7	-6392.39	8411.68	35826.5	-1302.47	-10124.6	-8029.27	17384.4	6278.37	-22206.2	16296.3	-15723.1	-18735.5	-7058.2	10444.9	2184.25	-10468.5	708.935	4370.37	-22600.3	-19109.4	18256.4	-22610.6	-18345.7	8095.79	
1387.77	5051.21	3089.82	8650.34	-5655.84	-6478.48	9601.97	-8286.58	-1747.96	8546.89	5403.37	-15491.5	-724.847	-6302.06	-31264.2	-4485.96	-7641.25	525.578	-9715.1	15523.8	-16716.4	3399.37	-11502.5	-31284.3	-13414.3	11004.2	9347.09	22154.6	-37696.4	-2473.1	
-167.239	-1561.63	-17197.1	1928.77	9346.73	-1912.62	-10148.1	-6795.21	13197.6	-6542.1	15462	40465.4	-2883.09	-5670.44	2307.75	3316.75	-20809.4	-6924.98	33692.9	-2036.05	-7793.38	39794.4	29641.3	-10134.1	29833.2	-31623.4	-13161	-36179.4	3174.41	-9420.95	
2116.42	-614.148	-6965.94	-12289.1	-7720.16	8953.57	2689.32	13423.2	-2001.07	-2055.43	-14750.9	9835.08	-6196.49	12381.5	7391.22	-13005.8	-3552.3	-11289.4	8616.64	-6685.55	607.411	-18381	-18812.4	-4099.89	10259.1	26545.9	-5453.54	41710.8	-29745	-6854.16	
