15581.4	-2829.24	-5252.1	1590.72	3151.83	-46.328	3405.29	1404.89	-570.556	
354.809	3458.13	-214.302	452.867	-291.086	34.1777	175.106	-276.076	131.583	
16210.7	28368.9	10373	6119.94	-4326.86	-1059.12	3746.03	250.038	256.932	
-305.722	38.5631	-8604.88	-4291.63	-470.131	740.182	1190.39	931.532	-1.2911	
5159.29	5206.62	2410.58	534.163	1073.8	602.601	306.654	152.017	127.468	

-45652.8	-30805.2	-16679.1	-6960.33	-5646.5	-2369.23	935.206	-1160.51	-526.108	
-2209.24	-28.1231	-2954.49	602.993	-747.064	383.944	-362.31	112.517	31.9452	
-426.282	7394.93	11488.7	5790.38	-4002.58	-3883.18	655.887	452.948	376.618	
-10382.5	-13250.8	-5730.77	-2602.57	2165.37	-1148.61	-389.813	-71.287	-195.812	
-406.036	768.186	-1323.1	-933.008	-382.296	187.327	376.012	-78.5004	-52.8822	

15361.2	33079.4	-3907.22	7585.98	-1789.8	1190.73	2573.26	-143.337	1030.95	
-1573.02	587.533	-1567.21	-437.058	-403.144	-231.375	-380.828	8.96734	-5.92599	
301.59	9910.5	-4451.91	-5313.86	-2122.04	-622.089	-708.086	-356.148	497.092	
1394.52	-1788.19	-113.697	2754.63	3110.7	1771.02	-1093.02	-762.851	-97.4428	
-1478.05	-2859.12	-2227.49	-1478.39	-352.024	-263.459	-240.609	-37.7377	-28.3678	

195638	216810	95902.6	77893.3	48086.8	13778.3	10634.5	6709.69	-211.361	
-11276.5	-24826	-17986.5	-5557.1	-2553.82	-562.867	-1800.99	629.759	-653.305	
-24293.8	-15218.8	25846.5	-3187.22	-9997.03	-13218.8	4034.12	-1845.58	3120.72	
-42423.3	-62052	-5312.4	-15147.8	11209.1	-2843.3	-2731.82	3317.97	416.779	
10741.5	21697.7	5222.96	1015.07	372.865	1202.18	153.772	-692.048	565.143	

126302	-25347.4	-14138.6	18741.6	-17668.4	12674.6	6636.07	10179.1	4259.85	
4137.99	9461.01	9533.9	6752.53	5050.49	-2140.92	1461.12	-220.772	-267.91	
36961.2	80576.8	23297.5	37555.2	21214.2	21650.4	1179.21	-2532.58	-236.133	
-57854.7	-48735	-45271.1	-31903.8	-16993.7	-506.679	-6784.58	44.842	-1962.05	
-1099.69	-12624.1	-1121.41	-1618.91	-1857.17	-426.012	2118.17	-715.973	127.262	

13619.2	156618	18489.1	66686.5	10857.4	-16182.2	14075.6	-6913.67	3769.35	
3308.97	14198.2	8422.52	496.823	1491.91	3087.43	2333.34	-881.729	-632.635	
81104.8	95726.3	13987.6	-33228	3844.97	-4974.61	6200.55	6460.96	-143.939	
33036.9	54724.1	27642	17667.6	18028.7	-1369.95	6519.11	2029.99	352.808	
9020.68	2911.67	-2377.81	-4748.46	-304.561	1520.19	1002.41	-377.381	79.7998	

-8217.18	-18377	-21789.2	-9058.89	-5135.6	27.2563	-3901.03	2492.88	-122.762	
1390.97	5274.67	47.9383	-500.46	1407.99	-525.444	25.5242	289.074	-3.90012	
-4375.08	7547.45	11530.3	-1523.75	695.913	-1540.15	-752.729	-780.875	-208.157	
11242	-18.3818	-1739.97	2391.15	991.66	2235.08	486.525	194.605	-201.198	
-661.021	-1318.95	162.065	106.035	-889.248	-214.724	-44.0416	99.7848	15.2579	

-20648.6	-11340.8	-12886.3	-2649.08	3492.35	-640.881	679.847	-87.0007	-31.8206	
-316.239	145.159	-491.827	263.789	907.931	347.449	145.08	-220.949	59.4665	
-5576.32	-20674.8	-6358.37	-3596.66	-3620.68	99.0197	507.273	-186.553	-699.553	
-38.9344	2839.72	-3118.13	-1236.44	474.787	39.3182	40.8784	532.531	579.034	
-978.077	-5028.78	-2359.18	-1730.15	102.149	-132.711	162.654	45.1939	-112.214	

-136404	-214373	-80578	23016.1	-27483.5	-31058	-5002.94	7187.2	1092.35	
18380	26261.7	23125.3	6524.84	1627.82	2558.39	1730.63	1268.99	-791.244	
-48942.6	-49559.1	12930	28501.1	-24777.7	-3569.7	-6296.29	1595.86	787.227	
-17634.8	-23449.3	-32396.3	15899.7	6325.84	-5046.63	-985.555	2298.57	671.411	
4370.61	16825.8	6003.85	3599.82	1239.68	1013.76	-1810.01	-656.659	-983.871	

-14548.2	13914.6	18593.2	11598.9	-17.4185	-838.25	3281.04	-1193.77	-132.139	
1749	3071.45	-29.8923	1097	-656.638	-201.062	481.335	-22.5899	12.729	
14216.9	14126.7	-611.93	4326.57	-734.051	1445.69	-1585.81	627.618	144.914	
-3148.69	12050.5	-1528.62	-773.526	1286.63	-243.361	1356.84	317.571	-211.999	
1093.18	1571.79	925.186	802.912	830.279	243.705	281.212	115.611	18.876	

34956.4	-130982	-38131	-15676.2	-22172	-10650.4	1061.61	-11222.9	-3325.18	
-7472.07	-41586.4	-11705.4	-9111.12	-4439	-1837.07	2048.39	-155.955	-77.0733	
-36646.8	-73020.6	-33874.1	-11828.7	2798.1	-24.7152	-3158.17	1769.37	-177.92	
3325.73	33151.9	-13289.5	25714.7	8439.64	-4619.39	5627.25	680.519	850.041	
4680.99	-87457.2	30538.7	34031.8	-15684.7	-8222.21	-12682	-5009.13	-1112.59	
-11438	-8755.51	-8270.7	-3004.5	435.196	2299.39	-993.262	-758.43	-339.274	

12420.2	11372	-5919.49	-6293.11	-3070	-3695.96	-2685.04	-3.90582	-378.812	
51971.6	-228.039	51152.6	27188.8	5490.82	13463	4692.35	4925.86	-2337.5	
-9046.46	-48284	19733.9	19726.5	10644.8	-4872.13	11963.8	-1839.78	447.015	
17360.3	14288.7	2289.04	2175.01	4641.11	1694.02	-13.252	897.866	475.281	

2736.82	-481.986	685.823	32.2759	4485.67	-768.778	-298.405	-2408.23	-1240.15	
-1673.54	3093.05	88.4855	-481.324	326.812	-13.2036	72.1988	-301.797	68.3035	
-6388.28	-14403.9	245.764	-10216.9	1161.67	1262.3	2070.09	1545.68	177.589	
153.97	2556.74	-3788.87	155.607	-494.636	-1524.07	92.2244	-66.5764	-5.00379	
446.698	-999.152	-1488.31	411.555	220.825	68.6223	-76.2468	-86.4429	44.8196	

46556.7	36861.5	-23187.8	43918.3	-27136.4	21236.6	10864.7	-59.6946	6738.58	
14967.7	19649	13125	3414.98	-62.4994	132.564	299.585	-426.685	-406.021	
-3491.42	69152.7	75814.7	-1204.78	386.7	2909.11	15313.9	-400.676	-481.121	
-27484.6	-85045.9	-34038.8	-22776.6	-6495.06	-602.185	-5093.29	-247.185	855.517	
-2526.97	10732.3	3627.04	6612.23	4639.56	794.585	909.873	118.159	166.267	

-150384	-130948	-96887.1	-103139	-45131.3	-8355.43	-37460.5	3805.26	2755.86	
3535.68	5131.3	3107.79	1717.88	-2030.03	1612.95	-240.712	144.426	-63.9515	
4210.36	-10496.3	-19415.3	-8455.37	-6127.34	-6486.56	-7413.25	-1326.15	2381.6	
57915.9	81207.6	-143.897	258.032	3687.98	4406.92	-3023.1	-6097.7	1360.84	
4615.89	28556.2	9046.65	7130.43	-1407.44	-935.371	1321.59	-352.885	1356.3	

65407.8	16518.5	99821.4	39564.3	3207.78	-7701.28	6583.72	3582.11	711.351	
-5819.83	-8495.25	2278.35	-6172.92	-1791.49	692.035	2011.41	321.887	-310.855	
104385	135329	162381	60836.1	17090.5	4722.71	9272.41	-6372.53	-2380.88	
-31678.8	-29082.4	-10031.8	9752.85	-5446.04	-2488.01	-8284.2	2107.23	-2102.88	
5555.89	16916.3	2956.57	-1632.98	-3044.62	-1432.89	-2090.04	-1938.97	-676.157	

120572	253399	58881.2	-15899.8	18181.3	-4019.22	8375.54	-500.658	5598.7	
7183.36	-3946.5	-8609.79	-2204.3	-5024.28	-2065.89	263.607	346.049	-354.216	
-83482.6	-155128	-50263.9	-33243.2	645.347	3520.75	-5382.72	-2949.62	-16.7866	
7437.56	-20081.8	-8714.36	8614.45	-6356.31	-13354.5	299.529	6241.51	1132.8	
4994.89	15090.8	7518.74	6991.61	-1942.12	-1434.29	-1760.05	235.99	-229.476	

-4551.46	-28332.7	-16545.9	-1170.43	11498.9	-6227.68	3152.57	4069.2	202.755	
-132476	-131320	22888.3	42630.5	-5052.12	21959.1	17371.6	3433.41	10287.2	
-2886.91	-2811.47	-2183.58	1231.29	-2776.96	76.7353	860.651	117.915	135.35	
-2815.56	15190.2	-8028.89	2245.28	-3549.99	3229.55	-2070.69	836.204	1328.5	
-26109.8	-5171.69	-4977.88	12133.6	4037.59	-360.489	-8505.55	-33.3037	525.863	
5891.4	-18917.2	1283.52	-702.341	409.866	-422.065	-12.2998	-1106.46	-287.625	
152222	184116	36112.9	16777.1	-6494.09	2460.3	-12791.6	5790.02	2956.84	
2910.34	2570.58	1104.57	96.2368	28.858	-553.631	-184.742	-200.424	17.4387	
-6543.72	73649.9	37075.4	-5631.51	1742.18	13.413	-10048.2	-513.597	-3457.51	

17157.5	13481.1	7846.27	2342.23	-2160.57	1048.36	-1378.82	366.87	-96.0904	

66352.2	-101281	-47192	-17398.2	-59709.7	27721.9	9772.24	1799.2	-7132.81	
-5709.82	-9713.23	-9726.41	-5467.79	-1437.23	-3871.76	31.2724	-151.839	456.397	
-32921.2	-11388.3	-1412.32	-11602.9	5481.5	-4650.6	6882.43	-1084.19	1391.3	
-45349.9	7993.03	6584.08	8220.8	-5271.5	-900.833	2946.19	983.944	1908.28	
-8146.1	9132.17	-8553.07	402.751	-1984.1	1089.29	-4165.97	-838.007	567.592	

-223120	-64448.7	-53727.9	-50576.6	11802.6	21768.2	-7062.1	-3375.66	-3465.47	
7998.84	34485	23067.1	-1509.99	3254.62	1607.54	102.584	-164.855	-592.891	
-43234.1	-128627	-127142	-40524.9	-26912.6	-40183.1	-6615.5	-5667.86	217.098	
-37966.5	-999.043	-1966.16	-24827.7	8526.73	1413.08	8006.53	-1107.38	1701.17	
10256.1	14573.1	-4552.61	-1786.13	4043.73	-1723.46	-122.415	-2272.95	1646.18	

-57605	-90276.9	12099.9	-10912.9	11406.6	-14526.9	-6717.76	3424.37	-4514.43	
10232.9	8209.25	14673.9	7199.58	3183.49	-1844.25	-2722.86	1011.22	445.089	
-46627	-107091	-56433.5	-19460	-11566.9	-1200.25	-12065.4	-6400.47	-2373.12	
-8543.47	-27051.5	5603.29	-15724.1	15133.8	-1396.29	5928.92	3990.15	1866.63	
8175.08	5744.25	3204.2	2180.44	1777.75	-1606.49	1502.39	-28.1334	-481.181	

60672.7	42749.7	79104.9	5766.64	15944.5	17996.2	29762.6	-2541.72	-4745.15	
-23681.3	-12925	-4771	-8288.11	322.193	-315.702	1161.11	-1610.92	-763.012	
541.671	-94899.5	-29190.9	-61841	-10461.7	17895	-8650.68	597.201	7647.17	
-33577.6	-24781.7	-90830.9	-35377.8	7006.79	186.726	-2625.67	-479.815	-2799.14	
-15499.6	-671.819	-10226.5	-4438.59	-809.286	1902.29	-773.763	-162.718	-219.406	

171466	261616	80244.6	3035.09	-1124.65	-4102.61	12052.3	2391.1	-7005.9	
-16866.4	-21246.3	-2591.12	421.172	-257.653	839.183	-105.739	-1405.34	104.706	
-2764.57	-19829.8	-49959.9	-34423	21961.4	-9351.16	-7831.15	-1480.83	-306.756	
54680.5	31823.4	20099	3057.54	4430.23	3513.35	3947.2	1640.5	-2330.08	
-1232.1	-3560.51	3129.39	-5567.31	-5406.12	1338.36	394.891	757.858	95.5403	

-173803	-151275	-123261	51444.8	-16206.5	-27214.6	-5593.43	5222.28	-748.995	
17992	10451.3	9256.5	3075.48	2056.29	3097.86	2379.94	932.485	-1637.52	
-10089	53982.8	-6714.38	-8710.61	29756.1	3811.46	11607.2	-1368.35	-3661.6	
-48136.8	-6841.51	-32452.8	18830.7	4081.6	10073	-8630.58	499.109	-335.867	
4761.2	2988.56	10558.3	4153.51	2539.58	2244.31	1416.99	-27.1918	211.024	

-27298.8	-224079	-77758.7	-90884.5	-24776.2	-4092.37	-5167.44	610.371	-5074.92	
-679.74	-6396.41	10747.1	-4062.8	-2506.89	2148.17	-217.075	569.954	-278.387	
19228.1	71534.8	61327.1	21527.6	-2871.02	8669.3	13764	1754.74	1013.74	
1380.67	-26209.1	-22548.8	-5331.54	-1036.36	-328.981	3940.72	-1282.16	1211.27	
-7931.48	-17608.5	-10613.7	-8155.52	-4113.27	-2686.28	-1013.47	-71.5986	38.4584	

332.215	16217.4	7119.27	16607.8	-351.009	-6165.32	4085.34	-580.933	-907.997	
1269.11	1462.94	2263.52	789.034	-390.422	96.7795	-491.672	131.892	17.2415	
-24520.8	-39209.7	-15181.9	3149.57	-6009.86	1017.88	-859.799	-120.697	495.779	
2100.85	25758.3	3856.22	7624.32	3142.02	-949.476	-85.2421	-324.104	290.65	
1838.59	-1529.11	-1902.3	-524.851	-139.388	-79.2778	-106.797	-97.7493	-75.6916	

15736.6	6331.83	6123.61	7187.77	3090.18	357.267	3217.99	1726.04	467.948	
1034.18	2992.49	204.367	1046.4	453.381	349.653	66.2729	35.4983	-68.3049	
5132.42	-17052.8	-488.916	-2887.61	3284.19	556.594	-891.285	-664.378	-706.032	
-3928.55	-11523.3	-3603.07	-2246.13	-682.478	-2050	-251.117	-105.101	-311.739	
-449.875	-600.724	113.486	951.216	-56.9391	463.307	98.0837	98.0843	2.05195	

-34015	-42961.5	-22814.5	-8594.06	2003.8	-675.684	-1556.87	-1706.34	958.1	
-302.007	2134.76	-165.703	-284.419	507.031	-267.122	-220.164	94.3888	47.2604	
1255.99	656.326	7788.86	3527.82	-457.288	-239.321	-507.816	431.47	174.604	
6732.79	9905.11	7667.92	2253.48	2293.74	2168.34	1918.36	-292.26	-37.4993	
-1201.76	-3233.13	-236.945	-901.152	18.9777	78.333	68.2482	-135.89	-2.44076	

-24633.3	-35964.8	-24906.7	2770.72	-4289.73	-633.392	-3200.21	-282.024	-706.805	
-2051.18	-264.779	923.484	45.9564	-322.441	-255.897	4.36694	166.779	89.2158	
-1051.28	13720.1	6986.79	2116.31	-696.486	-595.262	1532.36	1107.77	360.618	
6956.89	-2922.7	6459.24	-905.882	2115.24	-1343.34	980.081	164.441	-218.372	
2674.53	3788.39	1149.32	909.708	261.519	282.245	432.352	79.3104	38.813	

27581.1	46968.9	13107.5	11628	5124.49	2678.93	7.98239	-371.541	-137.669	
-653.191	-837.464	-29.0425	225.11	-191.137	282.147	-123.032	-173.297	-19.5155	
-6753.73	-4569.86	-7267.35	1025.39	1207.66	1192.33	559.429	-1333.23	255.656	
328.262	1334.64	-2532.82	-250.951	-157.736	-221.049	88.3387	319.576	-107.189	
-1483.85	-811.883	-81.6816	433.501	-293.788	-241.698	-175.352	-83.1622	-96.1128	

-24735.9	300985	179317	35961.1	-3933.08	-8652.38	-8266.22	8481.15	6372.75	
8273.12	54654.5	10679.3	10743.6	-3392.1	4080.42	-1302.71	-1721.71	-1193.23	
-52729.7	-141518	24363.5	-45523.1	-7176.96	-4189.81	880.503	7136.04	2404.74	
18514.6	7470.25	-32281.4	-4380.14	16656.7	12370.3	14615.5	9578.11	2288.31	
25281.9	1954.63	25502.1	11368.8	3795.41	479.094	881.477	1576.81	89.5317	

-60300.2	-159359	-106999	-18516.1	-5456.18	-26101.3	-8517.9	-4469.77	2669.27	
13590.4	11540.8	6588.84	-88.9362	5743.45	5661.93	-582.637	-743.511	-330.888	
-41731.2	-32324.7	-3268.93	-41694.1	3523.76	-20205	-7646.99	-62.7564	-1011.15	
-45133.4	-53512.5	17833.6	-17081.9	-3445.29	-11146.5	-6808.99	-6996.06	-97.7949	
8885.23	20217.8	6206.36	6558.63	-813.033	642.48	987.433	-77.3003	-865.808	

21195.5	52214.7	22053	2641.77	752.339	664.589	3748.09	819.25	760.358	
56564.9	-106948	-66934.7	-21801.4	-18571.2	16729.6	-11534.1	1521.2	1869.1	
-920.4	555.506	-497.414	689.566	169.674	-5.85469	709.48	-28.9592	161.27	
-5392.11	21175.8	-1720.47	3363.38	-2062.91	-1240.98	149.812	394.995	-1322.91	
-7363.46	123.242	1618.07	-575.211	-1037.99	-2374.74	2841.76	-800.716	652.178	
-41343.2	-125171	-55603.4	-36919.1	-24814.3	-18389.7	-19873.1	302.408	2080.97	
-3400.87	4032.94	1579.55	1430.68	225.849	1016.37	-447.435	-315.625	74.7296	
19565.2	99755.4	37070.2	-3662.76	24753.1	-8796.6	-10667.5	1194.82	1525.75	
-296.683	-898.613	1452.09	-1597.75	55.3965	-625.853	-114.59	-37.6459	-85.27	
5731.96	7953.61	4045.8	-1685.69	-1113.43	1690.83	-300.545	-1301.51	90.5885	


188538	379532	119018	56252.1	40674.7	55602.5	2243.79	11636.8	10046	
13794.2	-23071.1	-14308.3	-15291.8	-1890.33	-2162.75	-1420.4	-643.672	746.189	
-15997.6	84715.7	62609.2	-9446.72	3972.94	17629.9	17107.5	-5267.91	-1569.14	
141041	78617.1	65815.2	-4333.68	-8885.67	1274.16	-1381.45	6228.39	1826.97	
-7954.21	-7118.93	548.43	6829.94	6706.57	4792.66	2483.97	774.032	-553.278	

-124647	-97503.3	-55719	-21779.7	-27176.1	12240.4	-12432.4	7501.12	-9255.56	
6042.14	15710.1	-687.812	9332.67	3210.4	-2225.98	2575.17	-410.327	-316.281	
-65088.5	-97092.2	-41018	1627.75	6805.69	-2654.24	-4880.39	9252.03	1888.68	
