-32.1717	-695.246	198.876	-85.3661	177.424	-265.126	-286.753	-152.471	-12.6049	90.8729	-50.946	-425.537	-229.109	
-320.215	394.684	223.251	-308.281	-66.5466	8.05932	114.228	-436.019	-206.628	66.2289	-82.9779	-311.706	67.1479	
354.012	302.624	312.177	-142.481	-67.7127	253.775	-450.62	-81.565	-204.112	110.441	-33.1043	425.734	60.1945	
607.808	-430.851	-269.423	128.103	-101.085	141.455	-211.889	-456.212	223.669	70.2178	248.218	-209.964	-349.959	
183.663	-97.1439	-719.171	213.802	-186.781	-692.196	-517.183	-310.246	-445.772	-606.466	-28.1604	380.976	-221.039	
440.871	-89.2856	51.7195	-208.119	-341.82	100.886	148.291	44.4146	291.441	-99.3926	-0.0945017	-248.33	-125.855	
-125.881	363.894	-47.99	386.102	-117.872	-200.939	-382.835	270.278	-273.391	-836.476	48.579	33.1658	-209.158	
-120.123	132.822	528.315	-411.297	167.658	120.12	-74.1136	211.488	-258.74	324.979	210.607	-84.5618	171.316	
-261.141	263.172	-47.2048	-187.653	-166.275	122.162	17.5461	-303.214	67.4636	74.0277	-114.967	-103.799	-233.05	
-77.0959	228.877	159.564	126.443	104.381	166.796	-98.2031	-162.017	462.723	-390.115	-108.836	-357.808	117.567	
44.4851	-91.8857	-8.14868	-249.031	-226.735	-257.053	76.8305	48.8558	-7.98794	148.411	43.8353	-271.671	-311.233	
-282.194	-324.456	-104.205	-171.426	379.873	21.1797	407.187	278.382	18.5795	442.305	221.666	160.935	200.059	
1.69176	-1010.1	227.452	-276.5	-2.8775	-172.748	-381.965	-149.719	-258.075	340.076	51.1606	219.517	-200.321	
67.4495	-220.605	208.063	-231.978	277.753	-381.276	-376.441	-134.132	-471.601	-326.735	-111.042	-319.717	340.404	
35.7511	-117.185	-134.087	111.695	-602.368	-74.4564	-894.707	171.928	-114.02	-240.173	130.223	-319.263	-9.5333	
641.269	483.278	747.189	-135.947	409.086	97.5952	211.998	83.0855	244.075	-376.342	-86.9495	48.8147	-71.4994	
-227.453	-48.8183	205.073	-612.783	-118.322	-44.3675	-375.623	-153.329	-530.828	-151.987	251.66	-214.151	-89.8503	
128.387	-35.0209	224.241	369.022	47.9674	-274.511	-397.797	-4.02286	263.881	-336.019	53.6924	-11.0027	87.9389	
321.555	202.479	706.898	7.57266	336.466	431.499	-409.491	908.842	278.912	79.0751	-31.5706	-273.589	-54.0356	
435.982	-442.855	505.687	275.805	458.884	-443.5	-568.743	-48.3424	-180.304	-49.2642	-164.183	-132.095	219.206	
7.09156	247.761	-421.164	-315.082	769.619	99.3167	518.635	26.795	-373.754	9.40016	-484.299	-153.303	41.7511	
141.205	62.4874	-790.002	603.06	-415.49	-93.0319	-11.6537	216.686	-552.001	287.145	298.595	-229.773	-35.8804	
-204.02	-102.036	-481.696	-607.348	-337.493	-458.367	-409.814	-220.426	-341.638	10.5041	-353.331	-194.424	-241.415	
29.1673	707.729	-51.9902	218.418	27.3348	-153.097	35.635	464.409	-158.756	-322.527	76.7775	136.176	-70.2387	
-535.022	266.557	67.0314	-151.991	-262.46	71.3771	-256.863	-310.255	-274.373	120.379	239.448	-405.206	98.916	
241.953	-136.798	45.5392	33.8932	-93.3005	-46.6252	-82.6409	198.111	165.517	-187.449	-208.553	300.066	495.212	
-464.342	-500.217	-269.9	263.178	-207.96	-507.772	85.683	-300.738	-64.9564	-253.366	145.169	199.483	-372.498	
500.341	502.632	142.653	238.92	-19.3394	195.099	18.9458	-221.588	427.582	-231.085	391.432	56.8164	-44.7201	
274.601	656.171	217.014	523.692	15.0936	74.6613	-189.37	606.283	48.1517	59.7131	-62.3296	54.0236	108.635	
-448.966	18.0128	-360.589	-37.6813	-282.261	-92.134	-419.295	-178.179	-436.49	-27.2931	-530.373	134.548	-72.7674	
-716.558	53.2543	-336.654	-789.146	-243.609	-67.3723	-402.574	-338.566	-588.254	-143.965	12.2957	465.299	-124.092	
158.536	-786.903	-736.115	-217.735	-44.7752	4.10108	-139.653	-296.912	-265.908	-238.16	132.287	33.2731	-265.295	
481.76	659.774	449.092	77.8518	-78.3372	335.959	259.555	-434.011	447.172	141.314	299.858	-243.451	-208.731	
73.9792	-626.729	-278.073	20.3878	-190.555	-155.719	-224.479	265.758	26.1556	-26.1919	-252.239	-87.5723	-157.277	
-282.168	275.143	7.92998	-214.794	273.99	-205.616	341.286	-11.7829	-154.021	-159.633	-162.258	22.4553	550.932	
24.8465	-511.214	473.48	-404.017	171.546	-418.191	40.2244	-318.903	-229.133	61.6019	-100.428	357.305	111.033	
42.636	-333.191	428.065	653.554	179.435	506.711	838.492	513.277	-256.349	165.58	446.022	57.7857	73.7413	
271.145	-823.34	83.2016	169.382	-101.738	-18.3198	182.407	-116.22	89.9227	-269.499	-128.993	177.822	213.161	
-645.67	0.9712	548.989	-184.76	53.4635	238.776	342.308	166.355	-91.9243	154.948	279.14	-17.5698	22.2715	
342.382	63.0826	558.665	2.63974	149.519	-33.2544	132.913	-184.741	-346.537	73.7849	4.00408	82.4341	249.563	
-132.817	-35.9331	-59.6326	-129.356	0.661968	-173.904	-12.3115	-7.22635	16.228	-76.3045	151.53	-19.7167	-203.485	
-427.669	-835.876	-339.924	-137.362	-42.2848	169.38	75.8688	-32.0554	316.61	-314.487	264.111	177.518	-190.497	
44.4658	64.8435	-48.9406	-234.281	-562.968	150.775	-303.847	362.989	-4.9034	-92.8151	-16.5705	142.796	38.6342	
-39.9757	-452.68	559.855	-29.0326	127.103	-341.848	268.72	492.192	-476.722	8.7751	-381.68	-209.121	-166.354	
120.758	1446.76	179.216	364.666	-31.4765	-16.5862	416.848	231.461	-110.479	194.843	105.947	181.646	89.5228	
87.5441	568.459	15.1465	704.467	-421.084	-354.098	129.003	-27.0364	-382.534	257.076	-248.772	227.841	222.43	
375.28	-219.26	-684.306	-328.806	-85.738	-282.701	-129.913	-518.472	-196.211	-555.916	-400.709	206.294	-57.4563	
48.5956	-316.911	352.644	-364.593	69.1497	-471.136	-66.2174	101.558	-289.882	-300.823	71.8863	120.032	-433.87	
333.789	-201.804	-44.9159	-14.5541	432.854	-121.697	-30.5656	-209.742	418.502	64.4067	223	414.922	-345.556	
-472.435	150.302	210.129	505.595	191.602	9.43369	76.2556	520.213	-322.333	4.85001	97.6368	-137.134	294.508	
-303.4	19.0875	250.875	-134.035	-31.8994	-74.8969	-375.123	141.031	598.01	-297.428	22.3853	-11.4667	582.209	
