2796.08	6413.11	6851.97	6460.75	6640.89	4523.58	7481.44	7633.55	5767.18	5286.92	3667.04	4226.87	2706.14	
3883.85	8064.23	8537.88	7195.26	5505.88	5846.69	8129.73	6233.57	5257.33	5612.49	4372.93	3944.97	2932.32	
3947.31	8251.79	7764.43	6335.71	5463.1	4949.01	8584.82	6326.02	5150.47	5153.38	4142.73	3568.11	2656.76	
2304.09	9909.97	7257.91	8143.25	7253.22	5549.21	9504.69	7555.91	5933.23	5072.87	4960.51	4623.24	3605.93	
2578.02	6961.04	6115.31	7479.73	6826.6	4692.17	7463.75	7216.2	6215.85	4673.21	4096.79	4698.88	3489.87	

3232.35	7912.48	6992.76	5220.93	5911.81	4637.73	7631.41	5868.28	5285.33	3879.1	3704.53	4313.76	3596.8	
3136.21	7862.53	6854.56	6539.71	5857.03	5962.36	6923.65	6683.83	5352.52	5162.78	3855.23	3716.58	3669.77	
4725.46	8473.91	9202.64	7713.31	6468.92	5446.66	7745.96	7575.32	6062.26	5583.82	4926.15	4268.96	4028.92	
2203.75	7527.25	7767.45	6858.28	5517.4	4842.06	7965.17	6183.26	5396.83	4534.62	4577.63	3651.88	3694.34	
2458.19	8303.94	7411.11	5992.9	5638.5	4562.7	8251.99	7036.11	5660.28	4386.65	3832.92	3413.49	3623.01	

3030.93	6058.22	6662.32	6823	5248.85	4381.38	7853.12	5613.22	5509.34	4030.74	4042.1	4678.21	3175.71	
2423.98	9459.45	7039.2	7299.38	6314.67	4839.35	7998.06	5760.76	5053.86	5070.55	3048.21	3704.36	3397.42	
2382.23	10273.7	7883	6728.08	6263.92	5363.37	8223.61	6749.01	5721.25	5566.98	3258.38	3606.71	4216.05	
3273.26	8646.42	7278.67	7884.3	6226.8	4594.27	7902.98	6313.17	5351.47	4830.89	3924.42	3851.04	3553.97	
3605.85	6884.82	6648.62	5824.85	6126.11	4572.16	8914.13	5966.96	6068.21	4948.21	4184.46	3679.99	3565.8	

2867.76	8985.91	7110.63	6056	5712.02	5232.58	9480.52	6910.99	5513.08	4138.26	4238.62	4116.36	3380.7	
2624.87	8352.31	6711.31	6822.2	5855.29	5056.71	9332.44	6983.2	5864.8	4799.81	3378.43	3961.04	3836.73	
1322.03	7008.02	7109.79	6999.51	6266.14	4715.67	7832.71	5722.98	5641.56	4753.72	3677.17	3766.4	3017.88	
2900.17	8342.56	8481.17	7425.55	6643.04	5668.72	8901.1	6203.36	6062.84	5656.69	4366.12	3255.35	3160.01	
3954.63	9023.98	7894.32	6025.43	5981.89	5143.5	8615.37	6687.77	5739.08	4153.28	4667.58	3891.5	2561.26	

4341.79	7902.3	8854.73	7619.28	6121.52	5645.62	9224.53	6785.22	5997.65	4707.43	4941.76	4455.28	2579.3	
5125.52	8865.54	7767.14	7160.49	6014.92	4853.14	9273.88	6996.92	5891.74	4820.69	4313.88	4009.37	3478.53	
3429.71	8843.81	8840.83	6128.76	6319.02	5562.2	8538.85	6954.89	5357.22	4799.17	3396.97	4746.2	3438.42	
605.883	9285.71	8728.55	7046.16	6889.29	5139.35	8219.97	7936.45	5267.26	4615.91	3618.69	3705.17	3270.79	
2152.11	7118.89	7492.3	7069.84	5372.76	4297.42	7904.24	6692.4	5057.35	3968.49	3511.22	3579.36	2218.92	

4609.2	10700.3	8647.06	7385.53	5959.55	5264.71	8277.17	7267.79	6615.59	4619.06	3339.09	3933.47	3151.78	
4305.96	9261.42	8303.49	7104.67	4602.15	4898.89	7898.78	6535.78	6684.67	4847.08	5190.16	4078.57	3088.62	
3075.62	7914.21	7344.68	6445.08	4608.67	5598.71	8604.93	6653.74	6361.62	5393.57	4252.32	4921	3064.98	
2423.01	7266.94	7320.72	6507.52	7031.7	5711.11	8112.42	6003.1	5263.43	4153.25	4356.1	3820.62	3513.92	
3879	7951.44	7843.93	6869.85	6940.65	5516.17	8165.49	5966.91	5787.57	4834	3183.9	4564.43	2855.53	

2211.07	8116.8	6597.44	5963.57	5886.3	4309.87	9384.86	7085.49	6142.63	3944.36	4429.15	3958.94	2473.99	
3448.91	7350.96	7860.11	5905.83	5801.28	5207.48	8026.99	6912.09	5512.76	3986.7	4286.38	4242.2	3146.48	
3192.37	9634.14	7434.38	7084.93	5876.15	4578.79	8273.76	6760.39	6149.47	4654.87	4273.03	3658.62	3856.35	
3308.32	8978.96	8474.14	6996.12	6214.21	5713.23	9418.76	6986.48	6295.9	4728.64	4322.9	4351.25	4405.31	
3995.93	6824.74	6869.5	7204.3	5726.12	5146.3	9420.63	6420.83	6123.12	5393.85	3429	3611.1	3579.1	

3898.35	7348.33	7069.79	6544.53	5424.56	5176.64	8097.42	6332.01	5586.61	4806.47	4401.44	4038.44	3271.28	
3451.79	8278.79	6812.46	6218.18	6160.82	5269.37	6912.88	6516.85	6134.31	4826.42	4238.69	3785.96	3170.37	
3657.15	8311.29	8541.34	7316.87	6878.21	4970.59	9390.6	7946.14	6039.32	6035.83	4341.86	4012.63	3957.7	
4222.99	6616.62	7516.5	7535.43	6710.88	5019.71	8162.37	7244.27	6164.97	4850.05	3918.18	4062.73	3820.68	
2502.44	7158.73	7281.57	6171.7	4800.16	4189.73	7754.07	5988.29	5613.03	4263.3	4596.28	3225.29	2714.3	

3358.51	7723.66	7618.94	6652.13	6014.25	5250.47	8356.35	5493.18	5503.09	4870.14	4222	3895.45	2823.42	
3601.25	7700.63	7699.93	7741.69	5888.87	5159.52	8951.91	5664.65	6635.73	4460.97	3404.23	4240.03	3519.38	
3966.69	8585	7205.37	7775.1	5834.42	5667.93	9291.19	6901.11	4528.64	4730.17	3577.91	4614.02	3905.25	
3259.11	6978.9	7441.45	5601.3	5342.83	5791.86	7568.88	6708.55	5619.4	4086.61	3590.66	3356.9	3441.81	
3592.53	7941.9	6942.78	5250.18	5441.21	4689.2	7627.15	6599.14	5173.82	4980.04	4102.38	4505.77	3445.7	

4293.8	7603.38	7118.98	6918.66	5548.79	5227.81	7485.08	5811.82	5619.67	4670.93	4853.93	4558.57	3446.04	
4280.32	8412.25	6800.54	6068.25	5573.77	4769.74	7043.94	5420.16	5455.75	4799.4	4213.78	3855.65	2929.61	
3626.83	9589.15	6558.07	6437.64	6838.49	4999.82	7204.34	6057.1	6179.98	4869.78	3646.68	3135.87	3035.97	
3703.77	7394.64	6286.21	5974.1	5966.15	5468.99	7384.56	6495.07	5449.87	4583.52	3546.58	3574.44	3955.17	
3323.68	7943.39	7442.53	6244.21	6107.96	5132.04	7918.3	6464.06	5401.39	4482.95	4134.55	4639.11	4007.75	

3484.99	9537.98	6813.85	7729.29	5423.36	5339.19	8948.88	6065.13	5335.79	4768.94	3887.34	4354.43	3191.51	
3647.38	7455.43	6274.56	6079.13	4636.39	4722.09	7855.87	6300.02	5548.32	3281.78	3679.08	3468.15	2940.83	
3519.01	8717.7	7577.45	6461.92	5211.1	4397.41	8180.17	6624.92	6511.22	3811.85	3430.07	3256.36	3258.25	
3656.33	7697.35	6170.59	7072.53	5438.83	5015.7	7276.26	6807.94	5431.56	4157.14	4562.8	3688.66	3296.27	
3155.43	7877.89	7031.32	8237.17	5434.91	5277.8	8063.53	6417.57	4672.69	5149.88	4437.53	4100.5	3510.01	

2341.96	9573.38	8148.76	6964.99	5229.98	5410.33	7804.47	7032.1	4019.24	4006.03	4636.26	3825.9	3820.06	
3377.6	9520.55	7833.89	6833.89	5849.89	4523.82	7711.56	7284.2	5174.73	4466.75	4660.97	3925.39	3891.55	
