0.3-0.5	0.0147722	0.00650636
0.5-1	0.0811081	0.00544812
1-1.5	-0.0164493	0.00825972
1.5-2	0.02424	0.0124832
2-2.5	0.371756	0.0187189
2.5-3	0.256891	0.0279706
3-4	-0.13528	0.0334394
4-5	0.200085	0.0645298
5-6	-1.13104	0.104753
0.3-0.5		4.2311e+08
0.5-1		6.03443e+08
1-1.5		2.62542e+08
1.5-2		1.14941e+08
2-2.5		5.11176e+07
2.5-3		2.28942e+07
3-4		1.60182e+07
4-5		4.3014e+06
5-6		1.6323e+06
V ref=0.0502627	V int=0.0502627
V ref err=0.00103181	V int err=0.00815022
