-2.4--2.2	0.0831841	0.00101217
-2.2--2	0.083521	0.000935224
-2--1.8	0.0827203	0.000896789
-1.8--1.6	0.0844172	0.000881684
-1.6--1.4	0.0842161	0.000868052
-1.4--1.2	0.0846779	0.000856231
-1.2--1	0.086888	0.000850414
-1--0.8	0.087215	0.000847447
-0.8--0.6	0.090901	0.0008508
-0.6--0.4	0.08888	0.000848902
-0.4--0.2	0.0905711	0.00085548
-0.2-0	0.0908924	0.000860988
0-0.2	0.092387	0.000859501
0.2-0.4	0.0907078	0.000854586
0.4-0.6	0.0905768	0.000852284
0.6-0.8	0.0894927	0.000852556
0.8-1	0.0881155	0.000849579
1-1.2	0.0860961	0.000854655
1.2-1.4	0.0838953	0.000866012
1.4-1.6	0.084949	0.000869344
1.6-1.8	0.0834911	0.000874848
1.8-2	0.0817788	0.00089516
2-2.2	0.0824562	0.000938531
2.2-2.4	0.0829423	0.00101955
-2.4--2.2	0.080188	0.00133444
-2.2--2	0.0827671	0.00123368
-2--1.8	0.0800063	0.00118255
-1.8--1.6	0.0835551	0.00116305
-1.6--1.4	0.0850503	0.00114556
-1.4--1.2	0.0858869	0.00113106
-1.2--1	0.0872774	0.00112287
-1--0.8	0.0875698	0.00111807
-0.8--0.6	0.0904929	0.00112211
-0.6--0.4	0.0890331	0.00112139
-0.4--0.2	0.0904723	0.00112896
-0.2-0	0.0892448	0.0011366
0-0.2	0.0900963	0.00113484
0.2-0.4	0.0892164	0.00112844
0.4-0.6	0.0869533	0.00112494
0.6-0.8	0.0882	0.00112526
0.8-1	0.0866999	0.00112091
1-1.2	0.08633	0.00112716
1.2-1.4	0.0829792	0.00114253
1.4-1.6	0.0826349	0.00114637
1.6-1.8	0.0825779	0.00115355
1.8-2	0.0809188	0.0011795
2-2.2	0.0829229	0.00123809
2.2-2.4	0.0785305	0.00134374
-2.4--2.2	0.0784881	0.00109201
-2.2--2	0.079279	0.00101056
-2--1.8	0.0794804	0.000968162
-1.8--1.6	0.0810707	0.000952023
-1.6--1.4	0.0825618	0.000938752
-1.4--1.2	0.0820386	0.000926602
-1.2--1	0.0866478	0.000919642
-1--0.8	0.0857617	0.000916309
-0.8--0.6	0.0870808	0.000919878
-0.6--0.4	0.0853393	0.000919224
-0.4--0.2	0.0886847	0.00092637
-0.2-0	0.0905647	0.000932388
0-0.2	0.0858528	0.000930891
0.2-0.4	0.0878458	0.000925641
0.4-0.6	0.0877942	0.000922809
0.6-0.8	0.0867812	0.000922869
0.8-1	0.0858158	0.000918995
1-1.2	0.0835153	0.000924295
1.2-1.4	0.0825533	0.000937078
1.4-1.6	0.0814671	0.00093986
1.6-1.8	0.0824011	0.000945524
1.8-2	0.0803263	0.000966321
2-2.2	0.0782536	0.00101454
2.2-2.4	0.0821807	0.00110069
-2.4--2.2	0.0784837	0.00135369
-2.2--2	0.0777959	0.00125449
-2--1.8	0.0791279	0.00120167
-1.8--1.6	0.0793695	0.00118193
-1.6--1.4	0.0798764	0.00116526
-1.4--1.2	0.0787905	0.00115137
-1.2--1	0.0826845	0.00114338
-1--0.8	0.0828832	0.00113826
-0.8--0.6	0.0846997	0.00114316
-0.6--0.4	0.0842995	0.00114314
-0.4--0.2	0.0842321	0.00115172
-0.2-0	0.0861361	0.00115934
0-0.2	0.0859304	0.00115776
0.2-0.4	0.0842609	0.00115123
0.4-0.6	0.0848991	0.00114736
0.6-0.8	0.0849861	0.00114611
0.8-1	0.0828263	0.00114143
1-1.2	0.0817352	0.00114798
1.2-1.4	0.0831237	0.00116355
1.4-1.6	0.0790701	0.00116694
1.6-1.8	0.0782068	0.00117391
1.8-2	0.077676	0.00119918
2-2.2	0.0778686	0.00125929
2.2-2.4	0.0782774	0.0013654
-2.4--2.2	0.0752657	0.00193301
-2.2--2	0.0761486	0.00179266
-2--1.8	0.0727014	0.00171631
-1.8--1.6	0.0783547	0.00169022
-1.6--1.4	0.0778917	0.00166594
-1.4--1.2	0.0758126	0.00164625
-1.2--1	0.0774668	0.00163443
-1--0.8	0.0810451	0.0016278
-0.8--0.6	0.0842331	0.00163498
-0.6--0.4	0.0821918	0.00163582
-0.4--0.2	0.0841032	0.00164932
-0.2-0	0.0813599	0.0016599
0-0.2	0.0806319	0.00165748
0.2-0.4	0.083555	0.00164831
0.4-0.6	0.080076	0.00164142
0.6-0.8	0.0834019	0.0016398
0.8-1	0.0789887	0.00163223
1-1.2	0.0794423	0.00164265
1.2-1.4	0.0769601	0.00166465
1.4-1.6	0.0748339	0.00166716
1.6-1.8	0.0783173	0.00167822
1.8-2	0.0748937	0.00171295
2-2.2	0.0762854	0.0017988
2.2-2.4	0.0778833	0.00194888
-2.4--2.2	0.0705266	0.00283774
-2.2--2	0.0707742	0.00263313
-2--1.8	0.0696739	0.00252295
-1.8--1.6	0.0769353	0.00248213
-1.6--1.4	0.0748274	0.00244942
-1.4--1.2	0.0736775	0.00242155
-1.2--1	0.0782961	0.00240311
-1--0.8	0.0777761	0.00239336
-0.8--0.6	0.0807459	0.00240376
-0.6--0.4	0.0803093	0.00240807
-0.4--0.2	0.0800448	0.00242817
-0.2-0	0.0802336	0.00244449
0-0.2	0.0845609	0.00244041
0.2-0.4	0.0791883	0.00242674
0.4-0.6	0.0799201	0.00241732
0.6-0.8	0.0738361	0.00241096
0.8-1	0.07767	0.00239937
1-1.2	0.0750233	0.00241424
1.2-1.4	0.0728776	0.00244734
1.4-1.6	0.076342	0.00245241
1.6-1.8	0.0681821	0.00246673
1.8-2	0.0776967	0.00251651
2-2.2	0.0715986	0.00264405
2.2-2.4	0.0709294	0.00286061
-2.4--2.2	0.0625379	0.00501622
-2.2--2	0.0664128	0.00465841
-2--1.8	0.062119	0.00446205
-1.8--1.6	0.0675907	0.00439562
-1.6--1.4	0.0727683	0.0043354
-1.4--1.2	0.0704961	0.00428625
-1.2--1	0.0702721	0.00425585
-1--0.8	0.0795505	0.0042367
-0.8--0.6	0.0795159	0.00425832
-0.6--0.4	0.0762708	0.00426897
-0.4--0.2	0.0825089	0.00430571
-0.2-0	0.0840828	0.00433465
0-0.2	0.0852266	0.00432994
0.2-0.4	0.0724823	0.00430429
0.4-0.6	0.0718881	0.00428434
0.6-0.8	0.0727101	0.00427329
0.8-1	0.0753925	0.00424997
1-1.2	0.0755996	0.00427549
1.2-1.4	0.0657638	0.00433356
1.4-1.6	0.0745449	0.00434293
1.6-1.8	0.0772038	0.00436475
1.8-2	0.0699102	0.00445141
2-2.2	0.0675585	0.0046779
2.2-2.4	0.0685061	0.00505815
-2.4--2.2	0.0167991	0.0139805
-2.2--2	0.0674479	0.012993
-2--1.8	0.0774227	0.0124532
-1.8--1.6	0.0692985	0.0122661
-1.6--1.4	0.0727273	0.0121034
-1.4--1.2	0.0555814	0.0119733
-1.2--1	0.0671764	0.0118833
-1--0.8	0.0789832	0.0118235
-0.8--0.6	0.0589288	0.0118957
-0.6--0.4	0.071633	0.0119278
-0.4--0.2	0.0907575	0.0120331
-0.2-0	0.0296472	0.0121219
0-0.2	0.0768614	0.0121056
0.2-0.4	0.084075	0.0120254
0.4-0.6	0.0855788	0.0119743
0.6-0.8	0.10445	0.0119369
0.8-1	0.0678954	0.0118707
1-1.2	0.0622737	0.0119393
1.2-1.4	0.0870901	0.0121006
1.4-1.6	0.0683018	0.0121205
1.6-1.8	0.0812309	0.0121858
1.8-2	0.0559832	0.012422
2-2.2	0.0637725	0.0130468
2.2-2.4	0.0402153	0.0140952
-2.4--2.2	-0.0669227	0.0230779
-2.2--2	0.282226	0.0214791
-2--1.8	0.0601763	0.0205822
-1.8--1.6	0.0877597	0.0202585
-1.6--1.4	0.1396	0.0200107
-1.4--1.2	0.000515096	0.0198035
-1.2--1	0.0448978	0.0196471
-1--0.8	0.0576867	0.0195586
-0.8--0.6	0.12854	0.0196653
-0.6--0.4	0.0758346	0.0197493
-0.4--0.2	-0.00385571	0.0199394
-0.2-0	0.239653	0.0200713
0-0.2	0.0538271	0.0200524
0.2-0.4	0.102419	0.0199231
0.4-0.6	0.137355	0.0198249
0.6-0.8	-0.130483	0.0197552
0.8-1	0.14009	0.0196352
1-1.2	0.0434999	0.0197445
1.2-1.4	0.0247519	0.0200117
1.4-1.6	-0.0230737	0.0200435
1.6-1.8	-0.0292185	0.0201466
1.8-2	0.0304783	0.0205265
2-2.2	0.241576	0.021555
2.2-2.4	0.00488332	0.0232688
-2.4--2.2	0.0236933	0.0347846
-2.2--2	0.207426	0.0323718
-2--1.8	0.062896	0.0310147
-1.8--1.6	0.135294	0.0305712
-1.6--1.4	0.036608	0.030167
-1.4--1.2	0.159734	0.0298793
-1.2--1	0.07263	0.02966
-1--0.8	0.198873	0.0295423
-0.8--0.6	0.124227	0.0297082
-0.6--0.4	-0.0261946	0.0298394
-0.4--0.2	0.107153	0.030127
-0.2-0	0.0307045	0.0303441
0-0.2	0.0224675	0.0303115
0.2-0.4	0.0279785	0.0301082
0.4-0.6	-0.00694693	0.0299504
0.6-0.8	-0.0784094	0.0298149
0.8-1	0.129169	0.0296456
1-1.2	0.203982	0.0298137
1.2-1.4	-0.0713701	0.0301975
1.4-1.6	0.00333613	0.0302395
1.6-1.8	0.00597694	0.0303905
1.8-2	0.0630195	0.0309598
2-2.2	0.0899837	0.0325075
2.2-2.4	0.191984	0.0350687
-2.4--2.2	0.019793	0.0848548
-2.2--2	0.0892103	0.0789167
-2--1.8	0.138054	0.0756596
-1.8--1.6	0.0503001	0.074669
-1.6--1.4	0.0838657	0.0736804
-1.4--1.2	0.0544012	0.0729584
-1.2--1	0.137539	0.0724939
-1--0.8	0.0762944	0.0721472
-0.8--0.6	0.00870298	0.0725373
-0.6--0.4	0.0704453	0.073026
-0.4--0.2	0.0327874	0.0736557
-0.2-0	0.033544	0.0742324
0-0.2	0.0459551	0.0741429
0.2-0.4	0.120295	0.0736735
0.4-0.6	0.125333	0.0731937
0.6-0.8	0.0625117	0.0728591
0.8-1	0.0847086	0.0723738
1-1.2	0.0308846	0.0728048
1.2-1.4	0.0606094	0.0737397
1.4-1.6	0.0465943	0.073832
1.6-1.8	0.0415462	0.0741464
1.8-2	0.0950092	0.0754901
2-2.2	0.116105	0.0792731
2.2-2.4	0.105472	0.0853982
-2.4--2.2		4.14932e+06
-2.2--2		4.86018e+06
-2--1.8		5.28571e+06
-1.8--1.6		5.46837e+06
-1.6--1.4		5.64146e+06
-1.4--1.2		5.79831e+06
-1.2--1		5.87791e+06
-1--0.8		5.91914e+06
-0.8--0.6		5.87258e+06
-0.6--0.4		5.89887e+06
-0.4--0.2		5.8085e+06
