-62380.3	-69821.5	-45176.9	25277.4	96343.8	-23495.2	-74060	20494.2	-52403.8	-8726.86	
30971.8	-23742.8	-147828	-102822	16659.3	-39587	-26640.2	31449.9	46692.1	61446.5	
24402.6	-13476	64479.6	63180.4	5080.69	65590.9	47599.2	-14702.7	96760.9	-4006.56	
-6786.1	2841.52	23604.5	-46314.2	-37033.4	36838.9	61831.9	-12389.9	-15017.6	47042.2	
-591.304	-16763.2	-40886.7	-50166.7	22601.3	-26895	9601.94	-7585.81	-57152.2	-58991.1	
61906.8	76422.9	152257	184263	174710	14415.2	68205.3	56781.8	-41476.1	66798.8	
-16575.9	47951.9	93218.1	114765	58190.7	93596.2	146932	8664.39	-116861	-96814.5	
15125.6	-28401.5	124798	220718	33437.9	24658.6	13147.5	-77776	-169419	-71233	
-14049.8	-37.1203	252457	119766	-86269.9	-123535	-38303.8	-126945	-126660	-39370.9	
37168.3	-86360.1	-2161.39	22368.2	-33438.8	11452.4	100496	167944	-75384.9	51571.7	
-3212.4	-32847.4	63233.4	76214.6	17895.7	-44643.1	-14487.8	46929.8	92431.3	74467	
-133427	-62237.9	-116902	-46241.1	-205101	3349.7	98202	-24971.2	-2646.41	-12758.1	
69976.3	80064.5	-28692.6	-156392	-17801.8	17300.9	11060.2	-1626.91	-201193	10312.6	
163933	153361	135457	15602	10466.5	38321.3	-59489.5	-26561.2	-253938	12338.7	
-50439.1	28762.7	89929.6	87535.6	98764.7	46237.2	23667.7	-65823.6	-14725.1	-89670.9	
20098.5	-58494	-11609.9	-108510	64748.1	-48550.6	26668.2	-5019.54	24206.1	23768.3	
44488.6	31096.1	15931.1	77593.9	80796	51260.2	14184.4	34274.6	103101	9135.32	
14822.3	33313.3	-35826.3	-63709.5	600.882	9402.74	69396.4	-5360.1	-9882.94	-12482.1	
47074.3	92691.4	-48526	-45275.1	7774.13	-100359	31656.5	190494	152268	1518.56	
21458.6	-11019.5	-36639.6	48808.7	134606	50269.9	67534.8	42945.5	-9633.86	21010.6	
16487.8	47029.8	-31887.4	38943.8	25525.1	4389.44	40991.1	-29570.2	-100344	-76927.6	
101488	66992.6	304034	79343.3	-13544.4	108000	-49601.3	-11691.5	66773.6	101517	
3531.24	18069.8	-2926.23	110186	35078.9	60514.1	18605.4	-51540.3	28039.2	45657.6	
-24352.4	-75586.3	-73936.7	136294	95768.4	72844.7	13403.1	-5625.37	-11023.8	-15896.1	
-39032	-33310.1	109274	30353.9	-68622.1	-36725.9	35212.5	-4573.81	-102332	-50689.4	
-41151.3	1444.38	213707	94370.4	-43554	-118901	-57519.8	-68649.4	104128	11438.2	
-43388.5	-64888.5	-82088.9	39999.1	72586.1	7726.98	81829.5	-21869	-72336.6	15407.4	
-3153.5	-5968.47	11633.5	16451.3	-5073.87	-31781.6	-15686.2	10490.4	34550.5	21242.3	
5049.7	27995.3	37835.1	56369.5	-242.893	-94096.2	-32373.1	-55816.1	-91802.1	-10038.1	
26394.1	-8340.29	-71019.3	-12734	59107.1	84087.1	56699.5	29860.2	58392.3	41633.3	
39270.2	72967.3	62217.4	77727.6	103930	14031.6	-54264.2	8848.13	-70595.6	-56937.6	
27749.6	38937.4	48955.8	-30537.5	875.315	72561.6	119287	97407.6	3089.39	153475	
-6072.01	29676.2	206740	67103.3	-39674.5	-33321.3	66028.2	-2010.59	-73865.3	-59735.6	
-8926.36	23455.3	-4114.59	-57997.7	-37707.7	-10460.7	37442.9	26757.3	114605	73841.5	
19012	-23790.2	199.359	48381.1	-46610.1	-34688.2	-42669.7	-9549.4	103534	-12438.3	
-5508.56	11815.1	21612.5	-95341.5	-99175.7	-51833.9	47105.6	48061.9	39323.9	83274.6	
48107.8	39209	-51752.7	108583	2909	72729.6	66305.7	54980.2	191942	108594	
-5944.39	-3348.36	-193827	-28655.4	-64229.8	-56031.8	39300	-21368.9	-148069	-97815.3	
11923.9	66536.3	83442.7	-31369.4	-81070.1	-142914	-27407.2	-12690.4	47234.2	-6189.53	
17126.1	7645.69	-58436.1	-17281.4	-81819.8	-99099.6	-53603.8	10546.8	-20171.1	-23250.1	
16730.5	48061.2	6372.11	-98971.8	-85970.9	86087.6	45233.4	17527.3	49898.9	1924.77	
39229.7	63077.3	55424.1	-4557.36	-29241.4	29873.4	11574.7	-49688.3	20722.1	5923.61	
-4482.61	-16140.6	-81432.1	-95005.8	-31642.2	-30216	-35073.1	-56506.2	-22474.1	27962.6	
-33916.7	17421.6	128991	63533.8	-59456.9	-20212.7	-92100.3	-158660	-241767	39860.5	
-27352.3	13750.9	-28875.6	-16410.8	72205.6	10234.5	-5467.04	39617.8	53306.6	-64735.7	
23531.6	28130.9	59181.4	-2548.42	-33113.3	64719.7	19521.1	-3841.32	-44277.6	-45466.1	
-31810.4	-1381.22	-2406.89	-63345.2	1316.41	9011.44	-1639.68	-26102.8	-62159.9	-54553.8	
-9499.23	22979.5	27824.4	30387.8	719.515	-6943.12	28055.1	-9697.04	-49624.8	4300.84	
8329.21	8247.9	6152.92	-62280.1	-66982.3	-50688.3	-64092.4	-112208	-170878	-17556.2	
-27842.2	-30689.2	38645.7	-57715.7	88482.5	30580.5	53064.7	96929.3	55824.3	-30510	
