2930.06	1569.87	-5753.7	8310.05	10387	-19851.7	-15308.6	640.33	10468.4	22193.8	
-1728.73	10463.3	13369.9	1048.73	-9896.39	3289.51	3524.35	-4010.44	-14051.1	-3420.64	
-9018.01	10615.2	10601.2	-6814.47	3801.14	6132.55	7579.11	5974.62	192.682	-7518.16	
23682.8	-10690.8	-7709.69	8960.51	3441.1	-96589	-16849.5	37596.4	16428.7	64463.3	
9810.97	12115.8	-2523.84	2499.09	-4534.88	-13607	-4993.83	-17874.6	-9787.32	8703.88	
16746.9	-37609.7	-35366	-8507.36	39287.5	62327.8	57404.2	4405.35	51472.8	-40216.9	
-6885.41	-16591.1	-20337.8	-34677.1	-10477.9	-4787.14	-2747.65	15542.2	-5255.41	-7742.85	
12186	-83528.1	-3904.05	-2824.19	64492.9	69084.3	1730.58	-45839.8	28267.7	33293.6	
-41949	27889	3747.07	79802.2	24317.4	101061	-26415.7	94635.1	-5849.03	-42617.3	
-72496	-69895.6	8324.68	15622.8	-180512	-173714	-67751.9	22154.2	18981.2	-187184	
-7946.23	-4937.74	-2197.48	5780.66	8542.53	-8278.15	-3437.98	-6527.73	-6857.54	-6286.73	
-21257.8	22122.7	93865.1	14617.1	84000.5	32934.8	-45359.6	-43332.2	6081.72	-31036.5	
-53838.9	-83346.4	-77834.4	-30236.4	-90637.6	-69752.3	-30851.7	-82153.9	-69242.5	-34007.3	
67938.1	30017	-32634.7	-62739.4	-52312.1	-35040	-53916.9	73586.6	-14321.2	21407.1	
9288.4	28909.1	29912.6	-9175.63	-71109.9	12194.3	35207.6	31528.4	36031	3517.32	
-35605.3	-81597.6	-31331.6	-25567.3	-11977.7	26058.3	-74958.6	46826.1	60639.1	22869.7	
-36586.1	30922.6	27184.5	25427.8	-45380	-11764.3	4403.09	-16935.2	13482.2	16625.2	
4292.31	9204.38	-7585.71	-7013.53	-1171.78	-3601.67	-1963.35	495.717	-775.186	-7892.55	
5182.32	6927.08	1107.52	-2106.52	5491.62	17888.6	9929.94	4223.02	8898.22	14671.7	
52982.8	25206	37608	-11210.2	-20890.7	-3296.15	-58906.7	-83944.6	-9148.9	49913.1	
38388.8	10695.9	-3403.3	52567.5	43415.1	-41095.9	50892.8	106868	-448.927	29371.7	
-8143.85	62298.7	25946.5	31862.4	-25721.2	-47746.1	-25412.3	49758.4	-32555.3	-21336.6	
3625.62	8959.45	4684.75	5753.32	-2320.42	-11873.9	-12009	-3452.14	6955.59	1524.84	
21053.6	17014	2734.73	-4015.17	-18078.2	3416.06	-9449.81	1238.51	-8921.63	2836.25	
1536.59	-28322.8	13906.3	14529	-24130.2	-128843	-26314.1	104821	25938.8	-45969.7	
53190.9	36776.4	47028.5	3548.98	-27891.6	-28703.1	783.767	17853.6	63899.3	-20106.9	
-59468.3	-23650.8	20328.4	27300.2	81329.4	-12952.3	-131871	26713.5	51608.1	-82499.6	
52790.4	20983.5	73779.9	56384.6	-13766.3	126775	56104	-46455.3	88268.5	169293	
-370.949	178.992	-4748.17	-34104	-85707.7	-30549.2	-18193.5	61168.3	-13029.7	-11266.6	
-123632	-46508.1	24390.4	108682	14162.5	89865.3	-18821.9	-113126	8521.53	47598.6	
-65649.6	286.469	69600.7	38936.5	-29413.6	-78478.9	-177395	23601	17880.7	-127350	
-888.953	-4633.34	-1615.98	3003.28	-3796	14137.3	-7265.38	-5841.88	-5324.64	-17948.4	
2491.91	1546.52	-10866.5	-11297.4	2747.63	-14971.3	-11017.4	-5790.65	-5011.26	-3321.65	
