2001.8	10335.7	-12868.9	6063.51	3866.74	-14095.1	-451.114	863.173	-966.605	401.396	-2170.73	4475.11	3106.22	21070.8	25914	29051	28461.9	-12402.6	1358.24	-5550.08	10669.9	-11149.6	13718.4	-11408.1	26024.4	1552.28	-2440.97	9333.33	19541.2	-2414.77	
365.562	7111.71	9057.34	-2000.93	-138.136	-9346.44	-196.075	5770.05	-34244.1	-3210.18	9085.81	-19109.6	-10198.8	-19765.2	-31544.9	36241.8	6705.41	6217.17	-14909.4	-1775.17	-8139.6	5381.69	-12635.6	19179.7	-14704.9	24425.5	-11184.1	-15690.4	-28256.6	-23242.1	
7215.62	598.061	-4221.03	20338.9	2162.47	7330.42	-4132.07	-15764.2	-3196.35	6737.08	1501.42	-7205.96	-1837.06	4035.38	-34504.4	-2698.93	-8030.54	7673.5	9659.23	16255.9	20461	13289.3	17398.8	-19280.4	-17393.3	-3334.47	17563.1	51727.9	-12577.1	-19374.1	
-2173.9	5952.4	-12389.6	7497.45	9625.02	-2610.14	-8581.56	22617.8	-5984.74	1270.24	-2028.27	14923.9	-377.551	3717.02	-11229.8	-9154.89	-21845.8	-4042.23	23579.6	-19894.5	19127.5	-312.881	-14695.9	10720.8	18504.4	-18009.9	10116.9	37187.2	2050.16	12982.6	
1788.02	-8801.23	8086.65	-1532.48	-6514.59	-9280.45	-3618.82	-4480.32	4639.88	5608.34	10041.1	20298	8982.31	-17299.1	-6800.45	2213.86	-47843.8	-23954.6	10239.7	-2817.25	-21866.3	-7503.77	1351.18	-22889.2	43637.6	-31496.4	11563.3	8059.11	17453.5	-27955	
-711.85	7078.6	6472.7	-5812.32	-3478.34	18246.6	-3552.24	6483.24	19744.4	6936.88	4854.98	17224.6	25035.9	-2995.96	-24485.2	-4472.9	22670	3454.29	-15097.5	3604.76	1760.49	-17033.6	19347.6	27345.1	-985.737	4381.25	-27995.8	-5503.62	42580.8	-3159.03	
-7999.85	-7501.64	4051.66	-4215.33	-2017.99	-10773.8	1477.74	17196.7	11069.6	-10268.5	5471.59	11683.2	-1511.7	14123.7	1883.12	-3928.93	-11213.6	-17319.1	1430.47	12602.8	27000.5	6792.52	-3465.57	-11628.2	8390.67	-5257.68	6953.32	-22758.9	29206.5	-1577.9	
11323.5	-8803.56	-11410.6	-1705.89	1338.99	19514.5	-3790.99	7400.8	2183.64	-3215.65	-1856.13	-11463.7	-2237.85	-18153.4	2219.4	-2158.31	-29663.1	2663.53	-3746.66	6852.48	-19537.3	18186.2	-2923.55	-15095.5	47590.3	-13451.6	-2892.24	-5471.78	3143.51	-2055.89	
-9842.71	-2591.64	-10647.5	-10113.7	-876.347	-20089.9	13597.9	11617.6	-6110.13	-3314.72	6535.99	-26651.1	-5978.62	-11214.9	-7841.1	36032.5	78601.8	-7784.78	7492.6	5478.24	18331	27338.9	5619.48	-22587.5	-14016.1	-3416.24	16556.5	-8352.75	-33610.2	12816.5	
2871.78	-4300.85	-15.6938	-5336.72	-363.254	-8097.21	4335.09	-17408	-1570.11	6855.45	4156.12	13098.2	1608.97	11838.5	-17069.6	-7699.83	-32057	-2262.06	-21008.8	6567.39	1511.14	3995.27	3373.56	-12509.5	8191.62	32374.1	5252.54	-2582.37	-14869.9	24668.6	
