-120.298	656.63	627.269	208.156	195.296	-9.61467	39.0637	-109.707	-7.6755	13.662	-5.5145	-6.69796	
187.831	-456.743	268.472	-27.9949	176.747	137.306	-60.3588	-105.543	35.59	47.307	-4.62442	4.76837	
216.553	85.0082	622.501	-78.5641	383.91	57.2699	-123.314	14.1227	-32.719	-27.4033	-10.6049	8.63841	
88.7392	-61.1886	844.113	362.834	307.812	-164.465	25.5369	182.792	-10.0757	6.07581	31.2781	4.11077	
-22.7117	-759.988	-331.556	-479.716	-200.049	-238.94	-20.5129	-47.971	-30.9296	-26.4221	-16.604	-7.05275	

16.6047	-90.5217	496.987	175.018	-146.498	-38.5692	105.01	65.8588	5.61944	-17.6848	-15.3199	12.0774	
-74.0901	449.741	624.834	124.436	-67.1476	-109.777	101.163	46.1019	15.7635	-0.161277	10.041	17.0769	
-15.4354	-135.916	91.2059	-12.5877	-49.8603	76.3177	-48.7648	-108.757	-20.7225	-22.5115	-14.5213	-1.09955	
-279.886	86.3507	61.1073	-57.2424	84.8152	52.5894	-129.378	-39.2493	7.94813	15.3352	-1.18204	11.1681	
223.875	163.322	-178.639	213.092	384.137	-187.903	-44.0789	67.0837	29.4893	12.9767	-14.4503	6.81994	

-361.426	-680.244	-159.998	-887.41	-158.582	-139.557	-44.5039	-183.703	-112.048	-48.4385	12.1135	-2.74372	
119.21	-400.861	-1799.68	-44.8332	-264.817	-53.8957	21.6478	10.5888	-9.93373	-11.2072	-30.5145	-24.1088	
109.601	-207.662	-709.247	422.84	96.5787	-17.8965	-78.5871	25.9132	-46.3718	-45.8743	1.87706	-11.7334	
-99.4481	-559.626	-204.694	255.861	33.3379	226.606	-61.6916	41.5606	49.7422	43.6858	-9.14932	-13.4279	
490.164	-482.99	-544.514	456.733	-20.9103	105.734	25.9829	34.535	8.23583	6.14318	-74.4414	21.0294	

-49.352	288.278	-175.667	481.985	38.7125	-47.3368	-68.3332	41.0607	-3.52082	-7.82734	11.9234	12.4586	
-146.43	-843.046	397.435	-443.053	-27.4641	-169.619	-77.5503	-125.911	67.6713	30.0784	-15.0243	-2.37562	
-801.253	-751.023	-892.537	119.21	88.4115	-233.479	-101.619	-37.3177	25.5825	-18.5577	8.63886	3.94774	
115.924	213.929	10.6515	456.507	-78.8166	-74.1606	-46.4015	99.9762	-47.7694	1.74601	5.64153	-9.6164	
286.723	-246.161	173.722	-105.403	88.654	131.447	82.5428	-35.3932	-15.4535	44.5811	8.70237	-15.7486	

503.281	-45.0471	-111.723	-407.029	-172.395	-41.8862	-103.795	-79.1674	-37.9918	20.2878	18.7768	-22.1287	
235.415	203.093	257.675	620.055	30.8159	-20.8812	46.5503	-39.2185	73.127	63.0995	49.401	-16.0293	
212.2	157.002	468.264	128.571	348.298	-29.4409	-191.157	24.1007	-96.5631	-60.0473	-11.721	5.5789	
24.4027	-520.91	-895.505	-4.64038	-246.092	-104.76	-75.2971	32.4761	-57.1189	-41.6479	-23.1718	-20.5848	
-86.8607	-273.718	-1126.82	231.991	-63.3677	-166.345	98.2509	69.6064	-53.8701	34.1657	-28.6304	2.99749	

-10.9816	141.167	143.537	-54.2959	262.647	22.4039	54.2436	-60.6838	-36.7644	0.21732	11.248	20.9784	
266.641	631.656	155.31	361.131	368.241	-7.17954	197.205	40.0497	89.6342	51.7259	5.71358	4.784	
-79.1233	-834.995	-311.767	-402.583	-210.2	2.51015	-213.045	-98.2714	-55.5191	-0.993587	14.4884	9.9129	
-429.025	199.996	-909.483	-56.7698	-548.236	-80.733	-76.4988	39.8162	-83.7274	-59.8254	-36.2738	-1.28842	
-409.991	833.982	-371.081	-464.284	-144.687	65.0415	-47.0992	54.717	52.904	-3.77312	9.98785	-16.8791	

232.096	-239.165	471.021	108.553	-28.9315	-166.683	-64.232	-5.13193	21.467	-3.73926	8.19221	6.74075	
-158.721	-653.239	-113.797	-460.753	37.3012	-118.346	-62.5157	36.0976	-1.19213	20.2829	7.07597	-1.34934	
347.299	-47.4629	410.476	-102.841	217.039	16.1572	14.0999	98.0539	-8.70805	25.5335	-4.48856	7.65808	
362.565	461.093	28.2553	-165.666	250.267	54.684	155.943	119.523	-20.4091	34.603	-12.7611	15.7955	
-114.779	-231.245	-211.274	-652.111	156.049	26.3911	-10.6993	-8.11742	-54.6532	-1.554	-15.8378	12.9277	

261.796	338.522	25.5724	425.061	190.254	-54.7002	-1.66496	132.734	3.38753	47.0878	-18.6605	2.95938	
-126.09	-8.14516	-128.934	679.266	172.788	189.539	-57.9161	41.0011	46.8299	6.34823	14.7889	-2.75056	
-275.996	-638.356	55.456	-62.0649	46.5735	-403.27	-7.31208	-20.0779	-57.1876	0.0905948	14.4615	-24.8469	
326.836	-139.017	605.258	-197.874	150.695	-144.22	-74.3586	50.4871	-16.7529	-41.4116	6.21782	-1.70927	
249.976	-407.11	-1343.16	-500.765	-477.68	-135.267	101.71	-55.7395	21.8026	-21.6045	49.0583	-9.24656	

-49.746	104.77	-382.676	-41.7297	-44.0983	-12.7659	20.5153	-47.288	19.1218	20.0045	20.7834	-0.986448	
-374.797	-52.6566	-427.319	104.376	-11.495	-68.6394	22.6822	-64.8779	-14.2493	-21.102	-35.4912	-3.94132	
170.701	185.301	-109.142	156.633	-145.489	-199.325	57.4525	-3.05494	62.2264	9.56315	1.06379	6.66714	
744.227	764.088	801.342	217.478	-12.7033	79.9136	70.6205	18.0801	-4.49959	-5.04074	31.3481	-4.93599	
330.839	395.115	456.507	-283.373	125.378	303.519	-161.311	-26.7019	-32.3606	-21.9857	26.6457	-6.45459	

-262.733	-320.54	-62.5692	-247.187	96.9586	-199.324	-39.0029	6.68013	54.3015	-13.0828	-27.7199	-10.5689	
-25.114	-370.431	222.582	209.89	120.923	64.86	-55.7233	-37.435	43.9142	47.7654	-18.7592	-0.731123	
257.671	411.435	965.18	678.171	512.368	211.111	96.6999	-71.4477	10.7375	28.8946	33.6395	-7.644	
-205.446	-103.314	-493.425	26.9349	-307.26	-4.17451	-61.3972	62.0355	59.1171	-24.6154	-8.43123	12.3553	
-191.626	-573.605	791.573	-155.542	-424.872	11.1306	-83.8418	72.0814	2.96678	-28.6193	19.7085	6.78413	

109.514	54.0096	617.892	81.0958	317.105	16.3566	-23.1156	17.2725	3.53234	8.75991	-1.52477	8.373	
52.5904	220.393	-92.3089	506.917	30.9746	297.875	71.8463	123.012	-46.0886	20.0247	-17.6267	-7.42971	
-256.42	-4.62241	933.89	673.331	333.018	195.408	108.399	39.0113	-4.4629	-10.9318	31.3156	1.65008	
-175.342	200.601	533.959	157.615	-83.7013	201.452	15.8769	-88.4432	-22.6319	8.32859	25.1112	-5.73907	
77.3413	178.689	-224.092	-247.017	135.742	40.8782	-93.2135	6.67334	29.8508	-18.5281	47.3405	-38.5946	

101.511	148.647	370.794	225.399	62.9985	8.02063	-33.5167	77.8498	40.3967	-4.18314	-13.7672	1.07295	
-301.464	16.1596	100.757	360.085	-160.334	48.9081	61.2465	-29.4456	5.0015	17.1187	-1.58069	5.00612	
-6.94638	-135.322	389.821	-28.5387	203.293	-29.4142	4.749	144.718	12.1916	-28.0473	-4.8662	-4.39427	
329.1	406.135	4.33505	527.937	87.8215	183.075	-117.559	57.0001	40.0445	-21.7875	21.263	-4.06014	
-190.257	-984.887	-810.897	-423.21	-295.737	-77.3475	-241.312	-16.782	42.495	-20.9797	-42.9753	-20.4155	

94.6293	475.084	247.243	537.981	107.677	35.4752	16.003	137.34	-3.19749	-14.8556	-24.6166	-0.428014	
-114.347	165.996	-75.0325	-9.99197	-115.095	-95.8303	-19.9218	-21.3774	-40.5968	-20.3155	-1.43338	12.6141	
-22.8926	411.524	1306.32	690.526	434.124	1.59758	103.87	140.967	52.1242	-14.2806	-18.0184	4.41764	
492.113	488.686	977.475	777.501	48.1133	9.73819	9.13774	-86.042	0.698434	19.0606	5.5067	9.38272	
316.933	-375.927	1076.78	156.821	133.644	-20.5495	37.0656	-44.9026	-1.6153	26.8195	-25.505	2.83738	

120.454	27.4611	139.869	-137.022	-6.42492	12.4919	30.6696	25.2054	43.5558	19.3915	51.0385	13.2213	
303.084	-188.793	-270.919	675.115	19.472	163.678	-3.5526	-48.4343	-1.51922	-52.1298	-39.8664	-14.8643	
-33.4017	-433.201	-521.862	111.858	-254.684	-7.49535	1.48471	105.501	1.51098	-4.81436	-10.4446	-19.9664	
-292.214	-408.818	-789.281	-387.016	-24.8512	-105.457	-148.646	-57.6027	-58.4462	32.624	1.44306	7.03615	
235.871	502.265	99.5051	-66.7008	-183.364	26.1869	-138.523	47.4129	-33.9737	-22.9468	6.25507	-2.25497	

-115.814	284.123	896.458	123.716	157.62	99.7495	51.5359	54.6258	31.2128	4.67454	-0.834715	3.69119	
-141.028	187.223	-759.082	-113.91	-95.9199	-17.3256	205.08	72.3394	25.5511	9.35041	6.37311	-1.38586	
100.11	379.499	-223.858	384.471	35.3506	190.106	60.7571	68.3256	20.4723	1.55584	15.1442	11.6052	
337.443	58.7116	37.381	259.291	-144.091	211.761	-5.01374	-2.00066	17.5637	49.822	17.5993	9.73736	
-395.176	-370.306	-821.81	-80.7095	62.503	-184.043	-60.4811	32.398	7.98778	23.5853	0.329032	10.2871	

306.23	701.562	1227.19	60.4435	161.171	387.65	48.1934	67.7368	25.2329	-14.0872	-13.2742	19.3928	
140.629	-839.218	-157.205	-735.497	-26.0596	-46.8995	11.044	-43.7447	-2.47575	-37.4001	-44.6508	-5.65245	
-402.178	-440.868	500.355	180.128	71.778	-163.282	71.6562	15.1979	-88.118	-49.1077	-25.8542	10.196	
286.593	312.546	1363.73	309.559	260.649	228.265	132.924	183.215	-51.23	-7.37365	-11.642	1.56989	
-564.485	-326.216	-844.604	-738.926	-181.058	41.1032	-358.609	49.5621	-9.6096	56.3713	-6.90368	-25.1215	

-123.669	146.584	484.68	-68.5268	-265.312	43.5626	40.7015	-105.751	46.7707	-13.427	-6.97461	3.30623	
233.68	139.115	-652.568	-218.887	174.877	-112.672	-112.332	159.711	-17.6389	43.7798	24.5301	-5.53416	
341.329	885.731	548.026	775.935	111.287	79.1864	-8.72967	-46.9929	-9.95167	17.9979	10.5414	-10.1123	
219.086	-99.7235	708.345	633.266	156.033	182.108	105.754	40.1019	70.9738	-17.3825	-12.0267	6.37454	
-924.315	-1196.89	-1590	-298.485	-582.539	36.7759	-144.354	-41.2179	-106.671	11.2424	-22.9832	-6.86095	

306.281	-279.002	-269.002	62.6381	97.1699	-10.7577	-70.5653	70.7241	67.1062	-12.6532	23.5719	-5.2868	
223.383	1156.12	812.554	-77.4966	153.154	-65.6658	53.44	-35.5192	51.0053	-1.92388	43.8509	-9.26174	
172.43	1056.07	985.641	229.375	133.78	130.752	-35.9921	208.649	-23.0257	-2.29375	51.4657	9.6428	
19.1143	84.4685	-1236.63	-598.733	-399.86	43.3303	-154.448	-34.3017	-91.9471	19.4508	-3.39914	3.11944	
-302.34	-1207.35	-2557.79	-993.184	-518.997	-94.3449	-126.105	20.0812	70.9687	-16.5722	32.3173	-2.74937	

53.1279	62.2344	-659.663	-214.856	-226.53	-84.6577	-13.3434	24.6684	0.545878	5.13567	0.673029	-1.92071	
374.728	664.563	-46.0698	475.431	34.6152	-53.6044	-24.8408	114.217	61.9011	1.85439	12.5097	4.14958	
-311.097	-732.48	-533.926	-320.661	98.3051	-226.882	-18.4893	39.2138	60.6319	-33.9104	-41.8903	-15.0417	
197.772	717.694	483.498	123.549	292.237	133.1	145.948	114.422	-32.7929	-1.22958	-28.5548	-5.93548	
728.342	535.781	1407.59	630.453	219.816	116.006	93.0277	46.5304	80.8513	21.0947	-1.75478	14.6415	

82.9395	388.797	582.296	259.125	338.899	72.9513	88.2079	53.3739	7.34469	24.1716	25.7127	-12.267	
340.312	-508.452	71.4092	196.1	-172.454	136.873	-47.1873	-27.2343	-18.4269	1.20059	5.80025	-13.1386	
-164.043	43.4562	202.012	-146.472	153.29	117.425	14.3127	-85.6712	-1.30378	-10.677	-46.8001	-12.1559	
-40.8705	120.304	-423.667	604.433	177.686	125.393	92.8557	-43.7397	-98.41	-6.37832	-35.8115	-12.6265	
267.598	71.529	1145.69	803.895	-147.82	62.1796	-115.783	24.6898	-41.5757	12.4179	-38.1365	7.11622	

158.993	-533.961	-3.63038	100.933	-0.916601	146.834	-67.4314	-11.5971	21.765	-11.2463	-3.57766	-1.28107	
-117.651	122.501	-110.03	87.2236	153.458	182.562	-28.409	-102.987	33.492	11.1549	-2.21032	13.4745	
423.257	468.198	318.966	147.743	137.667	9.29517	-18.6369	-10.4607	0.418202	30.0728	7.56095	5.8317	
-166.338	250.342	312.634	167.829	-48.9808	129.18	222.196	-77.6436	-119.994	4.28858	20.0483	-1.31247	
-211.578	371.014	29.7275	438.573	82.0235	-70.8405	143.183	16.6427	72.0941	-14.3904	1.9009	-0.0104044	

94.0933	-72.6324	145.701	43.0634	169.515	28.9454	-63.6113	45.4641	-16.4032	11.9803	25.4222	11.8425	
467.285	-109.205	192.099	-57.4942	42.6718	54.6407	65.7512	106.466	35.5521	1.39265	30.5951	-1.62312	
-347.15	-23.0439	162.48	-91.3025	193.389	93.4455	-22.8358	36.0614	27.4704	-52.7108	-25.6804	-3.04084	
157.623	-386.167	-933.34	-572.195	-476.281	-283.76	42.8423	-21.4371	37.3383	-14.8025	-29.9205	7.8049	
296.101	-37.2257	-419.228	178.794	87.4507	253.101	-50.9733	-45.804	40.937	82.178	-46.0137	21.8176	

-218.915	-244.142	-501.12	-258.145	-125.264	-10.18	-33.1746	-16.4096	-15.8066	26.2457	-15.0843	3.09758	
-261.747	-262.709	-318.716	553.804	175.076	-53.4652	58.149	23.3738	26.2714	-83.5727	-3.52153	-3.13097	
34.4077	416.821	637.993	732.641	409.777	378.444	112.492	90.3141	20.9973	43.0448	-19.9262	1.27706	
