-26254.4	-18165.9	2406.56	-15249.8	-13780.4	
11960.3	-46305.3	27130.9	33186.6	33172.4	
78714	120882	36486.4	50906.5	30257.3	
-41642.5	16920.6	18860.9	-31979.3	42934.2	
13095.7	-102408	-15753.5	-53132.8	-40108.9	
-53944.9	5175.34	40375.6	-37647.6	-7024.05	
35282.7	26571.9	50327	-60467.7	-2256.76	
9829.85	55833.8	-12227.3	23316.7	28040.2	
-7009.09	-112950	66547	-14652.7	20614.4	
-7212.51	29203.3	105124	16707.1	464.921	
10254.5	-88817.3	-55311	76030.9	-35302.4	
-33098.2	21186.2	-9369.91	-27250.9	24381.9	
59438.2	-163641	-128954	4584.19	25055	
-1327.92	25400.5	-74832.2	34998	1144.73	
-31802	12259	-14999.7	-14164.4	10979.2	
-61827	47031.1	-9116.78	-33870.7	11197.9	
79528.6	43949.4	105.816	43023	30084.1	
-50037.3	-7229.83	11493.2	-28758.2	-5273.49	
-73974.3	-38134.8	45728.1	38661.1	45129.5	
63623.3	92991.8	-37935.5	86702.8	2478.12	
9957.9	-66437.4	-80428.7	-38912.1	-35909.9	
41914.9	44765.1	-45617.3	-7787.65	23970.3	
78035.5	99352.3	-10663	-73594.2	27690.2	
18234	-20387	10448.5	17320.6	14637.5	
171.778	29248.8	12871.5	161870	-6184.65	
116201	-113876	46063.1	-47304.5	7418.18	
-165841	-92100	24797.4	31387.4	-10232.7	
22422.1	-66063.7	62943.4	-8857.91	-54763.4	
47655.8	-29223.3	-58809.4	-56257.8	-66533.4	
-81253	-23205.2	688.052	125215	46007.9	
30141.5	10139.9	9035.99	22595.6	2730.45	
75029.9	-44754.8	113675	110065	59671.6	
7261.84	9940.78	-54178	-72065.1	-128193	
-32249.4	-30906.6	-141697	-60466.5	-7879.32	
-11513.4	-10032	9090.71	52809.2	51794.7	
27359.6	-25460.8	29738.9	-20358.5	-80365.3	
-44194.1	-9143.39	21661.2	1696.17	20321.2	
20986.1	9725	12795.8	43227.8	6354.9	
-85737.1	63909.5	35291.2	58267.5	-22551.5	
73014.9	-47351.6	23194.8	67097.8	85712	
-33403.1	-89095.8	161853	115215	-7743.94	
-28596.3	66609.9	44422.2	60977.5	93655.8	
130098	-17453.1	-2356.45	-26609.7	-42282.3	
-30233.5	-114003	-15525.3	-38960.4	45828.1	
-29162.3	-69417.8	13525.7	39787.7	-38231.6	
11711.7	-48744.3	-26978.1	67636	34742.4	
-15373.7	90325.7	-72094.1	25297.5	22368.7	
-53766.1	-25659.3	80852.1	15409.9	4272.52	
-49177.7	-25762	-115560	-34705.1	-22018.7	
56206.5	-151522	-54136.9	74830.5	51250.5	
15838.4	22628.2	11020.8	20217.4	-50430.9	
24099.3	-5228.48	-25054.6	-19111	30720.7	
117536	70356.8	245104	-3058.17	-74708.5	
127474	92194.6	-18852.9	16831.9	163897	
34796	-27338.6	15313.7	-77520.8	-5622.2	
-4240.94	-62018.3	-27668.2	6799.48	-27833.4	
-3416.76	-32060.9	-2978.16	-50374	75963.8	
-54929.2	-31508.3	-10022	-59574.6	28214.6	
160273	-9035.72	21678.8	73124.7	119184	
75131.3	-56917.1	210822	20882.8	75091.1	
-5176.45	-121437	-21198.7	-18041.7	-10763.1	
-3966.73	-10192.5	17730.1	-11606.9	21610	
-78581.2	-10847.1	-73239.8	-29158.5	42832.3	
-11502.6	-45667.5	-2074.15	30938.2	10339	
-49000	45659.7	-21232.2	50048.7	-9728.32	
73774.2	139889	21994.6	17077	22966	
-14024.1	-25999.2	-20756.7	-47942.3	-795.839	
26118	-73343.2	-69288.2	101322	71281.6	
-72302.6	20164.7	-14078	19351.4	-9984.95	
18212.3	39333.4	54985.8	-80854.4	41256.2	
82887.4	26499.6	8157.53	-63373.1	-95869.6	
85767.6	3070.43	-27120.7	-14851	-10157.7	
31974.8	80441.4	-1121.42	-45860.1	67638.2	
27698.7	11889	-57339.5	24478.7	56996.9	
30693.1	17306.8	-5712.47	-2048.19	25796	
-52217.3	-2751.86	42373.2	66555.1	-31998.5	
27938.2	68765.9	139800	8535.55	77683.4	
94050.2	212413	25450.9	45779.4	107792	
4926.37	96636.3	-39284.2	54470.4	7341.55	
-2894.3	20246.6	49537.7	54933.6	18218.6	
21816.7	130836	10520.4	1280.92	-39099.6	
19939	-126074	-18088.4	-5484.71	64068.8	
-149490	-131692	-119577	-131791	19451.2	
-14244.7	150990	86744.9	48678.4	37068.7	
-104438	-76450	62821.3	17651.5	143620	
49822.2	112742	-99680.9	51795.5	54878	
27962.6	188380	64293.6	26219	37583.4	
2377.94	130931	-11902.1	25114.2	42270.9	
62777.5	6636.73	-6274.81	53826.3	-19345.1	
68388.2	-122158	-13192.7	80548.9	-61158	
71521.7	13103.1	-62998.5	3637.69	23851.5	
-100296	-132775	2308.48	65101.5	16871.7	
10890.2	161123	-147130	-117397	-20951.7	
-31778.3	-143802	46466.7	-13437.3	-776.554	
67281	103877	51299.5	22915.8	48293.5	
-37918.2	30916.3	44636.2	104518	73680.1	
38566.3	49969.7	20993.2	50329.9	6135.88	
-2362.25	130754	12546.3	133219	94660.9	
77032.5	-38909	54887.2	59844.6	12386.8	
1978.35	-14411	47086.9	31208.1	52960.6	
76268.8	198764	-54304.8	-60174.3	-82710.5	
35499.4	18995.8	-83459.7	-39083.8	-28628.8	
65206.5	-70020.3	70982.4	-33214	7167.4	
28762.5	-135770	75955	-65897.9	-48517.5	
-7177.24	131624	-6346.25	-18675.1	69749.7	
-12769.5	-185.004	-49539.1	-41940.3	2098.48	
-53749.8	90573.8	113977	-59097.7	-31877.9	
-78270.4	66655	-34150.1	44817.3	18806.2	
9553.41	-37007.1	-70407.1	70205.1	85803.9	
38454.6	-60730.9	-69707.6	31516.1	54652.4	
61876.5	-101624	-103268	-5904.64	-23555.9	
4163.36	-56012.9	9043.14	27721.2	89736.2	
62414.8	-71514.7	-36753.9	100965	30603.9	
-32975.2	99059	-131017	11748.3	61485.7	
-20747.2	-4729.57	71450.1	-110779	-13405.4	
24300.4	-21069.1	1583.28	-28603.7	-45639.6	
240828	29563.8	96044.4	36567.7	20341.8	
-76175.1	-44824.2	-20806	-33601.7	156513	
165929	-8421.53	69496.7	13896.7	6949.74	
-28497.5	-138354	-63796.6	31085	13291.2	
-6866.81	-100651	-88372.3	72766	12648.2	
-91568.7	-55870.5	-13641.4	78056.5	45861.4	
23701.7	23207.8	-29801.1	-62422.9	19937	
-7676.25	-46251	-56390	-23417	29275.1	
-39701.4	143490	-8586.77	-28541.9	33061.5	
-61897.5	-47134.7	-102305	10946.4	-2073.18	
