-529.789	-1594.53	-1137.41	-8853.61	-2847.69	-5111.47	-1876.4	-1820.51	-5942.82	1426.92	-13468.8	-514.34	-3083.49	7914.11	-781.111	4964.56	7557.86	-9944.55	4926.85	10364.1	5675.7	-7103.34	1845.05	-4606.06	4808.31	-7356.86	10660.1	-334.725	17065.4	-8833.73	-9129.6	3620.28	-5639.3	15528.5	13720.5	
8765.27	3344.82	-4704.5	-1798.48	-989.855	14489.7	2481.07	3601.84	5289.87	2533.03	17986.9	-3442.61	-11222	-14232.3	-18919.9	-4282.44	-115.84	17667	-2951.07	-181.504	-27413.1	13351.2	22181.5	-3039.22	-17737.8	-4155.21	-83.5186	13330.2	-34704.5	-2933.49	-7410.1	-2993.65	22420.9	7238.99	6760.29	
-3278.98	733.395	5656.93	6700.61	12030.9	2541.06	-2828.19	9129.22	-5038.46	-5376.33	-5579.7	-14899.6	6854.15	-18797.2	3184.17	19980.6	-12421.4	8378.2	4076.13	-1749.33	8022.93	12317.2	10787.9	-16213.6	180.693	-2489.85	-18164	10021.3	3881.56	3630	-8990.78	20867.9	-5060.93	21897.1	2796.78	
-3763.94	12524.6	2699.8	-4524.11	-10146	8921.62	12240.6	1715.58	11152.5	1739.14	16379.2	16373.2	-3597.18	-19860.1	3697.53	5163.92	-2306.93	254.081	-1785.98	4026	50790.3	29126.6	19188.2	-7531.19	-1915.43	-16263.3	10509.9	25021.5	16995.4	20968.5	-17541.7	-14083.9	24930.5	-1405.35	4141.98	
-1948.76	6057.71	618.341	100.107	-1265.89	2642.99	736.671	3453.63	3783.86	1425.35	-7690.18	5982.84	1581.8	-5900.98	-1190.32	1946.39	3657.25	1629.72	-881.642	2628.75	4502.19	-3739.25	14029.7	8108.87	3031.34	-4500.16	-6357.61	9046.22	-35511.3	5388.19	13067.6	-4113.78	15305	6598.24	-6996.94	
-2487.85	-6521.5	-61.8624	-2866.71	4254.26	-2119.03	-5480.83	-664.703	11821.3	9655.17	2618.34	17768.4	1521	-3226.07	-8212.03	-14893	9425.47	-7908.91	-5224.61	467.989	18975	24195.5	-25930.2	-19578.8	10543	39209.1	-16563.3	-12593.3	-29010.7	-4194.96	-1168.94	-11542.8	-19416.3	-6743.32	6507.23	
-2323.04	-670.606	-202.847	4059.12	5864.88	-20373	-5332.54	1487.29	8769.97	3211.38	13589.1	-5409.86	1949.31	-7966.97	-16006.3	-8966.06	-2145.41	17239.7	8340.9	26097.1	-23012.2	12142.5	-2583.79	18940.7	27488.4	312.918	25698.6	30406.1	11562.3	-16997.9	9098.4	10645.6	-3610.95	83701.8	-10103.1	
2623.91	-2508.41	761.944	-4114.49	-8998.81	-17129.8	20863	-990.581	2574.16	-2546.74	-3891.18	-427.974	-4924.68	13069.4	-2381.84	6604.51	2761.45	-27938	-10004.1	2972.35	-29337.9	-14863.8	-41681.1	-20460.7	-18456.5	22475.3	1026.19	14329.9	31228.9	-7624.98	8685.67	-13473.2	-4183.43	26977.5	7924.01	
-9616.88	-3388.81	11599.5	-2633.04	9075.76	22609.6	-1125.71	-9893.17	1042.4	-1102.95	6986.62	-16352.2	-13493.7	-46528.1	29272.2	-16342.5	21699.1	9866.63	22475.6	-18241.9	-34031.1	-3232.19	17311	9506.87	14723.6	-26219.1	-7707.59	1796.13	4277.52	-2576.8	17875.8	-737.906	-27650.1	-1745.91	-2871.67	
-5714.9	-2103.16	-5945.33	-10289.9	-3021.05	-25224.2	6858.94	3342.39	-13277.3	-2709.8	17786.4	-8064.27	-7340.2	-17922.1	-30335.8	248.253	-14984.3	-40498	14746.5	23064.9	-9525.97	4619.6	-41137.7	10973.7	-15232.3	26428	13721.6	55717.7	20550.4	-453.394	8132.68	-1777.57	-36931.4	-40065.9	-496.793	
