0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
13333.5	20971.3	-26141.2	27188.7	8705.26	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
26110.4	-69574.1	16735	-61716.6	26427.8	
0	0	0	0	0	
-16433.6	54192.1	417.805	-56586.6	16445	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
0	0	0	0	0	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
0	0	0	0	0	
13333.5	20971.3	-26141.2	27188.7	8705.26	
0	0	0	0	0	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
-16433.6	54192.1	417.805	-56586.6	16445	
26110.4	-69574.1	16735	-61716.6	26427.8	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
4926.66	53695.2	6537.41	55130.8	-11158.4	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
13333.5	20971.3	-26141.2	27188.7	8705.26	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
26110.4	-69574.1	16735	-61716.6	26427.8	
0	0	0	0	0	
0	0	0	0	0	
-16433.6	54192.1	417.805	-56586.6	16445	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
13333.5	20971.3	-26141.2	27188.7	8705.26	
0	0	0	0	0	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
0	0	0	0	0	
0	0	0	0	0	
26110.4	-69574.1	16735	-61716.6	26427.8	
-16433.6	54192.1	417.805	-56586.6	16445	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
13333.5	20971.3	-26141.2	27188.7	8705.26	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
-16433.6	54192.1	417.805	-56586.6	16445	
26110.4	-69574.1	16735	-61716.6	26427.8	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
13333.5	20971.3	-26141.2	27188.7	8705.26	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
26110.4	-69574.1	16735	-61716.6	26427.8	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
-16433.6	54192.1	417.805	-56586.6	16445	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
0	0	0	0	0	
13333.5	20971.3	-26141.2	27188.7	8705.26	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
0	0	0	0	0	
26110.4	-69574.1	16735	-61716.6	26427.8	
-16433.6	54192.1	417.805	-56586.6	16445	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
13333.5	20971.3	-26141.2	27188.7	8705.26	
0	0	0	0	0	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
5834.87	-29716.6	-46916.9	-2230.21	27745.2	
0	0	0	0	0	
13333.5	20971.3	-26141.2	27188.7	8705.26	
0	0	0	0	0	
-18664.5	20574.9	16230.4	7873.47	-16797.1	
26110.4	-69574.1	16735	-61716.6	26427.8	
-16433.6	54192.1	417.805	-56586.6	16445	
-15989.6	-21181.7	-10134.5	99951.9	5625.31	
0	0	0	0	0	
0	0	0	0	0	
4926.66	53695.2	6537.41	55130.8	-11158.4	
14256.7	35284.4	20015.4	-38192.4	58730.8	
