	19.4	18.0	21.0	1.45E7	+87000.0	-87000.0	+4045500.0	-3233500.0	1.36	+0.44608	-0.44608
	22.4	21.0	24.0	7380000.0	+66420.0	-66420.0	+1837620.0	-1505520.0	1.36	+0.44064000000000003	-0.44064000000000003
	25.9	24.0	28.0	3820000.0	+42020.0	-42020.0	+855680.0	-714340.0	1.29	+0.3612	-0.3612
	29.9	28.0	32.0	1920000.0	+30720.0	-30720.0	+389760.0	-330240.0	1.18	+0.236	-0.236
	34.3	32.0	37.0	971000.0	+19420.0	-19420.0	+181577.0	-156331.0	1.12	+0.16464	-0.16464
	39.8	37.0	43.0	470000.0	+5170.0	-5170.0	+80840.0	-70030.0	1.1	+0.1265	-0.1265
	45.8	43.0	49.0	230000.0	+3680.0	-3680.0	+36570.0	-32200.0	1.08	+0.10260000000000001	-0.10260000000000001
	52.3	49.0	56.0	123000.0	+2460.0	-2460.0	+18327.0	-16236.0	1.07	+0.08453000000000001	-0.08453000000000001
	59.7	56.0	64.0	63100.0	+567.9	-567.9	+8897.1	-7950.599999999999	1.06	+0.0689	-0.0689
	68.6	64.0	74.0	30800.0	+338.8	-338.8	+4127.2	-3726.7999999999997	1.05	+0.0546	-0.0546
	78.7	74.0	84.0	15100.0	+241.60000000000002	-241.60000000000002	+1978.1	-1781.8000000000002	1.04	+0.0416	-0.0416
	90.0	84.0	97.0	7360.0	+36.8	-36.8	+956.8	-868.48	1.04	+0.0312	-0.0312
	104.8	97.0	114.0	3300.0	+23.099999999999998	-23.099999999999998	+435.59999999999997	-392.7	1.03	+0.022660000000000003	-0.022660000000000003
	122.7	114.0	133.0	1400.0	+4.2	-4.2	+190.4	-172.20000000000002	1.03	+0.01648	-0.01648
	142.3	133.0	153.0	619.0	+3.095	-3.095	+87.898	-78.613	1.03	+0.011330000000000002	-0.011330000000000002
	162.8	153.0	174.0	288.0	+1.152	-1.152	+42.624	-37.727999999999994	1.03	+0.00927	-0.00927
	184.3	174.0	196.0	141.0	+0.846	-0.846	+21.855	-19.316999999999997	1.03	+0.007209999999999999	-0.007209999999999999
	207.2	196.0	220.0	71.5	+0.429	-0.429	+11.725999999999999	-10.296	1.03	+0.00515	-0.00515
	231.7	220.0	245.0	35.9	+0.2872	-0.2872	+6.354299999999999	-5.5286	1.03	+0.00412	-0.00412
	257.7	245.0	272.0	18.7	+0.1309	-0.1309	+3.6091	-3.0855	1.03	+0.00309	-0.00309
	285.2	272.0	300.0	9.56	+0.0956	-0.0956	+2.01716	-1.70168	1.03	+0.00206	-0.00206
	314.1	300.0	330.0	5.12	+0.06656000000000001	-0.06656000000000001	+1.18784	-0.98816	1.03	+0.00206	-0.00206
	345.0	330.0	362.0	2.57	+0.046259999999999996	-0.046259999999999996	+0.6553499999999999	-0.5371299999999999	1.03	+0.00103	-0.00103
	377.5	362.0	395.0	1.36	+0.034	-0.034	+0.38352	-0.30736	1.03	+0.0	-0.0
	411.5	395.0	430.0	0.707	+0.023330999999999998	-0.023330999999999998	+0.222705	-0.17462899999999998	1.02	+0.00102	-0.00102
	447.9	430.0	468.0	0.342	+0.015390000000000001	-0.015390000000000001	+0.11970000000000001	-0.09165600000000002	1.02	+0.00204	-0.00204
	486.3	468.0	507.0	0.176	+0.010912	-0.010912	+0.06934399999999999	-0.05139199999999999	1.02	+0.00408	-0.00408
	526.3	507.0	548.0	0.0828	+0.0072864	-0.0072864	+0.0361836	-0.0261648	1.02	+0.0051	-0.0051
	672.5	548.0	1032.0	0.00686	+5.9682E-4	-5.9682E-4	+0.0038621799999999998	-0.0025725	1.01	+0.007069999999999999	-0.007069999999999999
