ymin   ymax   ptlow   pthi   xs   xserr_low    xserr_high   uncor_error   npcor   npcorerr   lumierr   unf_err_low   unf_err_hi    jec_src_low_0  jec_src_high_0  jec_src_low_1  jec_src_high_1  jec_src_low_2  jec_src_high_2  jec_src_low_3  jec_src_high_3  jec_src_low_4  jec_src_high_4  jec_src_low_5  jec_src_high_5  jec_src_low_6  jec_src_high_6  jec_src_low_7  jec_src_high_7  jec_src_low_8  jec_src_high_8  jec_src_low_9  jec_src_high_9  jec_src_low_10  jec_src_high_10  jec_src_low_11  jec_src_high_11  jec_src_low_12  jec_src_high_12  jec_src_low_13  jec_src_high_13  jec_src_low_14  jec_src_high_14  jec_src_low_15  jec_src_high_15
0.0 0.5 272 300 2.110e+01 0.016 0.016 0.010 0.976 0.004 0.022 0.006 0.006 0.029 0.030 0.023 0.023 0.014 0.014 0.014 0.015 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.002 0.002 0.007 0.007 -0.002 -0.002 0.006 0.006
0.0 0.5 300 330 1.168e+01 0.005 0.005 0.010 0.978 0.004 0.022 0.006 0.006 0.029 0.030 0.024 0.024 0.016 0.016 0.013 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.002 0.002 0.007 0.007 -0.002 -0.002 0.006 0.006
0.0 0.5 330 362 6.604e+00 0.007 0.007 0.010 0.980 0.003 0.022 0.005 0.006 0.030 0.031 0.025 0.025 0.017 0.017 0.013 0.013 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.002 0.002 0.006 0.006 -0.002 -0.002 0.006 0.006
0.0 0.5 362 395 3.820e+00 0.004 0.004 0.010 0.981 0.003 0.022 0.005 0.006 0.030 0.031 0.025 0.026 0.018 0.019 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.002 0.002 0.006 0.006 -0.002 -0.002 0.005 0.005
0.0 0.5 395 430 2.231e+00 0.005 0.005 0.010 0.982 0.002 0.022 0.005 0.005 0.031 0.032 0.026 0.027 0.020 0.020 0.011 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.001 0.001 0.005 0.005 -0.002 -0.002 0.005 0.005
0.0 0.5 430 468 1.297e+00 0.007 0.007 0.010 0.984 0.002 0.022 0.005 0.005 0.032 0.033 0.027 0.027 0.021 0.022 0.011 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.001 0.001 0.005 0.005 -0.002 -0.002 0.005 0.005
0.0 0.5 468 507 7.520e-01 0.008 0.008 0.010 0.984 0.002 0.022 0.005 0.005 0.033 0.034 0.028 0.028 0.023 0.023 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.001 0.001 0.005 0.005 -0.002 -0.002 0.005 0.005
0.0 0.5 507 548 4.459e-01 0.004 0.004 0.010 0.985 0.001 0.022 0.005 0.005 0.033 0.035 0.029 0.030 0.025 0.025 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.001 0.001 0.004 0.005 -0.002 -0.001 0.005 0.005
0.0 0.5 548 592 2.678e-01 0.005 0.005 0.010 0.986 0.001 0.022 0.005 0.005 0.034 0.036 0.030 0.031 0.026 0.027 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.005 0.005
0.0 0.5 592 638 1.572e-01 0.006 0.006 0.010 0.987 0.001 0.022 0.005 0.005 0.035 0.037 0.032 0.033 0.028 0.029 0.013 0.013 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.0 0.5 638 686 9.266e-02 0.007 0.007 0.010 0.987 0.000 0.022 0.005 0.005 0.036 0.038 0.034 0.035 0.030 0.030 0.013 0.013 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.0 0.5 686 737 5.557e-02 0.009 0.009 0.010 0.987 0.000 0.022 0.005 0.005 0.038 0.039 0.035 0.037 0.031 0.032 0.013 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.0 0.5 737 790 3.319e-02 0.011 0.011 0.010 0.988 0.000 0.022 0.005 0.006 0.039 0.040 0.037 0.039 0.033 0.034 0.014 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.0 0.5 790 846 1.950e-02 0.014 0.014 0.010 0.988 0.000 0.022 0.005 0.006 0.040 0.042 0.040 0.041 0.035 0.036 0.014 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.0 0.5 846 905 1.135e-02 0.018 0.018 0.010 0.989 0.000 0.022 0.006 0.006 0.042 0.043 0.042 0.044 0.037 0.039 0.014 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.0 0.5 905 967 6.581e-03 0.023 0.023 0.010 0.989 0.001 0.022 0.006 0.006 0.043 0.045 0.045 0.047 0.039 0.041 0.015 0.015 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.0 0.5 967 1032 3.710e-03 0.030 0.030 0.010 0.989 0.001 0.022 0.006 0.006 0.045 0.047 0.049 0.051 0.042 0.044 0.015 0.016 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.0 0.5 1032 1101 2.057e-03 0.039 0.039 0.010 0.989 0.001 0.022 0.006 0.007 0.047 0.049 0.052 0.055 0.044 0.046 0.016 0.016 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.0 0.5 1101 1172 1.301e-03 0.048 0.048 0.010 0.989 0.001 0.022 0.007 0.008 0.049 0.052 0.057 0.060 0.047 0.050 0.017 0.017 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.0 0.5 1172 1248 7.037e-04 0.064 0.064 0.010 0.990 0.001 0.022 0.008 0.008 0.052 0.054 0.061 0.065 0.051 0.053 0.018 0.018 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.0 0.5 1248 1327 2.984e-04 0.094 0.094 0.010 0.990 0.001 0.022 0.008 0.009 0.055 0.057 0.066 0.070 0.054 0.057 0.019 0.019 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004

0.5 1.0 56 64 8.685e+04 0.009 0.009 0.010 0.852 0.014 0.022 0.019 0.021 0.024 0.025 0.013 0.013 -0.014 -0.014 0.033 0.034 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.006 0.006 0.026 0.027 -0.012 -0.012 0.016 0.016
0.5 1.0 64 74 4.334e+04 0.012 0.012 0.010 0.873 0.012 0.022 0.017 0.018 0.024 0.025 0.010 0.010 -0.011 -0.011 0.031 0.032 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.005 0.005 0.023 0.024 -0.011 -0.011 0.015 0.015
0.5 1.0 74 84 2.203e+04 0.017 0.017 0.010 0.893 0.011 0.022 0.014 0.016 0.025 0.025 0.009 0.009 -0.008 -0.008 0.029 0.030 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.005 0.005 0.021 0.021 -0.009 -0.009 0.014 0.014
0.5 1.0 84 97 1.111e+04 0.021 0.021 0.010 0.911 0.009 0.022 0.013 0.014 0.025 0.025 0.009 0.009 -0.005 -0.005 0.027 0.028 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.004 0.004 0.018 0.018 -0.008 -0.008 0.013 0.013
0.5 1.0 97 114 5.057e+03 0.007 0.007 0.010 0.927 0.008 0.022 0.011 0.012 0.025 0.026 0.011 0.011 -0.003 -0.003 0.025 0.026 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.004 0.004 0.016 0.016 -0.007 -0.007 0.011 0.012
0.5 1.0 114 133 2.180e+03 0.010 0.010 0.010 0.941 0.007 0.022 0.010 0.010 0.026 0.026 0.013 0.014 -0.000 0.000 0.024 0.024 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.003 0.003 0.014 0.014 -0.006 -0.006 0.010 0.010
0.5 1.0 133 153 9.669e+02 0.013 0.013 0.010 0.951 0.006 0.022 0.009 0.009 0.026 0.027 0.016 0.016 0.003 0.003 0.022 0.022 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.003 0.003 0.012 0.012 -0.005 -0.005 0.010 0.010
0.5 1.0 153 174 4.568e+02 0.017 0.017 0.010 0.958 0.005 0.022 0.008 0.008 0.027 0.027 0.017 0.018 0.005 0.005 0.020 0.020 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.002 0.002 0.011 0.011 -0.005 -0.005 0.009 0.009
0.5 1.0 174 196 2.328e+02 0.006 0.006 0.010 0.964 0.005 0.022 0.007 0.008 0.027 0.028 0.019 0.019 0.007 0.007 0.019 0.019 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.002 0.002 0.010 0.010 -0.004 -0.004 0.008 0.008
0.5 1.0 196 220 1.207e+02 0.008 0.008 0.010 0.968 0.004 0.022 0.007 0.007 0.028 0.028 0.019 0.020 0.009 0.009 0.018 0.018 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.002 0.002 0.009 0.009 -0.004 -0.004 0.008 0.008
0.5 1.0 220 245 6.237e+01 0.010 0.010 0.010 0.972 0.004 0.022 0.006 0.007 0.028 0.029 0.021 0.021 0.011 0.011 0.016 0.017 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 -0.000 0.002 0.002 0.008 0.008 -0.004 -0.004 0.007 0.007
0.5 1.0 245 272 3.407e+01 0.013 0.013 0.010 0.975 0.004 0.022 0.006 0.006 0.029 0.029 0.022 0.023 0.013 0.013 0.015 0.016 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 0.000 0.001 0.001 0.007 0.008 -0.003 -0.003 0.007 0.007
0.5 1.0 272 300 1.914e+01 0.017 0.017 0.010 0.977 0.004 0.022 0.006 0.006 0.029 0.030 0.023 0.023 0.014 0.014 0.015 0.015 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.000 0.000 -0.000 0.000 0.001 0.001 0.007 0.007 -0.003 -0.003 0.006 0.006
0.5 1.0 300 330 1.046e+01 0.005 0.005 0.010 0.979 0.004 0.022 0.005 0.006 0.030 0.031 0.024 0.025 0.016 0.016 0.014 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.002 0.002 0.006 0.006 -0.003 -0.003 0.006 0.006
0.5 1.0 330 362 5.854e+00 0.007 0.007 0.010 0.980 0.004 0.022 0.005 0.006 0.031 0.031 0.025 0.026 0.017 0.018 0.013 0.013 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.006 0.006 -0.002 -0.002 0.006 0.006
0.5 1.0 362 395 3.326e+00 0.005 0.005 0.010 0.981 0.004 0.022 0.005 0.005 0.031 0.032 0.026 0.027 0.019 0.019 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.006 0.006 -0.002 -0.002 0.006 0.006
0.5 1.0 395 430 1.937e+00 0.006 0.006 0.010 0.982 0.004 0.022 0.005 0.005 0.032 0.033 0.027 0.027 0.020 0.021 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.005 0.005 -0.002 -0.002 0.005 0.005
0.5 1.0 430 468 1.115e+00 0.007 0.007 0.010 0.983 0.004 0.022 0.005 0.005 0.033 0.034 0.027 0.028 0.022 0.022 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.005 0.005 -0.002 -0.002 0.005 0.005
0.5 1.0 468 507 6.381e-01 0.009 0.009 0.010 0.983 0.004 0.022 0.005 0.005 0.034 0.035 0.029 0.029 0.024 0.024 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.005 0.005 -0.002 -0.002 0.005 0.005
0.5 1.0 507 548 3.664e-01 0.004 0.004 0.010 0.984 0.004 0.022 0.005 0.005 0.035 0.036 0.030 0.031 0.026 0.026 0.012 0.012 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.002 -0.002 0.005 0.005
0.5 1.0 548 592 2.132e-01 0.005 0.005 0.010 0.984 0.004 0.022 0.005 0.005 0.036 0.037 0.032 0.033 0.027 0.028 0.013 0.013 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.002 -0.002 0.005 0.005
0.5 1.0 592 638 1.244e-01 0.006 0.006 0.010 0.984 0.004 0.022 0.005 0.005 0.037 0.038 0.034 0.035 0.029 0.030 0.013 0.013 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.002 -0.002 0.005 0.005
0.5 1.0 638 686 7.194e-02 0.008 0.008 0.010 0.984 0.004 0.022 0.005 0.006 0.038 0.040 0.035 0.037 0.031 0.032 0.014 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.002 -0.002 0.004 0.004
0.5 1.0 686 737 4.142e-02 0.010 0.010 0.010 0.984 0.005 0.022 0.005 0.006 0.040 0.041 0.037 0.039 0.033 0.034 0.014 0.014 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.5 1.0 737 790 2.409e-02 0.013 0.013 0.010 0.984 0.005 0.022 0.006 0.006 0.041 0.043 0.040 0.041 0.035 0.036 0.014 0.015 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.5 1.0 790 846 1.361e-02 0.017 0.017 0.010 0.984 0.005 0.022 0.006 0.006 0.043 0.045 0.042 0.044 0.037 0.039 0.015 0.015 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.001 -0.001 0.004 0.004
0.5 1.0 846 905 7.442e-03 0.022 0.022 0.010 0.984 0.005 0.022 0.006 0.006 0.045 0.047 0.045 0.047 0.040 0.041 0.015 0.015 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.004 0.004 -0.002 -0.002 0.004 0.004
0.5 1.0 905 967 3.893e-03 0.030 0.030 0.010 0.984 0.006 0.022 0.006 0.007 0.047 0.049 0.049 0.051 0.043 0.044 0.016 0.016 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.003 0.003 -0.002 -0.002 0.004 0.004
0.5 1.0 967 1032 2.087e-03 0.039 0.039 0.010 0.984 0.006 0.022 0.007 0.007 0.049 0.051 0.053 0.056 0.045 0.047 0.017 0.017 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.003 0.003 -0.002 -0.002 0.004 0.004
0.5 1.0 1032 1101 1.255e-03 0.050 0.050 0.010 0.984 0.006 0.022 0.007 0.008 0.052 0.054 0.057 0.060 0.049 0.051 0.017 0.018 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.5 1.0 1101 1172 6.456e-04 0.067 0.067 0.010 0.984 0.006 0.022 0.008 0.009 0.054 0.057 0.062 0.066 0.052 0.055 0.018 0.019 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.5 1.0 1172 1248 2.991e-04 0.096 0.096 0.010 0.984 0.007 0.022 0.009 0.009 0.058 0.061 0.068 0.072 0.056 0.059 0.020 0.020 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004
0.5 1.0 1248 1327 1.184e-04 0.144 0.144 0.010 0.984 0.007 0.022 -0.000 0.474 0.061 0.065 0.074 0.079 0.061 0.064 0.021 0.021 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.001 0.001 -0.000 0.000 0.001 0.001 0.003 0.003 -0.001 -0.001 0.004 0.004

1.0 1.5 56 64 7.473e+04 0.009 0.009 0.010 0.852 0.014 0.022 0.028 0.031 0.024 0.025 0.013 0.014 -0.014 -0.014 0.033 0.034 0.009 0.009 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.002 0.002 -0.000 -0.000 0.007 0.007 0.026 0.027 -0.017 -0.017 0.016 0.016
1.0 1.5 64 74 3.719e+04 0.012 0.012 0.010 0.872 0.013 0.022 0.023 0.026 0.024 0.025 0.010 0.010 -0.011 -0.011 0.031 0.032 0.009 0.009 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.002 0.002 -0.000 -0.000 0.006 0.006 0.023 0.024 -0.015 -0.014 0.015 0.015
1.0 1.5 74 84 1.862e+04 0.017 0.017 0.010 0.892 0.012 0.022 0.020 0.022 0.025 0.025 0.009 0.009 -0.008 -0.008 0.029 0.030 0.009 0.009 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.002 0.002 -0.000 -0.000 0.005 0.005 0.021 0.021 -0.013 -0.012 0.014 0.014
1.0 1.5 84 97 9.633e+03 0.020 0.020 0.010 0.909 0.011 0.022 0.017 0.019 0.025 0.026 0.009 0.009 -0.006 -0.005 0.027 0.028 0.009 0.009 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 -0.000 0.000 0.002 0.002 -0.000 -0.000 0.005 0.005 0.018 0.019 -0.011 -0.011 0.013 0.013
