	19.4	18.0	21.0	1.06E7	+74200.0	-74200.0	+2183600.0	-1802000.0	1.28	+0.35712	-0.35712
	22.4	21.0	24.0	5550000.0	+55500.0	-55500.0	+1015650.0	-854700.0	1.23	+0.31242	-0.31242
	25.9	24.0	28.0	2770000.0	+36010.0	-36010.0	+459820.00000000006	-393340.0	1.19	+0.26299	-0.26299
	29.9	28.0	32.0	1410000.0	+25380.0	-25380.0	+215730.0	-186120.0	1.15	+0.2162	-0.2162
	34.3	32.0	37.0	748000.0	+17204.0	-17204.0	+106964.0	-93500.0	1.11	+0.17538	-0.17538
	39.8	37.0	43.0	351000.0	+4563.0	-4563.0	+47385.0	-41769.0	1.09	+0.14061	-0.14061
	45.8	43.0	49.0	169000.0	+3211.0	-3211.0	+21970.0	-19604.0	1.07	+0.11342	-0.11342
	52.3	49.0	56.0	90100.0	+2162.4	-2162.4	+11442.699999999999	-10271.4	1.06	+0.09328	-0.09328
	59.7	56.0	64.0	44000.0	+440.0	-440.0	+5544.0	-4972.0	1.05	+0.0756	-0.0756
	68.6	64.0	74.0	21500.0	+279.5	-279.5	+2709.0	-2451.0	1.04	+0.06136	-0.06136
	78.7	74.0	84.0	10300.0	+195.7	-195.7	+1328.7	-1194.8	1.04	+0.04992	-0.04992
	90.0	84.0	97.0	5020.0	+30.12	-30.12	+662.64	-592.36	1.03	+0.03914	-0.03914
	104.8	97.0	114.0	2190.0	+17.52	-17.52	+297.84	-267.17999999999995	1.03	+0.0309	-0.0309
	122.7	114.0	133.0	896.0	+3.5840000000000005	-3.5840000000000005	+128.12800000000001	-114.68800000000002	1.03	+0.02369	-0.02369
	142.2	133.0	153.0	384.0	+2.304	-2.304	+58.367999999999995	-51.839999999999996	1.03	+0.01751	-0.01751
	162.7	153.0	174.0	171.0	+1.026	-1.026	+27.701999999999998	-24.282	1.03	+0.01339	-0.01339
	184.2	174.0	196.0	78.7	+0.6296	-0.6296	+13.615100000000002	-11.883700000000001	1.03	+0.0103	-0.0103
	207.1	196.0	220.0	36.0	+0.288	-0.288	+6.731999999999999	-5.796	1.03	+0.007209999999999999	-0.007209999999999999
	231.6	220.0	245.0	16.5	+0.18150000000000002	-0.18150000000000002	+3.3825000000000003	-2.871	1.03	+0.00412	-0.00412
	257.5	245.0	272.0	7.26	+0.08711999999999999	-0.08711999999999999	+1.6335	-1.37214	1.03	+0.00206	-0.00206
	285.0	272.0	300.0	3.29	+0.055929999999999994	-0.055929999999999994	+0.8225	-0.67774	1.03	+0.0	-0.0
	313.9	300.0	330.0	1.4	+0.034999999999999996	-0.034999999999999996	+0.39059999999999995	-0.31499999999999995	1.03	+0.00206	-0.00206
	344.8	330.0	362.0	0.582	+0.021534	-0.021534	+0.182166	-0.143754	1.03	+0.00412	-0.00412
	377.3	362.0	395.0	0.221	+0.013039000000000002	-0.013039000000000002	+0.079118	-0.060554000000000004	1.03	+0.007209999999999999	-0.007209999999999999
	411.2	395.0	430.0	0.078	+0.007332	-0.007332	+0.03159	-0.0234	1.02	+0.0102	-0.0102
	508.1	430.0	737.0	0.00555	+6.327E-4	-6.327E-4	+0.00292485	-0.00200355	1.02	+0.015300000000000001	-0.015300000000000001
