	19.4	18.0	21.0	1.87E7	+112200.0	-112200.0	+3571700.0000000005	-3066799.9999999995	1.26	+0.34146000000000004	-0.34146000000000004
	22.4	21.0	24.0	9400000.0	+75200.0	-75200.0	+1588599.9999999998	-1391200.0	1.19	+0.2737	-0.2737
	25.9	24.0	28.0	4700000.0	+47000.0	-47000.0	+723800.0	-643900.0	1.15	+0.22425	-0.22425
	29.9	28.0	32.0	2370000.0	+33180.0	-33180.0	+336540.0	-300990.0	1.14	+0.19721999999999998	-0.19721999999999998
	34.3	32.0	37.0	1190000.0	+21420.0	-21420.0	+159460.0	-143990.0	1.13	+0.17854	-0.17854
	39.8	37.0	43.0	595000.0	+5950.0	-5950.0	+76160.0	-69020.0	1.11	+0.1554	-0.1554
	45.8	43.0	49.0	294000.0	+4116.0	-4116.0	+36456.0	-33222.0	1.09	+0.12971	-0.12971
	52.3	49.0	56.0	158000.0	+2844.0	-2844.0	+19276.0	-17538.0	1.07	+0.10486000000000002	-0.10486000000000002
	59.7	56.0	64.0	81300.0	+650.4000000000001	-650.4000000000001	+9837.3	-9024.3	1.06	+0.08162	-0.08162
	68.6	64.0	74.0	40900.0	+409.0	-409.0	+4948.9	-4499.0	1.04	+0.06136	-0.06136
	78.7	74.0	84.0	20500.0	+287.0	-287.0	+2501.0	-2275.5	1.03	+0.04738	-0.04738
	90.0	84.0	97.0	9950.0	+49.75	-49.75	+1223.8500000000001	-1114.3999999999999	1.03	+0.038110000000000005	-0.038110000000000005
	104.8	97.0	114.0	4520.0	+27.12	-27.12	+569.52	-515.2800000000001	1.03	+0.03193	-0.03193
	122.7	114.0	133.0	1920.0	+5.76	-5.76	+249.6	-224.64	1.03	+0.02781	-0.02781
	142.3	133.0	153.0	862.0	+3.448	-3.448	+115.508	-104.30199999999999	1.03	+0.02472	-0.02472
	162.8	153.0	174.0	405.0	+1.62	-1.62	+56.295	-50.625	1.03	+0.0206	-0.0206
	184.3	174.0	196.0	201.0	+1.005	-1.005	+29.144999999999996	-25.929	1.03	+0.01854	-0.01854
	207.2	196.0	220.0	100.0	+0.5	-0.5	+15.1	-13.4	1.03	+0.01545	-0.01545
	231.7	220.0	245.0	52.2	+0.3132	-0.3132	+8.2476	-7.255800000000001	1.03	+0.01236	-0.01236
	257.7	245.0	272.0	27.3	+0.1638	-0.1638	+4.5045	-3.9585000000000004	1.02	+0.0102	-0.0102
	285.2	272.0	300.0	14.7	+0.1176	-0.1176	+2.5431	-2.2197	1.02	+0.00816	-0.00816
	314.2	300.0	330.0	8.04	+0.08843999999999999	-0.08843999999999999	+1.4632799999999997	-1.27032	1.02	+0.0061200000000000004	-0.0061200000000000004
	345.1	330.0	362.0	4.36	+0.06104	-0.06104	+0.83712	-0.7194	1.02	+0.00408	-0.00408
	377.6	362.0	395.0	2.52	+0.045360000000000004	-0.045360000000000004	+0.5090399999999999	-0.43344	1.02	+0.0030600000000000002	-0.0030600000000000002
	411.6	395.0	430.0	1.39	+0.033359999999999994	-0.033359999999999994	+0.29745999999999995	-0.25159	1.02	+0.00204	-0.00204
	448.0	430.0	468.0	0.756	+0.023436000000000002	-0.023436000000000002	+0.171612	-0.14288399999999998	1.02	+0.00102	-0.00102
	486.5	468.0	507.0	0.432	+0.01728	-0.01728	+0.10411200000000001	-0.08596799999999999	1.02	+0.0	-0.0
	526.4	507.0	548.0	0.237	+0.012560999999999998	-0.012560999999999998	+0.06090899999999999	-0.049769999999999995	1.01	+0.0	-0.0
	568.8	548.0	592.0	0.13	+0.00897	-0.00897	+0.03562	-0.028730000000000002	1.01	+0.0	-0.0
	613.8	592.0	638.0	0.0696	+0.0063336	-0.0063336	+0.0203232	-0.0162168	1.01	+0.0	-0.0
	660.7	638.0	686.0	0.0332	+0.0042828	-0.0042828	+0.0104248	-0.0081672	1.01	+0.0	-0.0
	863.1	686.0	1410.0	0.00263	+3.0508E-4	-3.0508E-4	+9.8099E-4	-7.364E-4	1.01	+0.0	-0.0
