123.5	114.0	133.0	1813.0	+29.0	-29.0	+45.0	-45.0
143.0	133.0	153.0	792.7	+15.9	-15.9	+19.0	-19.0
163.5	153.0	174.0	355.0	+8.2	-8.2	+8.2	-8.2
185.0	174.0	196.0	167.5	+2.2	-2.2	+3.7	-3.7
208.0	196.0	220.0	82.78	+1.24	-1.24	+1.74	-1.74
232.5	220.0	245.0	40.37	+0.69	-0.69	+0.81	-0.81
258.5	245.0	272.0	21.18	+0.42	-0.42	+0.4	-0.4
286.0	272.0	300.0	10.57	+0.27	-0.27	+0.19	-0.19
315.0	300.0	330.0	5.547	+0.067	-0.067	+0.094	-0.094
346.0	330.0	362.0	2.806	+0.039	-0.039	+0.048	-0.048
378.5	362.0	395.0	1.427	+0.016	-0.016	+0.023	-0.023
412.5	395.0	430.0	0.7427	+0.0097	-0.0097	+0.0119	-0.0119
449.0	430.0	468.0	0.3663	+0.0055	-0.0055	+0.0055	-0.0055
487.5	468.0	507.0	0.1841	+0.0037	-0.0037	+0.0028	-0.0028
527.5	507.0	548.0	0.08613	+7.8E-4	-7.8E-4	+0.00121	-0.00121
570.0	548.0	592.0	0.03938	+5.1E-4	-5.1E-4	+5.5E-4	-5.5E-4
615.0	592.0	638.0	0.018	+3.1E-4	-3.1E-4	+2.3E-4	-2.3E-4
662.0	638.0	686.0	0.008217	+2.05E-4	-2.05E-4	+1.07E-4	-1.07E-4
711.5	686.0	737.0	0.003605	+1.33E-4	-1.33E-4	+4.7E-5	-4.7E-5
763.5	737.0	790.0	0.001452	+8.3E-5	-8.3E-5	+1.7E-5	-1.7E-5
818.0	790.0	846.0	5.105E-4	+4.75E-5	-4.75E-5	+6.1E-6	-6.1E-6
875.5	846.0	905.0	1.82E-4	+2.78E-5	-2.78E-5	+2.2E-6	-2.2E-6
936.0	905.0	967.0	7.258E-5	+1.691E-5	-1.691E-5	+8.0E-7	-8.0E-7
1107.5	967.0	1248.0	1.045E-5	+3.12E-6	-3.12E-6	+1.1E-7	-1.1E-7
