34189	5.11213e+06
34142	5.1051e+06
34104	5.09831e+06
34162	5.10615e+06
34079	5.09473e+06
34251	5.11994e+06
34084	5.09565e+06
34318	5.13022e+06
33942	5.07584e+06
34109	5.10037e+06
34210	5.11452e+06
34223	5.11494e+06
34225	5.11637e+06
34187	5.11035e+06
34122	5.10067e+06
34202	5.11183e+06
34202	5.11183e+06
34143	5.10479e+06
33967	5.07914e+06
34393	5.14216e+06
34321	5.13075e+06
34098	5.0964e+06
34101	5.09618e+06
34219	5.11744e+06
34172	5.10912e+06
34121	5.10293e+06
33991	5.08196e+06
34263	5.12161e+06
34169	5.10766e+06
34201	5.11489e+06
