-485.913	6.02326	-806.733	-2526.55	-239.701	-310.447	180.958	4855.52	2397.28	1317.31	1371.28	-783.263	559.204	-338.868	2088.07	857.033	1859.24	-1251.65	-1334.92	933.333	-1213.77	814.03	3925.71	641.016	-1471.37	-2782.41	-1757.63	-5073.52	2383.17	-737.254	4645.36	4784.42	5011.36	-3540.82	10306.3	
719.094	-240.208	-3016.76	1141.97	-1175.95	415.579	-13.0122	3733.79	-2770.11	-3694.51	-758.159	1570.65	140.289	-242.211	-984.159	-928.696	-5425.47	-1348.93	-2100.31	-2087.15	1452.01	-5983.17	974.928	3544.42	2369.22	-1757.62	-189.104	-737.606	6222.76	-568.734	-21469.5	-1718.81	-1994.7	-682.557	-1853.89	
-249.412	1537.13	2596.81	-3708.41	2836.78	-1896.7	-6899.2	-23543.3	3787.49	-2087.82	1107.18	-3210.27	6931.25	-2120.03	4867.92	-6478.21	-14196.9	-933.644	11898	4452.8	7139.05	-1675.78	14336.7	981.864	-11054	-19352	2197.99	-13847.2	-1555.29	5381.49	-21435.3	-4146.37	5648.6	-25384.5	-26401.6	
1133.33	-405.979	-1357.12	331.698	1193.24	-446.949	279.782	957.712	683.448	866.151	-531.226	1053.97	-2221.91	-1060.78	187.154	272.639	1130.31	640.155	-1221.25	-254.392	2869.32	-1364.73	-1958.75	2094.83	-1671.7	1840.2	310.547	-1697.69	175.444	-3808.22	-6591.65	1974.08	1653.08	444.239	1907.26	
-1776.07	-3081.09	-7456.94	473.331	-1697.29	-3459	-5302.1	-5886.08	-2918.61	1868.15	10833.7	9413.01	19941.7	3536.29	1682.99	2423.42	10747.1	2071.34	-1397.51	-5501.67	1364.95	-12519.5	8789.9	-24069.4	8132.37	-13946.3	5459.27	5148.05	-13161.2	4046.36	5938.87	-15952.6	17283.9	11288.4	54965.1	
-216.448	-942.541	750.926	234.106	-1084.48	-1728.13	-187.071	-846.202	-441.488	1033.46	-4129.85	-2452.9	-3199.84	206.389	38.2324	1126.04	-4883.11	-1269.49	-4861.05	-791.631	2727.08	4861.52	-2840.3	721.677	-1971.66	-1415.75	6461.21	2211.03	-3539.44	4079.6	17126.3	-1718.96	696.826	787.014	2264.42	
-277.212	-7070.38	-7653.33	18545.3	88.6976	3784.51	-1683.48	23587.2	-18011.8	-3085.47	11141.6	2821.05	-24820.7	-1970.82	5957.18	7638.77	-9515.72	-2261.56	-7390.43	1103.95	7325.54	-21105.4	14704.2	7530.82	7736.7	22831	-10246.6	5941.01	-2915.68	-50002.8	-105400	18657.7	929.721	10465.4	7593.71	
-5849.57	2133.86	-11946.9	2645.25	-1508.35	3486.14	-4641.86	-34128.1	13766.9	3299.2	15108.5	4195.82	-29476.9	446.13	-1147.67	6245.57	6229.61	12379.7	-472.424	-21364.4	8941.86	15966	1420.47	6805.06	2947.58	-23432.6	7834.64	-27151.4	5928.93	-25173.8	49157.2	-5629.06	-3586.99	-3063.5	10483	
-4910.19	1999.65	12123.2	718.225	191.112	-936.092	11628.6	-17391	4751.83	1194.11	14078.3	-13473.4	17766.2	-17609.1	-1321.25	-7418.83	8080.35	-1977.79	-6635.24	-25139	-4862.14	4078.19	-8885.95	11521.5	8199.18	-2756.43	7751.91	-14075.5	20314.2	-29986.6	-7711.37	1451.73	-14959.3	-20460.4	28703.8	
861.095	-2264.69	2246.7	1547.09	418.951	-557.606	1284.45	-6953.34	-2145.79	1703.72	-601.15	64.1507	5161.48	268.893	-3330.34	-536.502	-1147.51	2164.01	1157.15	1193.25	293.336	3107.27	608.076	1811.37	-534.575	1204.14	1950.03	-3693.5	-4408.64	-2138.88	1078.27	1863.19	-12240.3	2341.97	-4296.62	
