-2.4--2	0.11744	0.0793481
-2--1.6	0.097154	0.0741271
-1.6--1.2	0.0454959	0.0724433
-1.2--0.8	0.0588151	0.0721807
-0.8--0.4	0.0660754	0.0733582
-0.4-0	-0.00460287	0.0750703
0-0.4	0.0583083	0.0766495
0.4-0.8	0.0278487	0.0782803
0.8-1.2	-0.0597006	0.0804015
1.2-1.6	0.114297	0.0844179
1.6-2	0.111952	0.0895657
2-2.4	-0.0366446	0.101516
-2.4--2	0.0402615	0.0787291
-2--1.6	0.0251762	0.0736097
-1.6--1.2	0.0281719	0.0719374
-1.2--0.8	0.0813794	0.0717859
-0.8--0.4	0.0843008	0.0730542
-0.4-0	-0.0312423	0.0746097
0-0.4	0.0474389	0.0763144
0.4-0.8	0.139994	0.0777749
0.8-1.2	0.0654453	0.0801161
1.2-1.6	0.0998724	0.0842713
1.6-2	0.0122501	0.0890305
2-2.4	0.00865173	0.101219
-2.4--2	-0.0402057	0.0783279
-2--1.6	0.0388875	0.0732628
-1.6--1.2	0.0733986	0.0717049
-1.2--0.8	0.0373005	0.0716705
-0.8--0.4	-0.0251451	0.0726389
-0.4-0	0.0759534	0.0743221
0-0.4	0.0665527	0.0759289
0.4-0.8	0.0641468	0.0772766
0.8-1.2	0.0332159	0.0795855
1.2-1.6	0.0367006	0.0839003
1.6-2	0.196326	0.0888297
2-2.4	0.127928	0.101025
-2.4--2	0.00408092	0.0780847
-2--1.6	-0.00861282	0.0732372
-1.6--1.2	0.119532	0.0715393
-1.2--0.8	0.101696	0.0711031
-0.8--0.4	0.0559714	0.0722723
-0.4-0	0.0627585	0.0739294
0-0.4	0.0802558	0.0755002
0.4-0.8	0.0598824	0.077176
0.8-1.2	0.00117734	0.0794125
1.2-1.6	0.0460124	0.0835723
1.6-2	-0.00575411	0.0885172
2-2.4	0.0731288	0.100405
-2.4--2	0.0891299	0.0782883
-2--1.6	0.00214851	0.0731492
-1.6--1.2	0.0692545	0.0714574
-1.2--0.8	0.0230395	0.0713421
-0.8--0.4	-0.0103285	0.0723381
-0.4-0	0.0565624	0.0740732
0-0.4	0.0611217	0.0755389
0.4-0.8	0.0800652	0.0771244
0.8-1.2	0.0915466	0.0792528
1.2-1.6	0.0360337	0.0833845
1.6-2	0.0179394	0.0881423
2-2.4	0.146682	0.100365
-2.4--2	-0.0109293	0.0782175
-2--1.6	-0.00121435	0.0729998
-1.6--1.2	0.0726152	0.0714295
-1.2--0.8	0.0512189	0.0712822
-0.8--0.4	0.047618	0.0722935
-0.4-0	0.0936549	0.0738202
0-0.4	0.0351272	0.0753318
0.4-0.8	0.088008	0.0770131
0.8-1.2	0.0762813	0.0791899
1.2-1.6	-0.0194771	0.083295
1.6-2	0.0864773	0.08817
2-2.4	0.123861	0.100207
-2.4--2	0.0435523	0.0800348
-2--1.6	0.0467479	0.0747553
-1.6--1.2	0.0372397	0.0732895
-1.2--0.8	0.0426111	0.072897
-0.8--0.4	0.0296648	0.0739541
-0.4-0	0.0703034	0.0758648
0-0.4	0.0526714	0.0772246
0.4-0.8	0.0542263	0.0788436
0.8-1.2	0.0490733	0.0813214
1.2-1.6	0.0936078	0.0853637
1.6-2	0.0722907	0.0905241
2-2.4	0.0330167	0.102863
-2.4--2	-0.00177698	0.0768004
-2--1.6	0.0307815	0.0718339
-1.6--1.2	0.0368286	0.0702867
-1.2--0.8	0.0576629	0.0701014
-0.8--0.4	0.063641	0.0712548
-0.4-0	0.0388449	0.0728319
0-0.4	0.0755544	0.0742546
