496.872	390.731	302.599	251.912	259.049	390.382	500.327	131.219	9.02116	92.4994	266.191	409.89	507.5	636.64	687.99	
328.418	165.522	184.479	347.707	419.401	320.01	208.032	405.738	448.124	378.42	391.503	549.935	697.599	697.917	526.977	
24123.4	27886	27665.2	26950.2	27084.7	26116.9	24367.2	27881.6	30817.7	31232.4	29680.7	27516.9	26946.9	27994.4	19341.6	
26534	28591.9	27594.3	27634.9	29035.5	28633.6	26551.6	31148.7	35537.2	36942.2	36444.4	34724.8	32229.8	30177.6	20867.1	
47855.7	56905.3	57856.4	59169.3	63180.7	61837.7	54494.3	60846.6	68091.9	70681	69778.9	67264.1	64599.1	61707.9	39573.5	
494.467	465.897	397.642	401.063	456.953	470.226	506.743	577.952	560.333	462.988	315.592	182.655	156.267	268.363	208.328	
516.445	1107.22	1310.96	1230.48	1295.12	1396.3	1524.16	2081.3	2050.86	1838.3	1728.72	1635.9	1359.21	962.296	58.3406	
41509.4	48440.2	48126.4	46713.1	48206.5	46866.1	40845.5	46629.3	50113.4	50471.9	50253.3	49684.4	48907	47923.6	31757.3	
229.677	437.271	436.454	269.827	265.455	197.987	-203.703	-288.208	-178.415	5.16299	190.595	274.374	202.836	66.3189	78.6941	
50733.7	58699.4	57929.6	56909.6	59644.5	59052.4	54390.2	62752.9	68957.4	70173	68434.9	65322.4	62009.4	58709.7	39674.1	
373.157	252.579	106.379	134.297	340.697	481.807	455.072	386.852	303.139	156.281	20.0211	27.7548	197.432	382.813	384.403	
86.728	316.752	360.957	457.003	613.253	547.586	152.874	171.158	446.897	642.248	525.006	106.032	-268.374	-355.731	-394.489	
24949.9	26450.8	24676.7	24081.3	24118.7	21026.2	17308.8	24909.8	30225.2	30785.1	28888.4	27063.5	26576.9	27222.6	19773.3	
74493.1	85207.5	87147.3	88872.9	90421.2	83447.6	69588.7	76341.4	83071.4	84553.1	84527.7	85993.3	87981.2	87117	59764.8	
