1388.3	-2823.27	-4699.25	-3095.07	-2388.67	-1100.24	1116.41	851.637	-3013.29	-3429.11	
671.374	141.418	919.157	2040.36	721.343	156.222	3064.73	1059.48	1581.23	-726.823	
1389.93	22.6892	5.75456	173.418	427.442	-11877.7	-667.521	2250.31	809.348	-728.411	
-2497.89	-230.775	3832.19	632.42	-2323.29	1343.03	-2755.38	-465.491	-1796.55	-1682.27	
907.285	1172.11	1597.38	73.1952	-1735.28	-6754.19	927.999	327.462	1855.92	-722.974	
2450.68	2644.14	1182.77	-1654.49	-1962.66	-2736.41	-2447.98	-2222.08	-2548.16	-196.043	
1639.44	2287.57	2107.42	1431.93	2934.32	-2671.72	1559.85	1373.44	3477.51	780.235	
765.102	-1366.08	-557.805	-912.789	-3176.33	7582.11	-2448.22	3626.39	3176.3	-2379.59	
285.686	68.5829	-2610.94	-4203.59	-749.66	-97.8546	-5185.74	-4196.46	-3.51799	4129.39	
-2533.22	-1640.26	-208.437	-1475.16	-439.835	7475.4	549.183	1828.76	249.636	-689.441	
-3970.58	-1119.65	-134.381	2105.56	-4173.26	-2247.66	4438.55	6474.81	6129.81	2716.38	
-1274.15	710.835	6537.7	2532.19	-2226.96	6786.29	1290.25	63.7406	-5795.62	-1304.52	
3560.72	-1683.38	-9391.03	-6642.85	-3682.17	-13014.9	-4092.04	297.629	-1875.1	-2421.85	
3576.49	6088.84	3639.84	1827.52	803.003	-9956.52	-5412.93	-7435.14	-3442.62	-1084.03	
-758.171	-1976.23	5331.57	5245.02	583.645	23826	7142.21	2008.02	-2315.93	99.9314	
4884.76	794.519	-5434.44	-5149.25	-321.538	-6648.34	1479.58	-1029.33	-1266.74	-119.675	
-3374.98	-3044.37	-2411.74	953.153	1.56415	-19110.5	396.16	-177.52	1226.13	2343.64	
1610.45	-2884.3	-45.3444	-353.069	1960.39	-2855.32	568.649	670.498	2504.62	-1660.55	
-1251.46	2525.5	3627.21	-1879.2	-3675.13	-16057.4	-3766.68	-2.65996	-2133.35	-3785.39	
3780.41	4738.22	2335.94	-1244.59	-1833.66	-1983.68	1164.29	7616.51	7999.17	3911.68	
-2489	-522.174	1075	313.227	-1996.07	2984.33	5061.41	3148.16	257.109	2184.31	
4412.66	4821.78	3591.81	3861.04	2618.34	-2998.59	-175.948	-578.986	-543.418	-1125.13	
882.243	2836.96	1309.33	214.213	869.851	3863.9	-1710.98	1721.11	3031.25	1940.74	
-2137.73	2006.96	2143.31	2304.09	4375.32	-11515.7	4396.86	2670.49	-2820.95	-152.949	
486.232	-1570.91	-1355.75	-3124.31	-3606.38	10886.6	645.257	-4506.62	-3512.91	-1534.13	
