200.92	2018.22	1.4201	-2334.99	-351.112	278.917	-1101.37	-1206.37	-1111.38	-752.692	1979.69	-524.694	190.021	-140.886	-328.196	744.408	62.0711	-1144.62	2875.25	806.718	673.283	1301.03	-1152.77	-517.994	-1396.16	-1783.12	-336.703	2148.33	973.833	1062.76	3028.37	-8077.8	3563.75	453.167	2559.86	
534.735	-2279.35	-2428.91	-174.522	-36.4305	-3669.42	-118.594	15304.3	1070.99	498.154	-1608.69	780.02	-4558.57	-90.4673	-1010.05	2334.98	-3670.65	1311.57	690.007	3486.13	3187.12	9389.53	776.453	-5267.76	3719.39	-3056.12	218.947	364.793	-6343.31	4509.47	-5343	6782.76	-2746.8	-3024.44	-9605.22	
-2216.81	3286.16	37.8359	-6627.79	1386.73	-6342.06	10381.4	18509.6	-12634.6	2545.88	1759.68	5304.9	-18604.6	-4588.5	1124.6	-9624.06	-1130.13	7811.26	-10707.9	-633.096	13021.6	1748.08	-7242.93	-921.527	-4520.46	-10039	8556.25	4930.85	-6348.26	-12646.5	-766.127	18070.2	6472.38	19211.9	10474.1	
29.5938	515.375	1095.85	1571.03	682.513	1099.36	951.871	-15.8579	-490.134	551.452	1151.54	1331.59	39.9034	341.292	853.023	1051.52	375.796	2087.81	-723.24	878.332	800.363	25.2699	1648.98	2729.64	-381.589	-532.104	-3582.04	2981.4	910.077	-1378	-6031.37	987.801	-3039.12	377.889	4900.04	
3822.48	-654.377	7845.21	4341.88	976.592	4710.17	-2968.99	-906.291	6683.31	-1203.56	1600.03	582.466	4258.86	14.532	-10562.7	-3808.48	-16813.9	3215.48	1100.79	-3363.29	2267.71	5076.91	16787.4	-7855.26	2497.53	6319.97	10167.7	15699	3975.77	-15883.4	17807.5	7767.09	-5846.74	19022.5	42795.4	
805.619	33.7613	2630.13	-1611.96	-817.425	-915.974	730.812	8763.95	2960.74	-1921.23	-1055.6	-521.014	1061.87	2027.43	-512.738	1198.12	3321.92	2969.39	757.407	1308.31	-4419.57	1391.48	2421.18	-91.3121	1346.96	184.299	213.71	-1965.13	-3540.19	-10983.1	13496.8	-4397.84	1712.6	-1057.96	-13236.3	
-313.144	-8014.17	-7577.32	3438.02	2816.52	1371.15	9317.11	25600.3	415.669	-4817.47	9633.23	-17457.7	35003.6	11173.1	-8921.14	-9588.28	7269.93	2192.41	21411.2	3583.21	-4896.79	-4100.22	4594.52	18687.3	18401.5	-9156.69	17052.4	-5123.5	-30216.8	-8230.51	78593	7758.32	-15164.1	-33614.9	42377.3	
9856.32	1861.96	-3322.75	-8574.58	4031.3	2452.62	4138.01	-4197.13	1113.88	5392.37	-1111.25	-5033.38	1987.79	752.265	3425.13	8472.04	-730.287	-3595.89	-10174	-1731.02	-1544.07	13137.4	-4427.42	-9600.37	13380.6	-13997.9	1945.29	-23405.3	10868.6	-38865.2	25768.8	26318.1	1723.31	5875.09	-43462.5	
7350.52	222.315	4915.52	-4268.22	-610.233	-4950.32	1232.9	22576	-1825.02	-1496.82	15308.6	182.023	-3683.61	11144.1	-5963.19	-5693.74	1699.41	-19430.6	4613.82	-3403.98	-9207.79	-281.658	-108.231	-18835.2	2819.47	-13845.7	6791.33	-11570.7	2707.72	-22434.7	321.284	8471.97	17522.3	5428.46	18813.6	
1745.92	1477.66	1080.49	4350.13	1330.85	1859.91	-1323.92	1067.85	83.9157	1880.43	5325.35	-1010.22	810.804	-1496.66	91.8422	-491.647	3280.54	-3.8508	2248.84	-5277.62	3164.43	1415.42	2083.92	-4425.63	-595.744	3387.04	-1491.95	1773.04	-2112.32	-5751.46	3305.43	249.189	6989.35	368.777	-5515.23	
1319.59	-1755.74	8758.22	10899.3	-4283.78	-3325.95	-92.8871	-5844.71	566.481	9157.21	-3784.38	11385.5	-3860.33	2965.06	-3766.48	655.424	-3075.65	-12378.8	-14355.6	-3194.26	8087.26	-8918.48	2006.6	7159.99	7448.04	5724.47	-750.245	438.665	-16710	-1039.55	22567.8	14634.2	19532	5087.21	-32625.8	
4964.55	-2113.07	-515.281	5072.52	3408.51	7237.39	6018.05	-4952.29	-1420.34	-1945.49	11987.7	19004.7	-3886.49	3656.42	-10213.7	13276.8	10632.8	-12764.9	13001.2	3991.54	9817.14	7912.63	-9163.21	2864.8	3603.37	8758.88	12821	16890.2	21623.2	12738.9	36633.2	6876.66	-652.654	2908.55	-62304.6	
1323.78	2683.25	21560.9	6004.92	-2446.11	5422.37	5596.38	16523.3	7709.94	9599.48	8591.95	15227.3	1440.49	6188.57	1632.65	-5993.89	-4557.63	-3567.29	3195.06	-6091.52	653.811	-8373.56	4782.49	6381.52	5077.49	5271.6	-4851.28	-2413.25	11004.9	-741.151	-18924.4	18414.9	-3535.67	2886.24	-78194.6	
1487.04	-704.798	319.859	1687.53	-445.264	315.325	1934.51	-8838.93	-1418.45	-2751.82	702.394	1389.7	-581.824	-3550.74	-3344.15	-760.159	-4429.34	-141.703	-6366.23	859.4	1048.63	5228.45	1785.75	-505.439	-998.133	-3519.97	-2633.24	7184.91	4032.2	-7070.94	-22521.9	-6729.75	-4412.14	6350.78	-3617.32	
-2966.22	2060.94	-2044.72	-424.223	4147.99	1897.75	9147.54	-20737.8	6772.05	2677.2	13518.4	3605.5	28432.1	2791.98	5719.49	-1304.31	-638.273	-2766.67	10072.5	6314.93	6704.81	5658.95	-5990.24	5077.4	-2374.71	317.161	5274	-6285.77	5986.47	1076.21	1342.48	7594.9	-9896.32	13873.3	-36818.3	
