12172.6	28525	16657.8	11328.3	24642.9	
25858.4	19918.1	-17660.6	-14524.8	3566.91	
404.259	-2658.36	-2913.32	-314.034	-2390.31	
7245.93	-1409.93	-2094.83	-23838.4	4228.14	
35042.2	-14607.2	-6246.81	17269.3	7288.23	
20606.8	32155.2	8480.55	-21217.5	12163.9	
3274.14	-2864.34	3086.42	6464.76	2140.89	
14121.6	-8722.09	-1852.09	18391.3	12872.7	
4992.49	19641.1	-8458.49	-11460.6	29811.4	
8872.53	26532.5	14455.1	-4996.12	2879.76	
6642.95	7565.48	5265.5	17384.4	-9920.01	
-23279.8	21235.3	-2931.58	-44310.7	23635.8	
3242.86	-2352.89	3230.54	-9129.48	7821.76	
1856.04	2575.46	6120.66	-272.451	-2246.42	
21087.2	958.918	45929.9	30863	-39626.7	
16960.4	13.4792	31355.7	-6994.06	-11997.5	
19647.8	3170.96	-13518.4	48933.4	-9593.98	
-23971	-14568.7	-14776	-13351.5	-26.3046	
46151.5	-25350.4	9787.36	17443	-9979.29	
8525.37	-4007.06	132.329	-6923.04	8579.34	
24780.7	2743.61	36283	10830.1	25322.4	
15454	21812.7	10918.5	-5787.85	-29727.7	
11718	14633.8	12498.9	11908.7	7003.3	
3071.81	-14957.3	13477.1	-3797.41	21736.1	
19053.9	9386.33	3943.19	-5843.16	-52537.9	
-10832.6	13050.7	12785	30707	15123.1	
-14304	31313.6	37429.3	1484.14	-13478.4	
3830.78	7673.85	9133.74	-21614.6	-29280.1	
-11299.3	-5814.42	-16411.1	24829.7	-6065.33	
55997.9	-19006.4	13210.7	-37784.7	-40390.4	
5965.64	23167.8	-3344.54	1476.72	-2561.81	
-16446.4	15111.1	26770.6	-8024.2	18020.9	
24980.8	16459.6	-5016.14	-30661.2	-26484.1	
18684.9	7235.44	-5847.32	-20795.6	1444.57	
2415.45	-24716.8	14104	-4435.33	28328.5	
40353.4	18030.8	4049.02	-3410.17	12084.1	
-7810	1360.72	-12612.1	13621.5	-909.675	
448.202	3912.37	3666.51	-7180.4	-4919.71	
-10189.9	-1724.02	57074.9	14488.9	-4747.31	
16299.3	-7849.15	-1610.44	5953.84	17169.3	
-32560.4	20931.6	-23538.9	-4825.01	13764.4	
