12407	2.25658e+06	2.01105e+06
11539	2.0991e+06	1.87096e+06
13516	2.45776e+06	2.19153e+06
12211	2.22024e+06	1.97885e+06
13844	2.51788e+06	2.24397e+06
13141	2.38866e+06	2.12892e+06
13729	2.4969e+06	2.22639e+06
17432	3.17006e+06	2.82706e+06
18843	3.42505e+06	3.05218e+06
22520	4.0952e+06	3.64964e+06
24309	4.41737e+06	3.93762e+06
24078	4.37735e+06	3.90227e+06
24778	4.50587e+06	4.01795e+06
12235	2.22353e+06	1.98236e+06
12625	2.2929e+06	2.04494e+06
12776	2.32304e+06	2.07042e+06
12670	2.30324e+06	2.05272e+06
12965	2.35647e+06	2.10096e+06
31769	5.77629e+06	5.14948e+06
17570	3.19418e+06	2.84688e+06
34838	6.33554e+06	5.64833e+06
21322	3.87993e+06	3.45955e+06
38768	7.05146e+06	6.28673e+06
38593	7.01389e+06	6.25385e+06
22847	4.15222e+06	3.70264e+06
4772	866108	772630
55760	1.01346e+07	9.03792e+06
59986	1.0908e+07	9.72629e+06
40612	7.38357e+06	6.58399e+06
11306	2.05463e+06	1.83207e+06
11802	2.1444e+06	1.91318e+06
13008	2.36518e+06	2.10778e+06
15482	2.81642e+06	2.51076e+06
16284	2.96057e+06	2.64011e+06
18325	3.3325e+06	2.97102e+06
21565	3.92032e+06	3.49413e+06
23106	4.20209e+06	3.74745e+06
10278	1.86771e+06	1.66559e+06
19137	3.4809e+06	3.10257e+06
25890	4.70634e+06	4.19758e+06
13682	2.48822e+06	2.21828e+06
15668	2.84782e+06	2.53999e+06
28877	5.25343e+06	4.685e+06
29519	5.36644e+06	4.78586e+06
14422	2.62245e+06	2.33834e+06
12351	2.2476e+06	2.00327e+06
29628	5.38413e+06	4.80169e+06
36546	6.64599e+06	5.92525e+06
36161	6.57271e+06	5.85996e+06
16262	2.9546e+06	2.63263e+06
33702	6.12955e+06	5.46599e+06
4471	811665	723793
20320	3.69496e+06	3.29476e+06
12068	2.19522e+06	1.95728e+06
17268	3.14049e+06	2.79913e+06
4310	781659	697293
17634	3.20609e+06	2.85956e+06
33068	6.0138e+06	5.36157e+06
4684	849205	757280
38642	7.02306e+06	6.26394e+06
11869	2.15777e+06	1.92381e+06
29881	5.43149e+06	4.84426e+06
3568	646488	576605
17295	3.14443e+06	2.80344e+06
3383	613867	547134
18837	3.42218e+06	3.05198e+06
29082	5.28626e+06	4.71328e+06
22195	4.03724e+06	3.59902e+06
55492	1.00896e+07	8.99654e+06
28257	5.13826e+06	4.58093e+06
52925	9.62358e+06	8.57858e+06
15845	2.882e+06	2.56846e+06
17686	3.21586e+06	2.86666e+06
32842	5.97122e+06	5.32422e+06
22303	4.05818e+06	3.61649e+06
29833	5.42438e+06	4.83668e+06
34501	6.27413e+06	5.5941e+06
41931	7.62019e+06	6.79596e+06
21895	3.97806e+06	3.5478e+06
29878	5.4318e+06	4.84363e+06
3472	629211	561719
34855	6.33772e+06	5.64991e+06
29506	5.36724e+06	4.78508e+06
36898	6.70903e+06	5.98088e+06
3621	656882	585604
11841	2.15303e+06	1.91847e+06
3511	636851	568371
20947	3.8072e+06	3.39548e+06
15436	2.80641e+06	2.50075e+06
3637	659198	588389
15560	2.8296e+06	2.52213e+06
12496	2.27512e+06	2.02709e+06
20661	3.75889e+06	3.35126e+06
20726	3.76618e+06	3.35755e+06
26828	4.87699e+06	4.34855e+06
27980	5.08793e+06	4.5358e+06
35044	6.37025e+06	5.67846e+06
23201	4.21925e+06	3.76038e+06
30437	5.5321e+06	4.93261e+06
20199	3.67205e+06	3.2756e+06
20550	3.7385e+06	3.33124e+06
14841	2.69915e+06	2.40693e+06
33061	6.01277e+06	5.36116e+06
29686	5.40246e+06	4.81566e+06
17259	3.13732e+06	2.79752e+06
31443	5.71786e+06	5.09762e+06
33148	6.02868e+06	5.37382e+06
21903	3.98294e+06	3.55066e+06
12167	2.21272e+06	1.9714e+06
40401	7.34614e+06	6.54974e+06
41110	7.47114e+06	6.66187e+06
30810	5.60288e+06	4.99319e+06
22763	4.13529e+06	3.68819e+06
14001	2.5469e+06	2.27052e+06
19245	3.50178e+06	3.12098e+06
9722	1.76941e+06	1.57694e+06
29663	5.39508e+06	4.81069e+06
28309	5.14752e+06	4.58879e+06
16675	3.03391e+06	2.70409e+06
23312	4.23787e+06	3.77804e+06
54511	9.91324e+06	8.83894e+06
22250	4.04762e+06	3.60981e+06
34846	6.33352e+06	5.64729e+06
31234	5.67939e+06	5.06379e+06
40192	7.30782e+06	6.51575e+06
27627	5.02242e+06	4.47821e+06
31794	5.77905e+06	5.15185e+06
40485	7.35954e+06	6.5629e+06
12450	2.26243e+06	2.0177e+06
15071	2.74068e+06	2.44313e+06
17881	3.25299e+06	2.89956e+06
18454	3.3548e+06	2.99102e+06
19367	3.52364e+06	3.14104e+06
20597	3.74558e+06	3.33862e+06
22137	4.02233e+06	3.58736e+06
13360	2.42928e+06	2.16639e+06
3482	631314	563247
10359	1.8836e+06	1.67973e+06
13189	2.39937e+06	2.13909e+06
13147	2.38949e+06	2.13062e+06
28375	5.16148e+06	4.6011e+06
3433	620128	553915
3079	558863	498542
13776	2.5035e+06	2.23192e+06
35250	6.40924e+06	5.71487e+06
17762	3.23088e+06	2.87965e+06
21254	3.86309e+06	3.44503e+06
10964	1.99356e+06	1.77611e+06
17426	3.17239e+06	2.82636e+06
38973	7.08867e+06	6.31984e+06
19755	3.5879e+06	3.2014e+06
39700	7.21844e+06	6.43578e+06
22497	4.09048e+06	3.64523e+06
12743	2.31842e+06	2.0667e+06
20341	3.69978e+06	3.29878e+06
30445	5.53317e+06	4.93402e+06
33249	6.04478e+06	5.38875e+06
12924	2.34797e+06	2.09286e+06
12797	2.32728e+06	2.07412e+06
32775	5.95808e+06	5.31159e+06
12289	2.23468e+06	1.99124e+06
38386	6.97946e+06	6.22275e+06
17269	3.13734e+06	2.79734e+06
11937	2.17149e+06	1.93589e+06
29347	5.3349e+06	4.75592e+06
12282	2.23498e+06	1.99141e+06
22953	4.17198e+06	3.7204e+06
22387	4.06886e+06	3.62821e+06
21716	3.94927e+06	3.52104e+06
23514	4.27424e+06	3.81083e+06
38125	6.93254e+06	6.18048e+06
22858	4.15636e+06	3.70501e+06
16834	3.06427e+06	2.73102e+06
25535	4.64323e+06	4.13935e+06
37652	6.84494e+06	6.10354e+06
29479	5.35553e+06	4.77465e+06
37112	6.74436e+06	6.01376e+06
37972	6.9032e+06	6.15505e+06
31225	5.68004e+06	5.06396e+06
13081	2.379e+06	2.12087e+06
16388	2.981e+06	2.6579e+06
15531	2.82256e+06	2.51629e+06
11265	2.04913e+06	1.82652e+06
21190	3.85082e+06	3.43198e+06
29269	5.32248e+06	4.7438e+06
23307	4.23594e+06	3.77706e+06
19320	3.51342e+06	3.13289e+06
27940	5.07681e+06	4.52814e+06
15987	2.90592e+06	2.5909e+06
11626	2.11435e+06	1.88585e+06
16808	3.05612e+06	2.72524e+06
36028	6.55777e+06	5.84595e+06
24851	4.51663e+06	4.02761e+06
28303	5.14615e+06	4.58868e+06
29450	5.35523e+06	4.77423e+06
20817	3.78408e+06	3.37278e+06
29302	5.32975e+06	4.75064e+06
30502	5.54638e+06	4.94297e+06
19636	3.57134e+06	3.18327e+06
14894	2.70878e+06	2.41537e+06
35423	6.43983e+06	5.74241e+06
21278	3.87003e+06	3.45031e+06
36973	6.72537e+06	5.99526e+06
40320	7.33077e+06	6.53536e+06
16001	2.90733e+06	2.59102e+06
36639	6.66217e+06	5.9397e+06
11961	2.17395e+06	1.93896e+06
11446	2.08076e+06	1.85469e+06
15004	2.72786e+06	2.43047e+06
16311	2.96681e+06	2.64617e+06
16998	3.08858e+06	2.75349e+06
26555	4.82889e+06	4.30606e+06
10527	1.91195e+06	1.70611e+06
0	0	0
33379	6.06785e+06	5.40976e+06
13638	2.47847e+06	2.20913e+06
19183	3.48507e+06	3.10741e+06
21375	3.88408e+06	3.46304e+06
13073	2.37594e+06	2.11849e+06
16014	2.91229e+06	2.59652e+06
21376	3.8835e+06	3.46426e+06
15689	2.85301e+06	2.54421e+06
16440	2.98821e+06	2.66337e+06
13551	2.46217e+06	2.1941e+06
10611	1.92858e+06	1.71807e+06
5870	1.06794e+06	952153
949	171841	153263
24958	4.53537e+06	4.04353e+06
35008	6.36379e+06	5.67538e+06
12101	2.19887e+06	1.96042e+06
28626	5.20628e+06	4.64156e+06
14407	2.62072e+06	2.33633e+06
24856	4.518e+06	4.02881e+06
15220	2.76714e+06	2.46794e+06
11950	2.17195e+06	1.93544e+06
30342	5.52041e+06	4.92146e+06
12773	2.3216e+06	2.06937e+06
15388	2.79774e+06	2.49446e+06
34740	6.31613e+06	5.63218e+06
15208	2.76482e+06	2.46554e+06
21827	3.96666e+06	3.53745e+06
13397	2.4358e+06	2.17235e+06
31305	5.69456e+06	5.07528e+06
44859	8.1545e+06	7.27286e+06
13125	2.38851e+06	2.12821e+06
21416	3.89405e+06	3.47106e+06
46616	8.47601e+06	7.55625e+06
11631	2.11348e+06	1.88433e+06
14482	2.63505e+06	2.34891e+06
31497	5.72922e+06	5.10845e+06
18299	3.32726e+06	2.96653e+06
16150	2.93682e+06	2.61893e+06
33091	6.01324e+06	5.36148e+06
28363	5.1576e+06	4.59882e+06
22114	4.02304e+06	3.58595e+06
20841	3.79029e+06	3.38e+06
9292	1.68899e+06	1.50537e+06
15752	2.86266e+06	2.55236e+06
19657	3.57267e+06	3.18546e+06
15551	2.82785e+06	2.51989e+06
