2955.69	13861.1	7547.42	-6574.84	-8346.5	
4232.14	-1439.74	4677.31	-2452.22	-16239.4	
52946	-26572.7	10072.9	1154.73	7335.78	
1625.79	-3209.17	-1759.99	261.185	-17272.9	
5455.03	13769.8	30226.5	7267.14	-2723.13	
40289.7	12669.9	-9045.32	-30214.1	-26417.1	
42007.9	-10656.1	50063	40545.2	18586.3	
1658.2	10740.8	22928.7	-13322.6	-2818.19	
-7298.83	7832.22	-60073.8	-18631.9	4243.62	
-24360.5	1051.79	-68102.1	26538.8	28265.9	
-68383.5	7998.99	84371.3	11370.9	61558.4	
-53503.3	31896.5	43411.9	23646	60668.7	
-52954.3	12049.8	36467.7	2318.1	108533	
-46752	-24511.1	-71567.9	11330.1	41566.6	
-11442.5	36153.1	-37482.1	15389.4	-25182.4	
46891.6	-15879.8	17099.7	-39475.6	91440.5	
-134866	131636	3575.62	-48787.4	-191090	
-16772.9	19529.6	31669.3	-45187.3	70754.3	
-47850.6	28587.3	-44124.1	36030.6	37835.5	
14755.1	10080.9	38092.8	-37901.6	-34981.5	
-74639.2	-53798.4	-102.134	17073.3	16458.4	
701.066	15499.7	-68720.3	-65332.8	95812.6	
-70027.8	59519.7	101950	93246.9	-117445	
-48340.4	-10603.3	5637.38	90009.7	-150836	
6213.17	23319.4	-50173	29058.2	152949	
55851.9	-14323.7	50113.9	-31001.5	103223	
-3382.08	68573.6	44866	-65190.9	34249.3	
-6599.6	36862.1	-8766.43	36642	4010.67	
24307.9	47665.7	-56593.3	-37806.6	-170740	
125820	8768.52	-5995.24	-2425.56	-210978	
-96323.1	-38904.9	-147843	53791.5	-50715.6	
4374.27	1936.95	-5617.29	-6458.23	10237.7	
36765.5	17797.8	-12795	45340.3	10319.2	
20762.3	1325.77	69532.4	-16402.2	27356.8	
-18519.2	56607	-17.446	-7561.61	69705.1	
37450.1	29813.3	-18816.7	-54703.5	-26839.2	
5711.81	1629.51	6271.77	-6699.69	-17007.8	
32648.9	35547.8	58318.7	27623.2	187419	
4929.96	17706.4	-4458.56	2122.18	2731	
-6159.64	7409.85	12937.3	-667.736	41110	
82322.2	14444.9	21604.4	82210.3	110211	
-3801.57	2910.39	-2657.09	-6494.66	-21131.5	
-16755.9	87410	12233.6	5134.14	26759.3	
65369.5	7675.75	18712.2	36523	-68713.7	
5600.71	148.718	-6622.82	9734.91	1709.01	
69850.6	66474.4	1239.69	18572.3	-156223	
-21738.3	-2707.54	-63237	-8313.72	20414.5	
-47354.9	66052.5	-101282	-51195.1	53446	
39998.5	44793.1	12352.3	5858.87	136400	
-19293.9	19504	-2730.42	-24762.6	55383.7	
2764.16	-48986.1	15559.7	80668.9	48161.6	
27687.5	-37078.3	-50890.2	12414.1	-87519.9	
50594.5	13781.9	43474.3	6868.83	115511	
24680.5	-17864.3	308.261	35372.4	36170.2	
75073.8	16636.3	-52805.8	40059.4	92731.7	
50750.9	-14069.5	40552.2	-53884.3	-63230.3	
-112946	-6076.03	12345.4	-13147.8	-101809	
-42122.5	-3703.05	24202.8	-79288	53778.6	
8112.63	-6310.42	27758.1	27067.9	-69999.6	
45148.1	-4233.28	6145.17	-20603.1	16139	
9931.54	21361.7	-20100.5	-22485	-103777	
34239.3	-47417.8	49894.6	78431.5	146645	
18217.2	16239.2	-8822.44	61474.7	125952	
-88454.3	12557.9	57258.7	51385.5	32575.6	
20715.7	17367.6	-40667.8	34466.9	-21499.6	
12794.4	16454.3	-26569.6	44410.8	2306.48	
78145.2	84055.1	22617.7	-51655.8	139439	
-4511.37	-42177.8	-133503	-63679.3	77242.3	
45228.9	-4555.36	57206.2	-67600.8	-99328.6	
22446.9	-1058.87	-37148.6	-42122.5	-56851.5	
24670.8	26029.9	-56917.2	-28858.7	53828.4	
-28604	-6217.45	-9214.67	-24366.2	-22558.9	
-30145	39749.8	5527.83	10267.7	-6326.8	
22030.3	-968.635	-41734.5	21537.2	-224969	
170289	31016.9	51860.9	2978.92	-64222.7	
38777.3	53206.4	-84345.6	11324.2	-36507.1	
11294.2	-26900.1	-67323.3	-18553.6	-8039.42	
4393.52	-31669.5	111916	39713	61498.1	
-22093.1	-6163.78	-29286.6	18088.8	79693.4	
-66711.1	67667	139156	24355.4	-82120.4	
15624.2	36229.2	-117036	-1074.4	-121829	
30409.5	22850.7	3395.39	-129074	-22675.8	
118106	3951.82	53502.4	37478.7	65080.4	
72251.9	25230.5	-84482.6	-64601.6	-1412.29	
37812.1	-26110.1	50430.4	-17662.4	-39967.8	
-13726.7	-42693.2	62735.2	56634.7	90521.8	
63427.2	-30677.7	-52482.5	-56427.6	-70054.9	
25674.2	-58623.7	-2746.69	-38088.3	-7390.37	
-28002.4	40113.8	177079	8627.18	-115796	
66894.7	-6839.5	-3119.28	-14107.2	96563.9	
5223.88	-9667.47	18786.8	-14486.7	-54852.1	
-13660.6	3040.8	-46570.2	12480.1	-59235.8	
-13092.7	88491.7	1673.44	-33572.8	160923	
22638.8	-9983.8	-6176.97	-57411	-21488.8	
