0.3-0.5	0.0333965	0.000399686
0.5-1	0.0457339	0.000334557
1-1.5	0.0625017	0.000507021
1.5-2	0.082516	0.000766538
2-2.5	0.0842298	0.00114939
2.5-3	0.111732	0.00171272
3-4	0.0707022	0.00205658
4-5	0.0144369	0.00397266
5-6	-0.0694325	0.00642879
0.3-0.5		7.62646e+08
0.5-1		1.08848e+09
1-1.5		4.73925e+08
1.5-2		2.07345e+08
2-2.5		9.22196e+07
2.5-3		4.15325e+07
3-4		2.88052e+07
4-5		7.71966e+06
5-6		2.94783e+06
V ref=0.0503884	V int=0.0503884
V ref err=8.63206e-05	V int err=0.000500511
