1098.4	-711.081	-1623.74	-5341.12	-1977.4	-3799.51	-3252.97	-1835.88	1477.21	4270.1	5156.75	3695.71	1374.22	-1360.62	-2299.47	
-1466.8	-1518.22	-568.786	4693.21	5689.69	6568.88	5998.45	2837.38	734.586	2184.86	6609.06	9590.62	8614.76	4482.66	1985.91	
-741.968	2890.24	7406.69	9850.15	5995.13	3072.09	1736.84	2584.22	3656.15	5921.04	9630.43	10595.8	10253.9	7024.25	3840.1	
-1708.89	-1052.7	1073.43	1712.01	4982.49	8230.51	9073.76	8304.28	6339.1	4340.39	2359.33	864.038	-471.975	319.937	1157.4	
-1224.28	3225.75	7241.7	4872.17	7377.05	10539.5	8243.95	5006.82	5434.12	6407.47	4887.23	4036.25	3143.18	4825.69	4248.06	
-8628.59	-4722.27	-3267.43	-5382.23	-3925.73	3371.22	12512.1	13830.4	9668.44	5871.8	3585.81	4010.94	6526.16	10443.3	11311.7	
-2511.14	1368.43	2690.24	-2834.04	1359.95	-2781.44	4872.65	8116.52	10488.9	14480.5	20924	25791.2	25093.7	14907.3	7303.92	
-9282.95	-4248.1	858.417	3877.5	7842.14	11335	12087.4	12279.6	11720	11817.9	14426.9	16261.1	17129.5	14024.2	12309	
-10919.5	-9764.64	-6413.01	-971.52	6040.93	11039.8	8384.3	7470.9	7627.94	9965.06	12925.9	13664	12156.4	10638.8	10750.1	
-8699.11	-8555.4	-8480.99	-8310.54	-3813.32	1797.27	4690.39	4555.09	5243.52	7366.94	10196.2	10211.6	10255.3	9187.41	8894.93	
-3163.84	-1979.37	874.74	7843.78	7197.72	5800.94	4575.78	2973.12	3653.72	5641.12	7037.82	7138.18	6499.71	5006.67	3993.01	
2592.05	9537.32	15912.7	22522.6	11942.8	13644.1	8405.45	9546.63	10269.3	10010.4	11122.6	11243.7	7064.1	4974.24	2453.46	
-12860.9	-9080.13	-3655.34	-3553.64	13906.6	21230.7	17383	13097.7	9275.17	7235.43	7611.36	7995.04	11349.1	12313.6	13334.3	
-7950.48	-6933.22	-3935.78	-1289.43	7538.16	15103.3	17245.3	18955.1	19862.1	18494.8	13748.5	7700.98	3845.65	4206.52	6736.37	
2621.89	2057.07	887.21	-3396.49	-2450.12	-6233.25	-1896.84	3590.2	7179.39	6348.42	2723.67	27.0039	-738.766	-1435.74	-2434.49	
-6242.44	-4522.61	-322.13	955.08	5519.46	3275.32	2844.46	1831.8	664.967	-164.13	183.598	59.8103	-1092.74	1424.75	4810.68	
5725.54	5971.26	6245.55	4951.81	9529.71	18072.6	22594.2	24333	20677.3	15457.1	9880.59	7994	7279.53	2902.15	-3144.12	
15.4863	3093.06	4025.98	4942.74	9746.4	12482.6	9484.96	7539.4	5798.79	4058.28	2794.97	3203.3	2494.27	2865.84	2743.59	
-41.4729	606.56	-1596.81	-3964.89	1657.21	-377.083	-178.687	1258.4	3090.17	3771.24	3560.26	3515.45	4137.46	4620.53	2881	
-191.549	2529.59	2349.19	-2565.11	870.216	2809.96	7216.97	9314.51	9486.28	8576.22	7049.78	6054	7541.06	6663.6	3881.04	
-1923.99	-1175.17	-310.446	-3861.63	1801.28	-657.308	658.361	3584.6	5230.64	4322.36	4950.55	7138.33	8347.56	5701.63	3256.39	
2909.44	1827.1	1791.25	3089.94	8321.67	15240.8	10164.9	5479.84	1789.75	311.585	1056.82	920.154	-1471.13	-4201.17	-4259.2	
-4579.11	-4875.85	-5285.26	-6702.92	-329.491	5937.02	9253.22	10329.1	10007.6	8745.26	7497.84	4631.26	1817.11	546.786	2573	
-5542.67	-921.869	3468.38	4675.27	3402.89	1726.32	3310.11	3244.83	2493.02	2672.59	3850.29	5182.99	8131.03	9235.31	8473.25	
-5237.05	-2363.16	-308.032	3574.48	54.8772	1663.83	6065.35	9151.95	11263.2	12138.8	11208.6	9692.55	9011.77	8777.32	7681.1	
-2313.59	-158.075	3020.57	1471.99	-1048.99	-6786.68	-152.399	2361.33	2588.59	2209.31	2806.5	2418.99	1258.71	1353.91	2409.2	
-268.275	-466.974	-1728.09	941.473	3413.47	4106.2	5095.48	5426.48	9988.69	15934.5	20197.8	16166.9	7780.13	2270.53	909.342	
-5867.64	-2858.66	5620.02	20342.7	15367	21832.8	22530.7	22644	19008.8	15621.3	14120.2	10433	8934.85	5680.41	5446.85	
1215.48	1062.45	4587.48	14553.2	6036.02	4261.5	1345.74	-361.937	-2341.11	-4133.11	-4313.57	-2769.72	-2458.21	-3575.79	-2964.84	
-1085.61	-4068.32	-6281.52	-3148.69	2715.34	3950.58	7948.81	11502.9	15244.2	19739.2	21277.6	17086	11566.9	6171.8	1647.55	
