-2.4--2.2	0.0824566	0.00171441
-2.2--2	0.0826313	0.00165254
-2--1.8	0.0818408	0.00157502
-1.8--1.6	0.0846179	0.00154773
-1.6--1.4	0.0869632	0.00152403
-1.4--1.2	0.0850358	0.00150759
-1.2--1	0.0857361	0.00149466
-1--0.8	0.0870389	0.00149383
-0.8--0.6	0.0896996	0.00150052
-0.6--0.4	0.0892794	0.00149416
-0.4--0.2	0.0907529	0.00150402
-0.2-0	0.0885367	0.00151277
0-0.2	0.0921448	0.00151264
0.2-0.4	0.0884827	0.00150005
0.4-0.6	0.0879857	0.00150451
0.6-0.8	0.0884903	0.00151036
0.8-1	0.0883636	0.00151435
1-1.2	0.0859924	0.00150374
1.2-1.4	0.0809843	0.00152263
1.4-1.6	0.0822891	0.00153441
1.6-1.8	0.0786997	0.00153563
1.8-2	0.0837275	0.00157127
2-2.2	0.0812794	0.00164735
2.2-2.4	0.0840847	0.00172826
-2.4--2.2	0.0785196	0.00233471
-2.2--2	0.0845573	0.00225103
-2--1.8	0.0785306	0.00214699
-1.8--1.6	0.0789568	0.00210833
-1.6--1.4	0.0815936	0.00207838
-1.4--1.2	0.0847045	0.00205618
-1.2--1	0.0843893	0.00203822
-1--0.8	0.0865273	0.0020363
-0.8--0.6	0.0872267	0.0020436
-0.6--0.4	0.0889087	0.00203812
-0.4--0.2	0.0906244	0.00205131
-0.2-0	0.0878056	0.00206243
0-0.2	0.0868875	0.00206137
0.2-0.4	0.0872457	0.00204475
0.4-0.6	0.0875381	0.00204978
0.6-0.8	0.0881696	0.00205959
0.8-1	0.0842648	0.00206403
1-1.2	0.0878216	0.00204895
1.2-1.4	0.0838658	0.00207463
1.4-1.6	0.0808897	0.00208738
1.6-1.8	0.0813063	0.00209185
1.8-2	0.0790691	0.00213856
2-2.2	0.0831094	0.00224737
2.2-2.4	0.0799758	0.00235402
-2.4--2.2	0.0776255	0.0018744
-2.2--2	0.0784955	0.00180667
-2--1.8	0.076757	0.00172152
-1.8--1.6	0.0788229	0.00169233
-1.6--1.4	0.0818258	0.00166814
-1.4--1.2	0.0815719	0.00165116
-1.2--1	0.0871816	0.00163575
-1--0.8	0.0866143	0.0016336
-0.8--0.6	0.0864353	0.00164142
-0.6--0.4	0.0839714	0.0016378
-0.4--0.2	0.0897273	0.00164768
-0.2-0	0.089668	0.00165724
