-789.403	454.851	554.059	180.744	89.2196	-53.5517	
-212.469	-536.548	-307.163	-132.089	-416.65	127.516	
-89.8844	-752.499	27.8504	-193.397	247.775	-110.269	
-351.886	-990.581	-151.421	-233.275	96.9913	-5.11519	
-333.498	-310.559	-548.962	-166.634	-44.4374	-115.018	

-3.01619	1449.16	282.752	-223.126	107.553	-19.1152	
-3320.99	-3001.14	-622.846	21.2535	-77.7367	-109.378	
-2012.97	-1133.27	1036.01	122.024	36.1499	182.328	
-57.6929	117.268	-28.4843	-30.2036	4.22701	76.2015	
760.339	-1653.73	-730.981	-74.1483	96.6962	-17.239	

-180.002	-1035.1	-187.755	-442.403	-62.666	-53.7691	
194.298	945.215	827.952	164.594	195.488	-67.5291	
332.845	163.943	-81.245	342.204	153.589	-83.8827	
12.7099	-101.091	238.66	228.811	-94.5132	44.6986	
-189.447	-2.08176	-42.8488	28.6856	2.78697	-20.6508	

373.464	819.053	-79.9822	-151.374	-291.467	-159.424	
606.696	1589.7	717.597	398.471	98.7152	42.7622	
74.5444	657.627	-358.403	277.93	48.4893	84.8384	
101.092	-430.805	61.0327	-166.74	-198.385	-35.8434	
-276.132	-536.762	-245.53	143.841	-7.02328	29.433	

-49.5752	523.236	-106.977	227.163	-16.2645	-189.302	
211.008	-1067.19	-41.3258	120.806	-38.6471	22.0254	
-149.273	-288.791	-605.426	-278.193	-212.723	60.8231	
-76.2736	-576.288	-23.1916	-148.181	-85.4227	1.04236	
302.694	-170.33	-46.0079	-9.32242	21.1529	90.3536	

-424.164	-216.999	-303.245	64.8672	-21.6303	-177.002	
941.496	777.557	365.207	317.292	-192.95	102.232	
94.4807	-638.647	-551.572	-120.526	-89.5426	44.319	
-273.296	-152.166	-358.554	-37.5799	-42.6206	-106.451	
217.403	174.674	-513.548	-287.286	-83.4169	-88.1745	

-128.829	-9.81364	-168.18	166.611	138.659	77.3122	
180.097	-148.801	322.43	177.173	-38.807	-153.904	
-470.963	-1158.6	-839.52	-133.916	-131.189	-37.8706	
127.334	-921.767	-240.746	-16.0192	-149.907	-56.7246	
159.614	119.245	-435.462	-59.4616	-17.2686	24.6482	

596.892	-5.44461	-672.368	108.069	-22.5773	-29.7267	
-239.105	54.4735	334.011	18.1355	95.8046	148.366	
196.499	-232.921	-254.832	65.8817	21.8825	-19.901	
707.263	1300.73	523.113	116.826	254.584	14.6805	
627.661	1607.25	366.612	244.868	119.142	-19.2124	

-2114.64	-10972.2	-4224.67	-2305.74	-2844.4	249.979	
-7747.25	1309.67	-4411.75	-3351.32	-612.37	1239.43	
216.119	-1334.69	187.899	-1394.12	-309.566	405.867	
-1005.04	-447.866	1303.91	-221.959	-196.782	-518.209	
-5414.87	-2042.9	-5678.42	-3083.9	1018.53	97.5523	

473.661	4667.31	1317.76	-2518.33	-1840.24	666.398	
-652.274	5607.9	5804.97	2825.52	985.223	-355.472	
-3992.91	285.669	-5254.42	-2230.4	276.535	-911.483	
1381.12	3185.94	2710	1753.51	731.643	890.028	
2372.76	1810.87	3708.98	2330.43	2311.34	1076.33	

-8910.24	-9667.27	-13309.4	-7246.05	-425.24	-715.626	
12884.2	23193.8	14333.8	7129.08	1232.47	1359.6	
1730.9	-78.0643	-2589.07	-3762.7	-50.3907	-26.6667	
-301.274	-3481.24	4665.17	-2056.2	1488.12	397.473	
-1115.73	-1354.22	-5354.91	-3519.67	-2426.2	-208.033	

-6404.05	-3996.08	-8384.54	-3561.71	382.767	-1130.45	
164.166	-3076.77	329.699	-1394.26	1562.6	-803.276	
2442.68	540.716	-1492.95	222.474	-2056.52	1414.08	
-949.168	-5509.36	318.146	372.886	521.546	537.622	
3827.99	-197.455	2069.54	1539.55	-1913.6	310.238	

-410.642	-6016.66	-4190.69	3341.5	92.3877	-826.235	
