636	153414	137946
888	209430	188215
1141	262933	236039
1686	379131	340346
2168	475631	426785
2939	630178	563934
3623	756659	677137
496	119824	107585
718	169373	152123
955	219990	197606
1373	308976	277100
1715	376694	337631
2364	506546	453630
2814	587948	526059
96	23172	20840
162	38123	34304
188	43381	38895
277	62271	55883
372	81671	73211
494	105873	94841
668	139593	124885
735	177433	159437
995	234652	210854
1406	324439	290790
1814	408243	366207
2420	530878	476628
3227	691077	619357
3935	821379	735475
707	171058	153323
955	225062	202416
1274	293326	263467
1741	391517	351426
2273	499046	447564
2959	633629	567814
3674	767908	686823
1490	359428	323084
2171	511894	459931
2904	668810	600608
3980	896518	803716
5215	1.1448e+06	1.02674e+06
6732	1.44164e+06	1.29187e+06
8428	1.76036e+06	1.57547e+06
1881	453922	407982
2521	595345	534269
3438	792442	711247
4756	1.06967e+06	960272
6353	1.39542e+06	1.2507e+06
8224	1.76118e+06	1.57817e+06
10289	2.14784e+06	1.9233e+06
82	19914	17784
89	21098	18841
135	31039	27918
187	42198	37749
263	57705	51763
350	74963	67146
444	92688	83018
916	221253	198677
1175	276933	248948
1623	374627	335763
2251	506929	454506
2939	646545	578698
3885	832116	745553
4705	983026	879643
864	208919	187389
1146	270776	242899
1556	357991	321885
2263	509323	456893
2950	647626	580793
3785	810601	726416
4603	960941	860430
1449	349986	314280
2049	483567	433980
2870	661349	593632
3785	852552	764136
5000	1.09879e+06	984400
6538	1.39974e+06	1.25485e+06
7988	1.66849e+06	1.49302e+06
781	188412	169395
1110	262072	235137
1531	352715	316758
2093	471107	422563
2791	613527	549479
3605	772358	691736
4531	946497	846917
926	223746	200756
1254	296295	265822
1702	392388	352033
2285	513862	461330
3115	684275	613191
4007	858082	768831
4999	1.04447e+06	934538
1487	358841	322416
1956	461347	414526
2720	627337	562743
3865	869949	780261
5053	1.10861e+06	994933
6422	1.37577e+06	1.23238e+06
8127	1.69746e+06	1.51921e+06
1204	290936	261176
1583	373544	335387
2211	509769	457399
3066	690352	618986
3987	875975	784990
5194	1.1129e+06	996750
6518	1.36136e+06	1.2185e+06
1043	251866	226284
1531	361323	324444
2087	480818	431730
2827	636100	570765
3670	806513	722721
4894	1.04731e+06	939024
6080	1.26955e+06	1.13639e+06
1752	423131	380075
2614	616562	553872
3442	793006	712014
4593	1.03324e+06	927371
6251	1.37266e+06	1.23098e+06
7978	1.70823e+06	1.53105e+06
10011	2.09123e+06	1.87164e+06
1497	360809	324643
2196	517021	465198
2877	663536	595224
3979	894931	803322
5273	1.15801e+06	1.03808e+06
6913	1.48001e+06	1.3266e+06
8499	1.77512e+06	1.5888e+06
972	234828	210827
1343	316068	284490
1830	421394	378552
2418	543557	488145
3316	728057	653054
4383	938412	841091
5406	1.13059e+06	1.01058e+06
578	139662	125356
728	175663	157877
944	222749	199914
848	200564	179675
1381	318302	285680
1138	262612	235389
1800	405109	363414
1561	351255	315080
2504	550326	493037
2071	454905	407601
3307	708413	634660
2658	569601	510123
3204	669270	598896
3886	811811	726535
1059	255742	229724
1497	353143	317247
2016	464483	417035
2766	622209	558425
3645	800547	717761
4779	1.02336e+06	917069
5937	1.23963e+06	1.10974e+06
1063	256737	230576
1539	363331	326046
2089	481277	432320
2800	629978	565161
3798	833885	747782
4918	1.05399e+06	943870
6037	1.26151e+06	1.12848e+06
1094	264407	237279
696	168109	150979
929	219234	196864
1547	364480	327841
2081	479557	430482
1247	287677	257991
1721	387266	347368
2867	645136	578720
2325	510545	457848
3761	826298	740464
2996	641575	574921
4874	1.0445e+06	935311
3658	763805	683782
6107	1.27497e+06	1.14152e+06
1141	274912	247367
1599	377459	338799
2145	495226	443751
2968	668819	599264
3963	870345	780118
5037	1.07872e+06	966583
6319	1.31948e+06	1.1813e+06
1306	315553	283243
608	146882	131879
1116	269877	242053
1369	330855	296819
1778	419455	376630
902	212635	191091
1791	423012	379494
1463	345337	310016
2388	551026	494003
1281	295891	265069
2049	472470	423816
2536	584944	524613
1042	251349	225964
725	174743	157240
1402	338548	304000
1015	244910	220103
1108	267681	240352
1093	263598	237002
1307	314779	283439
1222	294947	265040
629	151941	136437
1315	317388	285201
1574	371820	333524
3321	746812	670346
1529	360652	324036
2162	498733	447233
1468	346143	311068
1670	393896	354008
1325	312875	280757
1135	274104	246167
1442	347906	312705
2240	516865	463465
2852	641919	575712
1821	439274	394907
1551	373982	336367
1665	374784	336198
913	215378	193361
2263	520828	468120
1002	242031	217283
3466	779931	699683
993	239919	215341
4340	953458	854580
2829	635950	571012
2079	490211	440463
1916	441929	396475
1849	435984	391709
988	238165	214275
1945	448516	402459
2064	487107	437288
3117	701695	629193
2907	654349	586961
1286	303579	272469
3869	849986	761763
2471	583190	523501
1448	341899	306710
1956	461931	414402
2780	640087	575122
1859	438599	393795
839	197765	177792
47	11363	10205
5832	1.24994e+06	1.11934e+06
736	177784	159618
1943	448007	401980
1094	264407	237279
2702	607651	545495
1337	315364	283251
1459	344209	309125
3527	774515	694407
2899	667839	599708
4166	915382	820353
1859	428466	384602
2575	579640	519945
1402	338435	304040
2249	493585	442821
1050	253196	227677
466	112569	101075
514	124170	111430
633	152958	137243
2581	581373	521156
3992	877197	786068
1629	393436	353221
3675	826839	741956
987	238200	214070
1401	337804	303930
3433	791359	710314
909	219446	197107
4593	983521	881537
50	11769	10584
863	208578	187205
564	136302	122252
624	150860	135407
88	21159	19107
1432	345566	310576
1210	292213	262421
1450	350071	314435
650	156682	140984
2206	532992	478432
1356	327545	294027
4633	1.01801e+06	912328
1365	315158	282443
995	234629	210883
1042	251349	225964
4980	1.06623e+06	955791
1230	296636	266748
1421	342980	308196
1093	264037	236995
1547	364480	327841
1822	420230	376913
3773	828639	742725
3985	896809	804449
5451	1.16794e+06	1.04638e+06
2500	562723	504689
7437	1.55315e+06	1.39013e+06
3620	795226	712852
3432	753663	675792
1969	465168	417339
2619	603445	541786
587	138468	124330
657	155116	139195
861	203891	182436
2633	607080	544694
4986	1.09491e+06	981670
1390	327843	294523
1847	435676	391363
1406	331386	297831
5607	1.17089e+06	1.04816e+06
76	17523	15735
1115	256825	230614
3064	722833	649100
1468	346143	311068
2124	500832	449993
