-2.4--2.2	0.0156435	0.0255998
-2.2--2	0.0403017	0.0239456
-2--1.8	0.0756501	0.0228958
-1.8--1.6	0.0705645	0.0222769
-1.6--1.4	0.00620439	0.0217818
-1.4--1.2	0.0533801	0.0214367
-1.2--1	0.00534535	0.0211456
-1--0.8	0.0765068	0.020967
-0.8--0.6	0.0787045	0.0209473
-0.6--0.4	0.0865561	0.0208461
-0.4--0.2	0.134338	0.0208795
-0.2-0	0.0075027	0.0209212
0-0.2	-0.00503554	0.0208818
0.2-0.4	-0.00140585	0.0207465
0.4-0.6	-0.00652233	0.020692
0.6-0.8	0.0865139	0.0207228
0.8-1	-0.0155972	0.0206526
1-1.2	0.0628924	0.0207802
1.2-1.4	0.0131511	0.0210532
1.4-1.6	0.040363	0.021187
1.6-1.8	-0.0333896	0.0213939
1.8-2	0.0327673	0.0219395
2-2.2	0.209708	0.022928
2.2-2.4	0.171201	0.0245654
-2.4--2.2		2.44882e+07
-2.2--2		2.79885e+07
-2--1.8		3.0614e+07
-1.8--1.6		3.23386e+07
-1.6--1.4		3.38253e+07
-1.4--1.2		3.49233e+07
-1.2--1		3.58912e+07
-1--0.8		3.65056e+07
-0.8--0.6		3.65742e+07
-0.6--0.4		3.69302e+07
-0.4--0.2		3.68121e+07
-0.2-0		3.66654e+07
0-0.2		3.68039e+07
0.2-0.4		3.72854e+07
0.4-0.6		3.74821e+07
0.6-0.8		3.73708e+07
0.8-1		3.76253e+07
1-1.2		3.71647e+07
1.2-1.4		3.62072e+07
1.4-1.6		3.57513e+07
1.6-1.8		3.5063e+07
1.8-2		3.33407e+07
2-2.2		3.0528e+07
2.2-2.4		2.65939e+07
V ref=0.0482078	V int=0.0482078
V ref err=0.00204582	V int err=0.0215767
