-4.02074	58.6639	375.412	-247.642	-283.288	55.6239	18.8974	570.318	-107.492	440.027	-706.432	348.411	-1017.86	459.731	-119.337	401.562	-256.253	1073.49	37.4317	-977.18	23.5676	-130.705	-855.259	314.452	1192.03	1289.34	1083.71	534.364	2518.02	353.859	1150.24	2189.46	-274.156	-955.829	1116.44	1302.2	-2094.25	-2767.19	-1673.52	-1818.18	
-185.773	-1.95538	344.054	-587.983	369.346	-169.213	1347.65	-22.2291	93.1905	218.183	385.32	-486.294	-236.234	277.335	69.0877	-590.555	627.297	251.918	-750.112	-376.729	-747.484	-1030.42	346.316	-911.905	-2176.58	-130.346	440.388	1240.86	2075.73	-321.145	1814.94	-2652.37	-1893.38	351.445	-541.91	-2750.43	-2195.79	-640.769	4115.43	-847.746	
130.753	258.331	384.779	744.332	427.451	-472.046	-439.474	971.512	-42.178	120.33	2386.18	876.616	-24.6542	-906.992	69.2558	502.118	-627.851	-441.865	192.239	211.307	479.26	890.255	38.6079	458.803	-600.786	-905.59	1543.15	830.522	119.691	-69.3225	-107.075	883.956	-899.376	-593.666	359.454	-2373.51	2698.1	1024.97	-736.099	-1101.78	
-332.231	130.191	-16.0557	-128.588	-2531.25	849.103	-566.624	-37.5299	-352.997	-242.468	-2416.79	-355.066	498.427	-45.6163	285.245	312.436	90.8852	-827.101	244.981	585.015	1532.85	2115.62	1798.02	-2167.63	-2600.85	-449.768	-941.639	1424.35	726.741	-3134.49	-309.471	-562.852	500.728	-1514.7	393.86	-3115.4	971.638	-252.097	379.016	337.018	
-50.3088	-167.96	208.561	-72.6266	-758.408	1.29666	-104.009	-535.273	-208.894	6.16672	483.685	465.035	-204.202	-226.5	-151.884	-190.638	-269.698	46.0847	-307.593	591.197	-1105.09	198.538	511.738	385.404	1132.4	-1502.53	-682.055	-383.36	-25.6714	598.1	1372.39	940.537	-717.825	-543.87	-366.208	-440.8	1094.25	-909.753	-1018.14	1011.85	
15.6941	297.686	-204.889	-56.7143	3.46648	-109.513	248.696	66.1817	-82.126	400.704	-334.155	284.778	468.486	227.195	-51.2608	-17.5012	-109.86	348.916	-566.894	342.318	-690.434	53.4126	148.127	-62.2895	1452.39	-765.74	164.945	-443.73	-2233.07	733.215	90.2718	-659.479	1345.33	-213.414	168.296	-467.253	2865.3	-393.926	-880.039	1535.43	
286.73	-93.6884	568.209	-698.616	-579.238	-63.4255	470.079	1737.45	-38.7978	437.678	-1347.38	912.984	836.497	430.457	-18.6949	-586.162	66.7143	-1077.01	100.138	-285.639	2773.77	34.8212	-1491.38	-456.993	1077.43	-1024.79	235.778	-876.753	-453.098	-980.386	-614.608	763.571	2551.81	-1193.29	-2669.79	510.599	707.824	3756.77	-447.128	-967.717	
-0.985811	-449.522	11.4251	-663.977	-1080.28	493.411	601.051	0.346426	-173.554	242.456	29.3162	7.64581	-201.672	-253.901	-160.977	-540.229	-155.16	1546.91	-36.596	287.661	132.428	-385.715	-204.714	-591.92	85.2051	-454.904	-1205.87	313.738	-18.1373	153.248	108.178	260.995	-587.954	-537.74	-1982.89	1672.19	-2292.13	1602.21	565.311	-1160.11	
190.206	-186.713	-907.012	292.816	-83.5283	-206.817	-1261.46	1092.44	306.165	202.581	1621.48	1941.59	-393.199	-982.691	-1145.63	-1419.71	235.82	-255.058	1146.6	545.947	-33.259	2017.82	1543.05	1436.74	1101.63	-622.167	-1950.45	-1319.1	1362.17	-1362.36	-2817.68	-1992.96	3250.97	2020.71	2302.68	-936.063	-3029.73	-2175.3	2457.9	854.34	
-306.432	45.8595	194.237	-528.85	-1411.38	165.912	1235.74	-532.277	205.077	551.432	-1029.84	428.503	-546.085	-623.966	246.272	-865.248	689.188	-491.07	699.656	-14.5217	-945.244	-733.143	893.381	564.561	1074.7	-992.438	1364.45	1331.25	-681.574	-844.606	495.602	-555.276	-1989.17	-511.442	952.056	-1065.34	2603.89	87.959	1344.32	43.165	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.545	-122.737	-112.635	-8.52971	127.509	0	0	0	0	0	0	0	0	0	0	-54.1813	-28.2206	-172.532	50.3759	20.024	0	0	0	0	0	
0	0	0	0	0	-259.423	-635.67	137.534	122.62	-197.929	-164.241	-72.86	-379.91	-347.186	76.4454	123.344	29.3315	767.826	427.455	157.283	83.2807	1174	-399.887	203.801	-516.547	324.83	1159.33	-274.011	120.31	-273.942	470.946	104.305	-431.904	641.406	-419.323	-1235.93	858.6	-1434.97	756.267	-534.457	
229.683	119.663	59.6687	348.486	-115.086	78.4593	-40.7718	414.938	49.1722	-97.0736	-721.586	80.349	507.443	-53.6197	-417.266	-88.3984	294.092	-49.6223	191.812	-183.804	559.966	249.904	-186.033	-673.2	-91.5242	-828.752	-4.01715	-163.925	245.357	-142.859	-581.369	891.385	-611.429	-147.866	-614.52	758.337	-334.946	-1966.37	-1240.69	-129.458	
138.828	314.73	-728.539	643.121	403.769	236.721	-562.408	-78.4468	293.371	384.735	265.663	151.1	-565.369	43.4484	-355.572	276.867	923.15	172.285	-706.049	-206.927	580.176	-952.103	846.472	-465.981	-106.481	112.036	-672.08	-1300.04	-1403.44	748.991	641.389	1069.05	705.601	-858.301	-702.845	-973.309	-1623.31	2138.59	1072.65	-387.621	
-295.289	78.1206	-1.89778	-55.3257	-123.696	125.25	305.389	664.87	-121.193	19.4781	-335.271	-361.619	-72.752	-422.864	62.6633	1049.43	-13.6346	88.6005	-593.158	-621.311	-800.434	834.989	-361.27	-765.002	-46.7967	645.504	-260.199	1102.39	-1426.01	-1158.01	8.39191	1065.06	-78.0337	742.425	300.056	-179.048	1757.57	183.28	-759.21	886.741	
92.4375	-340.306	-24.4746	-150.277	102.951	-300.19	-1121.01	-639.173	-207.13	362.954	-177.217	-1140.92	218.552	-1076.77	-348.658	-701.345	917.199	-45.5344	-329.965	127.211	390.244	-1429.03	353.35	385.772	-1234.8	668.9	-516.607	487.017	617.652	-1681.79	945.041	-1359.82	357.773	845.444	-296.895	618.2	-2101.32	813.007	-2915.27	-2205.06	
-413.387	-192.013	163.276	69.7124	-2022.56	-226.292	457.216	-357.479	-243.819	90.8817	-369.037	68.0301	-274.769	-24.26	28.1731	-412.964	-393.669	-58.9586	865.327	-529.158	135.459	250.306	1128.66	1415.79	-887.863	1575.09	1112.41	-900.34	1240.57	-222.262	-676.125	-1635.67	1342.81	196.539	-665.945	-2269.66	-1154.21	-450.561	-126.276	195.261	
-75.8914	552.815	-435.576	35.6565	156.869	264.167	-594.043	-196.788	328.468	505.371	-516.848	500.825	254.583	393.097	299.455	615.843	183.963	-1322.77	-122.432	258.841	192.446	-747.014	481.284	286.386	-791.809	-152.258	-273.172	-548.314	-278.917	-420.919	-381.267	-1295.22	531.633	250.004	-497.595	-19.214	-3469.95	-933.234	710.807	180.01	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.209	146.853	68.8579	-92.4706	69.8349	-318.513	-178.61	2.06113	-125.508	-216.828	0	0	0	0	0	0	0	0	0	0	
65.8398	151.556	-31.1788	-571.168	245.831	-4.16717	-688.308	392.504	102.821	-244.448	222.214	-776.221	-510.759	-477.391	-436.231	-332.139	254.265	310.296	14.446	102.935	31.6177	-240.037	876.755	1118.37	9.46868	155.761	-561.113	-1090.03	1324.3	974.558	1163.78	361.799	-115.91	567.148	-750.734	575.27	2061.13	1308.69	-698.995	621.729	
76.9058	-141.903	-37.8109	-168.982	56.525	-116.795	-100.746	-977.789	-257.826	-474.84	522.755	-93.2781	-1402	728.699	375.394	10.2551	-457.872	264.884	-148.455	385.499	-299.313	-553.198	314.519	-87.3574	2240.73	-620.1	188.686	-145.554	274.442	-1475.04	-449.643	-70.6193	-389.522	1218.34	-18.2936	-1500.31	-431.282	2333.24	-400.996	2102.73	
50.5208	-170.16	-88.2341	-97.8913	529.595	-3.76339	575.267	-599.533	-301.051	-284.316	246.041	-250.306	153.089	132.155	-36.1452	-93.4033	-95.7722	611.105	-372.943	-227.83	-1085.83	-1891.51	1241.22	-1033.35	-829.378	-435.275	-1479.96	-1023.44	-853.111	705.071	-19.8719	1446.51	1408.38	-144.521	-264.131	101.364	341.156	1310.52	-480.281	-1585.81	
