14447.1	-6851.55	-18148	-22135.8	-40353.2	-17779.1	-9764.82	-4756.58	-10309.9	-22260.6	-22826.7	-1533.23	11188.3	-807.819	-14932.9	
-7967.85	5981.43	22383.3	16882.4	15257.5	-713.646	-17505.9	-16789.8	-8637.58	3384.27	12646.6	11952.5	10069.8	3507.07	-4731.56	
349.639	-3539.14	-4368.76	-5918.83	-8968	-5947.26	-2599	1017.59	1425.62	1085.85	2022.92	1159.25	-326.246	-2153.41	-5062.79	
20638	-20165.6	-29445.7	-12321.5	-27778.5	-27134.6	-6453.61	23336.2	17486.5	8561.36	-7891.41	-14684.2	1308.66	11497.7	889.655	
45864.7	40552.1	22892.4	-610.378	-16442	2472.05	-8175.43	2856.08	13579.7	8845.56	5191.06	8962.06	1443.52	-7316.97	-12312.1	
-10523.8	28458.5	17134.3	2143.49	-3298.32	22234.8	19940.3	12483.4	11100.9	2834.6	2420.43	-222.44	-5290.21	9848.3	26029.3	
-6199.3	-32339.4	-12587.3	15935.2	2388.5	-9797.43	-30218.7	-34385.1	-11652.3	1669.82	10297.4	14457.4	-852.092	-11745.6	-3986.51	
-2390.99	24948	6939.57	-2021.79	3188.86	7867.75	11105.5	21999.9	21437.3	10554.1	8335.11	13866.6	13992	11666.4	18171.2	
-29943.4	-20629.8	3685.24	8638.68	30023.1	10623.1	-9472.41	-5111.11	3424.96	-8762.99	-26448	-14428.8	11741.4	13093.6	5697.6	
41818.1	-39.8584	-5662	23254.1	-7037.73	-11551.8	-2810.9	-27929.7	-44228.2	-25022.3	-7737.35	-14822.6	-25059.9	-18354.7	-2063.94	
-20594.5	-11595.9	264.115	321.26	-6429.56	-13627.9	-4863.13	7366.4	6512.06	14575.2	17063.6	4547.97	-9101.62	-9089.66	-6591.94	
41720	14601.7	-8111.23	6948.13	6743.42	3075.73	10976.3	24806.1	25796.6	13426.9	-10716.5	-23717.6	-11949.6	1721.66	8631.14	
29295.5	24769	38261.3	29893.3	21027.5	10107.6	-8703.13	-24615	-12960.3	10675.7	5514.52	3113.16	18660	4536.13	-12357.1	
-24821.9	-9389.07	-1562.04	-1098.21	-3166.88	5296.26	-4093.47	-10054.2	-10778.9	-6698.33	7966.89	9051.43	-9147.02	-20312.2	-14420	
46896.8	50849.9	54361.9	36382.1	3410.78	-17859	-10862.8	-13557.6	-13671.4	4732.96	12481.5	13187.7	19488.2	7778.3	-15851.6	
32501.7	20740.1	18512.1	4226.29	2291.02	4425.05	13840.2	15419.4	17473.5	20122.5	15854.4	12622.8	4056.99	-10019.6	-19929.8	
-14046.9	-38141.5	-31659.6	19688.8	11098.3	-20084.4	-12458.7	-5586.06	16895	16031.8	-13398.8	-26600	-12196.7	-555.539	2365.83	
-25422.6	-4040.28	2742.07	-9562.56	-7247.07	-4015.64	17651.9	12503.7	-4406.89	-836.429	-1131.02	-8305.87	-1565.44	6517.32	10291.5	
-4055.69	-22142.3	-32357.3	-20781.2	-19899.2	6175.29	18551.6	11729.9	-5972.3	-13077.4	-956.219	19733.4	20695.4	11819.8	9226.44	
-11890.2	-18022	-37351.5	-45001.6	-13810.1	29380	22868.2	-2402.28	-16186.1	-5246.11	1407.81	-6479	-6600.58	13316.1	18825	
-8799.75	-3855.65	6902.18	-980.572	-7666.8	-22899.1	-23165.3	3303.64	21558.5	4515.84	-30373.4	-45616.7	-31087.4	-11661.5	-3511.5	
-86241.7	-72914.2	-32748.4	-13683.4	-31769.4	-15886.6	-16815.7	-12295.9	-1563.27	-3228.19	-12170	-13305.5	5721.28	6307.39	-1742.06	
9454.37	9724.84	6957.87	-2657.29	-13562.4	-20.7143	924.878	-6222.77	1552.85	6523.55	-5193.76	-6942.38	-4548.31	-1700.82	-1018.48	
-32877.3	-12352.8	-850.06	1571.73	-24934.4	-2521.77	3039.41	6457.56	-6825.97	-14382.5	-17367	-21180.5	-4921.49	14451.5	7752.94	
-17070.4	16434.2	7752.79	2818.24	-22053.8	-22020.6	-21569.1	-9276.98	15288.6	17512	-4502.33	-12992.4	-11783.7	-20369.1	-6551.48	
-25365.8	-27141.6	-29432	-43097.7	-56343.3	-18967.9	-1253.15	6736.06	-7701.09	-7973.08	15142.8	16871.3	9156.78	13701.4	18190.8	
30007.7	740.999	-46071.1	-41773.5	-41896.9	6331.81	22070.9	13744.2	1571.78	16694	18139.9	16661.9	19865.2	18931.6	-3419.27	
-44653.1	20095.4	11839.7	-29406.2	-24983.5	-7723.78	-23616.9	-56941.1	-38788.2	-589.414	19831.7	21526.3	18512.4	32305.7	46460.1	
41830.7	8288.34	-23422.1	10066.7	35048.3	15694	11389.8	-10389.6	-28266.1	-29584.3	-13805.5	3446.71	484.189	3263.7	745.179	
-36504	-56787.7	-36245.5	-34779.1	-69665.6	-27259.1	-6213.87	1026.76	16800.6	10621.8	-11022.1	-14149.7	-3306.24	-4957.78	-1319.14	
25999.2	47287.1	19221.6	-6735.69	21262.7	3512.59	-4362.33	-1367.19	26177.6	44938.9	31576.6	3857.33	7510.96	11286.6	8616.13	
-25477.2	27021.5	33604.7	30171.7	31273.9	10236.3	17172.7	11045.3	-6401.94	-12375.3	-18233	-10158.3	529.674	5904.1	17527.4	
53134.3	33720.7	-29969.6	-46274.1	-46246.8	-27740	1531.16	-5136.25	-16943.6	-6563.09	17656.4	18414.3	-1654.26	-6294.93	-12152.6	
-71184.3	-12218.4	8627.76	1456.72	-2969.49	16719.4	-1956.04	-7136.92	18907	37850	39027.3	35416	14087.2	6087.96	24131.4	
23759.4	21736	52595.8	40348.7	-13693.6	-24336.1	-5859.78	-13903.3	-12928.8	-9094.9	-18016.1	-28285.8	-19499.6	-15488.5	-13046.9	
35396.2	53497	53077.4	33937.4	16765.5	10355	10059.1	13006.9	5571.26	-2071.96	-5653.31	-6391.67	6445.08	29573.1	21017.8	
-7305.26	-2854.43	4072.87	3453.59	2849.35	-30.0868	-2395.18	-4599.87	-2482.37	1511.27	3398.3	3181.16	-523.447	-3828.2	-455.167	
-21862.4	22943.4	16551.3	-26577.5	-10266.2	14373.9	-13121.6	-33494	-15869.9	-9381.5	4897.03	13463.2	-16528.7	-9763.76	12414.1	
17524	29314.7	43607.8	5161.56	3682.36	14793.4	11020.3	-6363.51	-17484.2	-15356.1	-17975.1	-12178.3	5772.12	7499.91	-8350.35	
-2639.39	-29388.8	676.728	15226.4	-21447.6	-14197.9	-2770.34	-8570.04	899.365	14308.9	21292.1	12427.9	6.43133	-1185.46	-2178.21	
-13601	-5407.84	-14210.1	-26585.4	-43030	32269.7	32587.4	-2095.32	-14423.7	-9396.75	2955.5	21741.8	30905.4	41820.8	27620.1	
-17766.5	-19152.2	-29817.2	-15283.1	32392.6	27733.1	26068.2	3844.22	-25069.6	-29376	-12700.4	3184.19	20626.2	20179.5	3802.3	
-6770.8	-42983.6	-48755.9	-32268.8	-32725.3	-24877.6	-15725.6	-20707.4	-29505.5	-23139.9	-8536.04	16930.5	28679.2	590.635	-11017.9	
