Jet20:
210498	14739
210534	19877
210614	63131
210634	46361
210635	62168
210638	19393
210658	81971
210676	43981
210737	9157
210738	44831
210759	58604
210818	46739
210837	58361
210855	55335
210885	50792
210906	34408
210909	27009
210986	51540
210998	20200
211000	34182
211001	12219
211032	61925
211256	129325
211313	33953
211328	90793
211347	184869
211354	172256
211362	70384
211363	35015
211371	60629
211390	116345
211421	59379
211460	114950
211532	149038
211538	142287
211561	122077
211568	153484
211587	49254
211598	50818
211599	101219
211607	124807
211620	82080
211622	45450
211623	80669
211631	84337
