             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
            638144 productio bl_473eb uscms442  R    4:16:46      1 vmp694
            638145 productio bl_daa63 uscms442  R    4:16:46      1 vmp694
            638146 productio bl_1e6e1 uscms442  R    4:16:46      1 vmp695
            638147 productio bl_f524d uscms442  R    4:16:46      1 vmp695
            638148 productio bl_76cb8 uscms442  R    4:16:46      1 vmp695
            638149 productio bl_3099e uscms442  R    4:16:46      1 vmp695
            637999 productio bl_94162 uscms442  R    4:18:48      1 vmp225
            638001 productio bl_8ebd9 uscms442  R    4:18:48      1 vmp225
            638006 productio bl_9efdb uscms442  R    4:18:48      1 vmp225
            638047 productio bl_7f40d uscms442  R    4:18:48      1 vmp227
            637904 productio bl_e25fc uscms442  R    4:23:47      1 vmp622
            637878 productio bl_c137b uscms442  R    4:26:50      1 vmp236
            637882 productio bl_baf28 uscms442  R    4:26:50      1 vmp236
            637883 productio bl_edbd7 uscms442  R    4:26:50      1 vmp236
            637884 productio bl_57a8d uscms442  R    4:26:50      1 vmp236
            637885 productio bl_21c0f uscms442  R    4:26:50      1 vmp237
            637886 productio bl_06b59 uscms442  R    4:26:50      1 vmp237
            637859 productio bl_260f2 uscms442  R    4:27:48      1 vmp233
            637823 productio bl_cdd44 uscms442  R    4:28:50      1 vmp151
            637824 productio bl_f5252 uscms442  R    4:28:50      1 vmp151
            637827 productio bl_00007 uscms442  R    4:28:50      1 vmp106
            637828 productio bl_f74ec uscms442  R    4:28:50      1 vmp107
            637830 productio bl_946ef uscms442  R    4:28:50      1 vmp107
            637833 productio bl_27276 uscms442  R    4:28:50      1 vmp108
            637837 productio bl_3ebab uscms442  R    4:28:50      1 vmp109
            637838 productio bl_1ee91 uscms442  R    4:28:50      1 vmp109
            637839 productio bl_c8982 uscms442  R    4:28:50      1 vmp109
            637813 productio bl_0d8ad uscms442  R    4:30:50      1 vmp235
            637814 productio bl_fe89c uscms442  R    4:30:50      1 vmp235
            637816 productio bl_49992 uscms442  R    4:30:50      1 vmp232
            637791 productio bl_32940 uscms442  R    4:30:51      1 vmp622
            637792 productio bl_6709a uscms442  R    4:30:51      1 vmp106
            637793 productio bl_c33f7 uscms442  R    4:30:51      1 vmp107
            637794 productio bl_c9bc0 uscms442  R    4:30:51      1 vmp152
            637795 productio bl_08499 uscms442  R    4:30:51      1 vmp110
            637796 productio bl_aeb86 uscms442  R    4:30:51      1 vmp110
            637799 productio bl_f20a6 uscms442  R    4:30:51      1 vmp110
            637800 productio bl_34972 uscms442  R    4:30:51      1 vmp154
            637801 productio bl_3c61d uscms442  R    4:30:51      1 vmp155
            637802 productio bl_ff53d uscms442  R    4:30:51      1 vmp137
            637803 productio bl_b1761 uscms442  R    4:30:51      1 vmp1098
            637804 productio bl_4c066 uscms442  R    4:30:51      1 vmp1123
            637806 productio bl_4c226 uscms442  R    4:30:51      1 vmp220
            637807 productio bl_7b9bb uscms442  R    4:30:51      1 vmp220
            637808 productio bl_c6135 uscms442  R    4:30:51      1 vmp220
            637809 productio bl_ed9ae uscms442  R    4:30:51      1 vmp235
            637810 productio bl_f336c uscms442  R    4:30:51      1 vmp235
            637811 productio bl_32156 uscms442  R    4:30:51      1 vmp235
            637812 productio bl_a961b uscms442  R    4:30:51      1 vmp235
            637781 productio bl_13e4a uscms442  R    4:31:49      1 vmp1102
            637782 productio bl_bf492 uscms442  R    4:31:49      1 vmp1099
            637783 productio bl_0fa24 uscms442  R    4:31:49      1 vmp1100
            637719 productio bl_ca132 uscms442  R    4:32:51      1 vmp719
            637720 productio bl_e9748 uscms442  R    4:32:51      1 vmp151
            637721 productio bl_cf9b4 uscms442  R    4:32:51      1 vmp130
            637722 productio bl_679e6 uscms442  R    4:32:51      1 vmp101
            637723 productio bl_a6b1e uscms442  R    4:32:51      1 vmp101
            637726 productio bl_09584 uscms442  R    4:32:51      1 vmp101
            637727 productio bl_f88c9 uscms442  R    4:32:51      1 vmp101
            637728 productio bl_90739 uscms442  R    4:32:51      1 vmp149
            637729 productio bl_5cfc5 uscms442  R    4:32:51      1 vmp149
            637730 productio bl_9a2c9 uscms442  R    4:32:51      1 vmp149
            637731 productio bl_1f55b uscms442  R    4:32:51      1 vmp149
            637732 productio bl_da347 uscms442  R    4:32:51      1 vmp105
            637733 productio bl_7849b uscms442  R    4:32:51      1 vmp103
            637734 productio bl_3fba5 uscms442  R    4:32:51      1 vmp103
            637735 productio bl_a4d39 uscms442  R    4:32:51      1 vmp103
            637758 productio bl_38090 uscms442  R    4:32:51      1 vmp103
            637759 productio bl_a5a01 uscms442  R    4:32:51      1 vmp154
            637760 productio bl_d1e29 uscms442  R    4:32:51      1 vmp154
            637761 productio bl_618a6 uscms442  R    4:32:51      1 vmp155
            637762 productio bl_d9ca7 uscms442  R    4:32:51      1 vmp155
            637763 productio bl_3bdfc uscms442  R    4:32:51      1 vmp156
            637764 productio bl_b75fe uscms442  R    4:32:51      1 vmp156
            637766 productio bl_e12a8 uscms442  R    4:32:51      1 vmp135
            637767 productio bl_99c4b uscms442  R    4:32:51      1 vmp135
            637768 productio bl_3f3ed uscms442  R    4:32:51      1 vmp1091
            637772 productio bl_c761f uscms442  R    4:32:51      1 vmp137
            637773 productio bl_891d9 uscms442  R    4:32:51      1 vmp137
            637774 productio bl_4be5e uscms442  R    4:32:51      1 vmp1097
            637775 productio bl_fb568 uscms442  R    4:32:51      1 vmp219
            637693 productio bl_9ce3c uscms442  R    4:35:48      1 vmp102
            637696 productio bl_b2d4b uscms442  R    4:35:48      1 vmp741
            637697 productio bl_a1aef uscms442  R    4:35:48      1 vmp741
            637698 productio bl_4ce3c uscms442  R    4:35:48      1 vmp741
            637699 productio bl_a980e uscms442  R    4:35:48      1 vmp741
            637700 productio bl_00845 uscms442  R    4:35:48      1 vmp741
            637703 productio bl_1a8f3 uscms442  R    4:35:48      1 vmp741
            637705 productio bl_c64bc uscms442  R    4:35:48      1 vmp217
            637708 productio bl_5b47a uscms442  R    4:35:48      1 vmp218
            637709 productio bl_64f2c uscms442  R    4:35:48      1 vmp218
            637710 productio bl_a6f36 uscms442  R    4:35:48      1 vmp218
            637712 productio bl_74778 uscms442  R    4:35:48      1 vmp219
            637661 productio bl_41f57 uscms442  R    4:36:52      1 vmp647
            637662 productio bl_ddb9a uscms442  R    4:36:52      1 vmp202
            637679 productio bl_39b7f uscms442  R    4:36:52      1 vmp1113
            637685 productio bl_23eed uscms442  R    4:36:52      1 vmp1114
            637686 productio bl_0a0d6 uscms442  R    4:36:52      1 vmp1114
            637597 productio bl_4108f uscms442  R    4:40:53      1 vmp1111
            637598 productio bl_d142d uscms442  R    4:40:53      1 vmp1111
            637599 productio bl_cf623 uscms442  R    4:40:53      1 vmp1111
            637600 productio bl_f5387 uscms442  R    4:40:53      1 vmp1111
            637601 productio bl_421ea uscms442  R    4:40:53      1 vmp1111
            637602 productio bl_93659 uscms442  R    4:40:53      1 vmp1111
            637603 productio bl_a3eee uscms442  R    4:40:53      1 vmp1111
            637604 productio bl_664a2 uscms442  R    4:40:53      1 vmp1111
            637605 productio bl_e58fa uscms442  R    4:40:53      1 vmp1112
            637609 productio bl_a1d07 uscms442  R    4:40:53      1 vmp1112
            637612 productio bl_fbd32 uscms442  R    4:40:53      1 vmp1112
            637615 productio bl_79d29 uscms442  R    4:40:53      1 vmp1112
            637616 productio bl_9d31f uscms442  R    4:40:53      1 vmp1112
            637617 productio bl_331fe uscms442  R    4:40:53      1 vmp1112
            637618 productio bl_da6c2 uscms442  R    4:40:53      1 vmp1112
            637622 productio bl_e073f uscms442  R    4:40:53      1 vmp1113
            637623 productio bl_0c8f3 uscms442  R    4:40:53      1 vmp1113
            637624 productio bl_ffea1 uscms442  R    4:40:53      1 vmp1113
            637626 productio bl_2bbd2 uscms442  R    4:40:53      1 vmp1113
            637628 productio bl_e424f uscms442  R    4:40:53      1 vmp1113
            637630 productio bl_5085d uscms442  R    4:40:53      1 vmp1113
            637562 productio bl_53330 uscms442  R    4:44:54      1 vmp513
            637564 productio bl_7a222 uscms442  R    4:44:54      1 vmp123
            637565 productio bl_23a82 uscms442  R    4:44:54      1 vmp123
            637566 productio bl_06700 uscms442  R    4:44:54      1 vmp125
            637567 productio bl_1f350 uscms442  R    4:44:54      1 vmp125
            637568 productio bl_6514d uscms442  R    4:44:54      1 vmp125
            637569 productio bl_c663b uscms442  R    4:44:54      1 vmp1109
            637570 productio bl_15f6b uscms442  R    4:44:54      1 vmp1109
            637571 productio bl_82ed4 uscms442  R    4:44:54      1 vmp1110
            637573 productio bl_aaf85 uscms442  R    4:44:54      1 vmp1110
            637574 productio bl_3b6ca uscms442  R    4:44:54      1 vmp1110
            637575 productio bl_d1619 uscms442  R    4:44:54      1 vmp1110
            637576 productio bl_e44a4 uscms442  R    4:44:54      1 vmp1110
            637577 productio bl_06163 uscms442  R    4:44:54      1 vmp1110
            637578 productio bl_04651 uscms442  R    4:44:54      1 vmp1110
            637579 productio bl_026ca uscms442  R    4:44:54      1 vmp1110
            637580 productio bl_592ea uscms442  R    4:44:54      1 vmp1110
            637581 productio bl_57a0f uscms442  R    4:44:54      1 vmp1110
            637582 productio bl_4c137 uscms442  R    4:44:54      1 vmp1110
            637583 productio bl_6f095 uscms442  R    4:44:54      1 vmp1111
            637520 productio bl_a73d4 uscms442  R    4:45:49      1 vmp642
            637521 productio bl_d03c5 uscms442  R    4:45:49      1 vmp135
            637522 productio bl_b342d uscms442  R    4:45:49      1 vmp1120
            637523 productio bl_52eba uscms442  R    4:45:49      1 vmp1120
            637524 productio bl_09f71 uscms442  R    4:45:49      1 vmp153
            637526 productio bl_ef81d uscms442  R    4:45:49      1 vmp153
            637528 productio bl_8e126 uscms442  R    4:45:49      1 vmp1109
            637530 productio bl_bf22e uscms442  R    4:45:49      1 vmp1109
            637531 productio bl_18e3d uscms442  R    4:45:49      1 vmp1109
            637532 productio bl_0870c uscms442  R    4:45:49      1 vmp1109
            637534 productio bl_ae5a7 uscms442  R    4:45:49      1 vmp1109
            637535 productio bl_1365e uscms442  R    4:45:49      1 vmp1109
            637493 productio bl_d6df7 uscms442  R    4:46:55      1 vmp606
            637494 productio bl_d8af6 uscms442  R    4:46:55      1 vmp626
            637495 productio bl_471c4 uscms442  R    4:46:55      1 vmp126
            637498 productio bl_d7e13 uscms442  R    4:46:55      1 vmp153
            637499 productio bl_06abb uscms442  R    4:46:55      1 vmp1116
            637503 productio bl_eb094 uscms442  R    4:46:55      1 vmp1119
            637504 productio bl_3c6db uscms442  R    4:46:55      1 vmp1119
            637505 productio bl_1879d uscms442  R    4:46:55      1 vmp1119
            637506 productio bl_ed043 uscms442  R    4:46:55      1 vmp1119
            637507 productio bl_fb889 uscms442  R    4:46:55      1 vmp1119
            637508 productio bl_e7bf9 uscms442  R    4:46:55      1 vmp1119
            637509 productio bl_f9274 uscms442  R    4:46:55      1 vmp1119
            637510 productio bl_d3a66 uscms442  R    4:46:55      1 vmp1119
            637511 productio bl_5df6b uscms442  R    4:46:55      1 vmp1120
            637512 productio bl_dd9db uscms442  R    4:46:55      1 vmp1120
            637513 productio bl_a437d uscms442  R    4:46:55      1 vmp1120
            637514 productio bl_13d3b uscms442  R    4:46:55      1 vmp1120
            637515 productio bl_22a7c uscms442  R    4:46:55      1 vmp1120
            637516 productio bl_e3783 uscms442  R    4:46:55      1 vmp1120
            637517 productio bl_679d1 uscms442  R    4:46:55      1 vmp1120
            637518 productio bl_c2222 uscms442  R    4:46:55      1 vmp1120
            637519 productio bl_50a28 uscms442  R    4:46:55      1 vmp1120
            637467 productio bl_04bda uscms442  R    4:47:49      1 vmp620
            637468 productio bl_0e6c0 uscms442  R    4:47:49      1 vmp513
            637469 productio bl_07091 uscms442  R    4:47:49      1 vmp602
            637470 productio bl_cef8c uscms442  R    4:47:49      1 vmp602
            637471 productio bl_fa632 uscms442  R    4:47:49      1 vmp626
            637472 productio bl_5aabc uscms442  R    4:47:49      1 vmp626
            637473 productio bl_caf42 uscms442  R    4:47:49      1 vmp616
            637474 productio bl_1f9c6 uscms442  R    4:47:49      1 vmp616
            637475 productio bl_73de0 uscms442  R    4:47:49      1 vmp616
            637476 productio bl_6f066 uscms442  R    4:47:49      1 vmp630
            637477 productio bl_2635e uscms442  R    4:47:49      1 vmp630
            637478 productio bl_1d39d uscms442  R    4:47:49      1 vmp630
            637479 productio bl_5e0bc uscms442  R    4:47:49      1 vmp630
            637480 productio bl_6566b uscms442  R    4:47:49      1 vmp122
            637481 productio bl_32cff uscms442  R    4:47:49      1 vmp122
            637482 productio bl_d8c0a uscms442  R    4:47:49      1 vmp123
            637483 productio bl_188bd uscms442  R    4:47:49      1 vmp124
            637484 productio bl_a50a5 uscms442  R    4:47:49      1 vmp124
            637485 productio bl_6e3d7 uscms442  R    4:47:49      1 vmp124
            637486 productio bl_f3bb4 uscms442  R    4:47:49      1 vmp1125
            637487 productio bl_70b4b uscms442  R    4:47:49      1 vmp1118
            637488 productio bl_e60b1 uscms442  R    4:47:49      1 vmp1116
            637489 productio bl_98435 uscms442  R    4:47:49      1 vmp1116
            637490 productio bl_00e49 uscms442  R    4:47:49      1 vmp1116
            637463 productio bl_0c820 uscms442  R    4:48:55      1 vmp606
            637464 productio bl_d3430 uscms442  R    4:48:55      1 vmp725
            637465 productio bl_33b20 uscms442  R    4:48:55      1 vmp602
            637405 productio bl_34c8e uscms442  R    4:49:49      1 vmp602
            637406 productio bl_98975 uscms442  R    4:49:49      1 vmp626
            637407 productio bl_58341 uscms442  R    4:49:49      1 vmp620
            637408 productio bl_753a2 uscms442  R    4:49:49      1 vmp620
            637409 productio bl_cbe8e uscms442  R    4:49:49      1 vmp620
            637410 productio bl_f78a9 uscms442  R    4:49:49      1 vmp1047
            637411 productio bl_f185c uscms442  R    4:49:49      1 vmp122
            637412 productio bl_e3408 uscms442  R    4:49:49      1 vmp1084
            637413 productio bl_a0339 uscms442  R    4:49:49      1 vmp1103
            637414 productio bl_5749e uscms442  R    4:49:49      1 vmp1125
            637415 productio bl_db04d uscms442  R    4:49:49      1 vmp1125
            637416 productio bl_8dc60 uscms442  R    4:49:49      1 vmp1125
            637417 productio bl_b3466 uscms442  R    4:49:49      1 vmp1126
            637418 productio bl_3ed0c uscms442  R    4:49:49      1 vmp1126
            637419 productio bl_bb4b3 uscms442  R    4:49:49      1 vmp1126
            637421 productio bl_4e14a uscms442  R    4:49:49      1 vmp1106
            637422 productio bl_1a265 uscms442  R    4:49:49      1 vmp1106
            637424 productio bl_a2cfb uscms442  R    4:49:49      1 vmp1106
            637425 productio bl_b238d uscms442  R    4:49:49      1 vmp1106
            637426 productio bl_00afd uscms442  R    4:49:49      1 vmp1106
            637427 productio bl_ed49f uscms442  R    4:49:49      1 vmp1106
            637428 productio bl_75e0b uscms442  R    4:49:49      1 vmp1106
            637429 productio bl_57310 uscms442  R    4:49:49      1 vmp1105
            637430 productio bl_a3174 uscms442  R    4:49:49      1 vmp1105
            637431 productio bl_6e6dc uscms442  R    4:49:49      1 vmp1105
            637432 productio bl_baa82 uscms442  R    4:49:49      1 vmp1105
            637433 productio bl_18e83 uscms442  R    4:49:49      1 vmp1105
            637434 productio bl_62cea uscms442  R    4:49:49      1 vmp1105
            637435 productio bl_657e5 uscms442  R    4:49:49      1 vmp1105
            637436 productio bl_9129f uscms442  R    4:49:49      1 vmp1105
            637437 productio bl_0b1ba uscms442  R    4:49:49      1 vmp1105
            637438 productio bl_f9832 uscms442  R    4:49:49      1 vmp1105
            637439 productio bl_456e2 uscms442  R    4:49:49      1 vmp1105
            637440 productio bl_5af36 uscms442  R    4:49:49      1 vmp1105
            637441 productio bl_070bc uscms442  R    4:49:49      1 vmp1107
            637442 productio bl_5a47f uscms442  R    4:49:49      1 vmp1107
            637443 productio bl_cfa30 uscms442  R    4:49:49      1 vmp1107
            637444 productio bl_cab2e uscms442  R    4:49:49      1 vmp1107
            637445 productio bl_62583 uscms442  R    4:49:49      1 vmp1107
            637446 productio bl_b070d uscms442  R    4:49:49      1 vmp1107
            637447 productio bl_32a3d uscms442  R    4:49:49      1 vmp1107
            637448 productio bl_40a25 uscms442  R    4:49:49      1 vmp1107
            637449 productio bl_a5be3 uscms442  R    4:49:49      1 vmp1115
            637450 productio bl_5c6fd uscms442  R    4:49:49      1 vmp1115
            637451 productio bl_d45f4 uscms442  R    4:49:49      1 vmp1115
            637452 productio bl_c77e1 uscms442  R    4:49:49      1 vmp1115
            637453 productio bl_d20ae uscms442  R    4:49:49      1 vmp1115
            637454 productio bl_8c740 uscms442  R    4:49:49      1 vmp1115
            637455 productio bl_b691f uscms442  R    4:49:49      1 vmp1115
            637456 productio bl_2ef90 uscms442  R    4:49:49      1 vmp1115
            637382 productio bl_63c95 uscms442  R    4:51:49      1 vmp533
            637383 productio bl_5caf9 uscms442  R    4:51:49      1 vmp734
            637384 productio bl_4a608 uscms442  R    4:51:49      1 vmp1084
            637385 productio bl_c1069 uscms442  R    4:51:49      1 vmp1103
            637386 productio bl_186a1 uscms442  R    4:51:49      1 vmp1104
            637387 productio bl_1279f uscms442  R    4:51:49      1 vmp1104
            637389 productio bl_24d2c uscms442  R    4:51:49      1 vmp1122
            637390 productio bl_8b114 uscms442  R    4:51:49      1 vmp1122
            637391 productio bl_d522c uscms442  R    4:51:49      1 vmp1122
            637396 productio bl_9192e uscms442  R    4:51:49      1 vmp1124
            637397 productio bl_5c4ea uscms442  R    4:51:49      1 vmp1124
            637398 productio bl_7c264 uscms442  R    4:51:49      1 vmp1124
            637399 productio bl_27c0c uscms442  R    4:51:49      1 vmp1124
            637338 productio bl_1c0c8 uscms442  R    4:52:56      1 vmp1084
            637339 productio bl_fd916 uscms442  R    4:52:56      1 vmp1094
            637340 productio bl_0a7d0 uscms442  R    4:52:56      1 vmp1128
            637341 productio bl_f6d6d uscms442  R    4:52:56      1 vmp1133
            637342 productio bl_a9719 uscms442  R    4:52:56      1 vmp1133
            637343 productio bl_40645 uscms442  R    4:52:56      1 vmp1130
            637344 productio bl_2051b uscms442  R    4:52:56      1 vmp1130
            637346 productio bl_39ddd uscms442  R    4:52:56      1 vmp1096
            637347 productio bl_0d02e uscms442  R    4:52:56      1 vmp1096
            637349 productio bl_c8189 uscms442  R    4:52:56      1 vmp1096
            637350 productio bl_e80e4 uscms442  R    4:52:56      1 vmp1096
            637351 productio bl_76ae3 uscms442  R    4:52:56      1 vmp1096
            637352 productio bl_5bf2c uscms442  R    4:52:56      1 vmp1096
            637353 productio bl_3bf95 uscms442  R    4:52:56      1 vmp1096
            637355 productio bl_2fd1c uscms442  R    4:52:56      1 vmp1098
            637356 productio bl_8bf19 uscms442  R    4:52:56      1 vmp1098
            637357 productio bl_8d0a4 uscms442  R    4:52:56      1 vmp1098
            637358 productio bl_3e5a3 uscms442  R    4:52:56      1 vmp1098
            637367 productio bl_0aa2d uscms442  R    4:52:56      1 vmp1099
            637368 productio bl_1e46e uscms442  R    4:52:56      1 vmp1099
            637369 productio bl_bccfe uscms442  R    4:52:56      1 vmp1099
            637370 productio bl_0db3d uscms442  R    4:52:56      1 vmp1099
            637371 productio bl_448a0 uscms442  R    4:52:56      1 vmp1099
            637372 productio bl_755ba uscms442  R    4:52:56      1 vmp1099
            637373 productio bl_10d64 uscms442  R    4:52:56      1 vmp1099
            637374 productio bl_20843 uscms442  R    4:52:56      1 vmp1099
            637375 productio bl_db7ce uscms442  R    4:52:56      1 vmp1099
            637376 productio bl_57bdb uscms442  R    4:52:56      1 vmp1099
            637378 productio bl_4c80c uscms442  R    4:52:56      1 vmp1099
            637380 productio bl_0424f uscms442  R    4:52:56      1 vmp1102
            637316 productio bl_6cacd uscms442  R    4:54:57      1 vmp539
            637317 productio bl_5d88b uscms442  R    4:54:57      1 vmp105
            637318 productio bl_a2865 uscms442  R    4:54:57      1 vmp1084
            637319 productio bl_c7329 uscms442  R    4:54:57      1 vmp1086
            637320 productio bl_90659 uscms442  R    4:54:57      1 vmp1086
            637321 productio bl_f79fb uscms442  R    4:54:57      1 vmp1128
            637322 productio bl_0b95e uscms442  R    4:54:57      1 vmp1128
            637323 productio bl_6d66c uscms442  R    4:54:57      1 vmp1128
            637324 productio bl_210b4 uscms442  R    4:54:57      1 vmp1097
            637325 productio bl_33c6e uscms442  R    4:54:57      1 vmp1097
            637327 productio bl_7e9b3 uscms442  R    4:54:57      1 vmp1097
            637328 productio bl_3ab0b uscms442  R    4:54:57      1 vmp1097
            637329 productio bl_51c52 uscms442  R    4:54:57      1 vmp1097
            637330 productio bl_69bea uscms442  R    4:54:57      1 vmp1097
            637331 productio bl_df07a uscms442  R    4:54:57      1 vmp1096
            637332 productio bl_869a5 uscms442  R    4:54:57      1 vmp1096
            637333 productio bl_086fe uscms442  R    4:54:57      1 vmp1096
            637334 productio bl_5356c uscms442  R    4:54:57      1 vmp1096
            637335 productio bl_1e757 uscms442  R    4:54:57      1 vmp1096
            637274 productio bl_5978e uscms442  R    4:55:49      1 vmp1132
            637275 productio bl_aca50 uscms442  R    4:55:49      1 vmp1132
            637276 productio bl_66c90 uscms442  R    4:55:49      1 vmp1132
            637278 productio bl_71be2 uscms442  R    4:55:49      1 vmp1081
            637287 productio bl_87547 uscms442  R    4:55:49      1 vmp1089
            637289 productio bl_f7ae2 uscms442  R    4:55:49      1 vmp1089
            637294 productio bl_fd1b3 uscms442  R    4:55:49      1 vmp1095
            637295 productio bl_6ef67 uscms442  R    4:55:49      1 vmp1094
            637297 productio bl_09717 uscms442  R    4:55:49      1 vmp1094
            637298 productio bl_a09b6 uscms442  R    4:55:49      1 vmp1094
            637299 productio bl_91da1 uscms442  R    4:55:49      1 vmp1094
            637300 productio bl_2fbbc uscms442  R    4:55:49      1 vmp1094
            637301 productio bl_09dc6 uscms442  R    4:55:49      1 vmp1094
            637302 productio bl_7281b uscms442  R    4:55:49      1 vmp1094
            637303 productio bl_0160f uscms442  R    4:55:49      1 vmp1094
            637304 productio bl_ebe9b uscms442  R    4:55:49      1 vmp1094
            637305 productio bl_eb6fe uscms442  R    4:55:49      1 vmp1094
            637306 productio bl_acfe0 uscms442  R    4:55:49      1 vmp1094
            637307 productio bl_9391e uscms442  R    4:55:49      1 vmp1097
            637214 productio bl_d6ce3 uscms442  R    4:56:57      1 vmp123
            637215 productio bl_abf4d uscms442  R    4:56:57      1 vmp124
            637216 productio bl_b04d2 uscms442  R    4:56:57      1 vmp125
            637217 productio bl_d5361 uscms442  R    4:56:57      1 vmp1129
            637243 productio bl_245eb uscms442  R    4:56:57      1 vmp1082
            637246 productio bl_ae39b uscms442  R    4:56:57      1 vmp1083
            637247 productio bl_b692c uscms442  R    4:56:57      1 vmp1083
            637248 productio bl_f9279 uscms442  R    4:56:57      1 vmp1083
            637249 productio bl_0e7e5 uscms442  R    4:56:57      1 vmp1083
            637252 productio bl_d28a7 uscms442  R    4:56:57      1 vmp1086
            637253 productio bl_89a26 uscms442  R    4:56:57      1 vmp1086
            637254 productio bl_56e4a uscms442  R    4:56:57      1 vmp1086
            637255 productio bl_8445b uscms442  R    4:56:57      1 vmp1086
            637256 productio bl_d9cc8 uscms442  R    4:56:57      1 vmp1086
            637257 productio bl_b0c42 uscms442  R    4:56:57      1 vmp1086
            637258 productio bl_86536 uscms442  R    4:56:57      1 vmp1086
            637259 productio bl_4b0ba uscms442  R    4:56:57      1 vmp1086
            637260 productio bl_01909 uscms442  R    4:56:57      1 vmp1086
            637261 productio bl_ee5bc uscms442  R    4:56:57      1 vmp1086
            637160 productio bl_1b251 uscms442  R    4:56:58      1 vmp602
            637161 productio bl_91363 uscms442  R    4:56:58      1 vmp152
            637162 productio bl_d9898 uscms442  R    4:56:58      1 vmp126
            637163 productio bl_25533 uscms442  R    4:56:58      1 vmp127
            637164 productio bl_b8b04 uscms442  R    4:56:58      1 vmp127
            637165 productio bl_2f807 uscms442  R    4:56:58      1 vmp127
            637166 productio bl_6bbe1 uscms442  R    4:56:58      1 vmp127
            637167 productio bl_f8e66 uscms442  R    4:56:58      1 vmp128
            637168 productio bl_5f129 uscms442  R    4:56:58      1 vmp128
            637169 productio bl_3e816 uscms442  R    4:56:58      1 vmp128
            637170 productio bl_e3fea uscms442  R    4:56:58      1 vmp128
            637171 productio bl_bd27a uscms442  R    4:56:58      1 vmp120
            637172 productio bl_d948c uscms442  R    4:56:58      1 vmp120
            637173 productio bl_59624 uscms442  R    4:56:58      1 vmp120
            637174 productio bl_f2ffb uscms442  R    4:56:58      1 vmp120
            637175 productio bl_75492 uscms442  R    4:56:58      1 vmp121
            637176 productio bl_4d96f uscms442  R    4:56:58      1 vmp121
            637177 productio bl_a5dd1 uscms442  R    4:56:58      1 vmp121
            637178 productio bl_d3555 uscms442  R    4:56:58      1 vmp121
            637179 productio bl_71206 uscms442  R    4:56:58      1 vmp122
            637065 productio bl_1cd3f uscms442  R    4:58:58      1 vmp590
            637066 productio bl_094e8 uscms442  R    4:58:58      1 vmp112
            637068 productio bl_14601 uscms442  R    4:58:58      1 vmp112
            637069 productio bl_e0e0d uscms442  R    4:58:58      1 vmp112
            637070 productio bl_17d37 uscms442  R    4:58:58      1 vmp113
            637071 productio bl_97893 uscms442  R    4:58:58      1 vmp113
            637072 productio bl_27863 uscms442  R    4:58:58      1 vmp113
            637073 productio bl_b9890 uscms442  R    4:58:58      1 vmp113
            637074 productio bl_36a0b uscms442  R    4:58:58      1 vmp114
            637076 productio bl_e3e42 uscms442  R    4:58:58      1 vmp114
            637077 productio bl_6a2fb uscms442  R    4:58:58      1 vmp114
            637078 productio bl_7a8f1 uscms442  R    4:58:58      1 vmp114
            637079 productio bl_c74d7 uscms442  R    4:58:58      1 vmp115
            637080 productio bl_7ab26 uscms442  R    4:58:58      1 vmp115
            637082 productio bl_648af uscms442  R    4:58:58      1 vmp115
            637083 productio bl_96299 uscms442  R    4:58:58      1 vmp116
            637084 productio bl_e2f30 uscms442  R    4:58:58      1 vmp116
            637086 productio bl_fcdf2 uscms442  R    4:58:58      1 vmp117
            637087 productio bl_16023 uscms442  R    4:58:58      1 vmp117
            637088 productio bl_e01d4 uscms442  R    4:58:58      1 vmp117
            637092 productio bl_f4b7f uscms442  R    4:58:58      1 vmp118
            637093 productio bl_269a4 uscms442  R    4:58:58      1 vmp118
            637096 productio bl_a0661 uscms442  R    4:58:58      1 vmp118
            637097 productio bl_7c5d9 uscms442  R    4:58:58      1 vmp118
            637135 productio bl_cd276 uscms442  R    4:58:58      1 vmp119
            637136 productio bl_94863 uscms442  R    4:58:58      1 vmp119
            636981 productio bl_c49b2 uscms442  R    5:00:59      1 vmp133
            636982 productio bl_91549 uscms442  R    5:00:59      1 vmp133
            636983 productio bl_a5718 uscms442  R    5:00:59      1 vmp133
            636984 productio bl_43754 uscms442  R    5:00:59      1 vmp133
            636985 productio bl_e28fe uscms442  R    5:00:59      1 vmp134
            636987 productio bl_191c1 uscms442  R    5:00:59      1 vmp138
            636988 productio bl_8669e uscms442  R    5:00:59      1 vmp138
            636994 productio bl_09a10 uscms442  R    5:00:59      1 vmp138
            636995 productio bl_67326 uscms442  R    5:00:59      1 vmp138
            636996 productio bl_3508b uscms442  R    5:00:59      1 vmp139
            636997 productio bl_6481e uscms442  R    5:00:59      1 vmp139
            636998 productio bl_eb36c uscms442  R    5:00:59      1 vmp139
            636999 productio bl_ee640 uscms442  R    5:00:59      1 vmp139
            637000 productio bl_927a3 uscms442  R    5:00:59      1 vmp140
            637001 productio bl_6b1ba uscms442  R    5:00:59      1 vmp140
            637002 productio bl_5fe96 uscms442  R    5:00:59      1 vmp141
            637003 productio bl_a21ad uscms442  R    5:00:59      1 vmp141
            637004 productio bl_9e8d1 uscms442  R    5:00:59      1 vmp142
            637005 productio bl_e846e uscms442  R    5:00:59      1 vmp142
