-2.4--2	0.0833655	0.000686911
-2--1.6	0.0835828	0.00062873
-1.6--1.2	0.0844498	0.000609596
-1.2--0.8	0.0870517	0.000600294
-0.8--0.4	0.0898879	0.000600946
-0.4-0	0.0907304	0.000606866
0-0.4	0.0915423	0.000606026
0.4-0.8	0.0900346	0.000602764
0.8-1.2	0.0871115	0.000602542
1.2-1.6	0.0844197	0.00061355
1.6-2	0.0826543	0.000625681
2-2.4	0.082679	0.000690525
-2.4--2	0.0815787	0.000905861
-2--1.6	0.0818104	0.000829198
-1.6--1.2	0.0854741	0.000804849
-1.2--0.8	0.0874244	0.000792279
-0.8--0.4	0.0897626	0.000793186
-0.4-0	0.0898629	0.000800976
0-0.4	0.0896541	0.00080017
0.4-0.8	0.0875766	0.000795556
0.8-1.2	0.0865161	0.000794793
1.2-1.6	0.0828078	0.000809237
1.6-2	0.081767	0.000824697
2-2.4	0.0809063	0.000910511
-2.4--2	0.0798181	0.000967965
-2--1.6	0.0806877	0.000885931
-1.6--1.2	0.0837636	0.000860556
-1.2--0.8	0.0883527	0.000846897
-0.8--0.4	0.0877656	0.000848352
-0.4-0	0.0914079	0.000857605
0-0.4	0.0877728	0.000856231
0.4-0.8	0.0871912	0.000851343
0.8-1.2	0.0870463	0.000850309
1.2-1.6	0.081952	0.000866149
1.6-2	0.0814708	0.000881841
2-2.4	0.0797484	0.000973818
-2.4--2	0.0785034	0.00108361
-2--1.6	0.0809052	0.000991702
-1.6--1.2	0.0816309	0.000963554
-1.2--0.8	0.0844991	0.000948585
-0.8--0.4	0.0849858	0.000950222
-0.4-0	0.087971	0.000960136
0-0.4	0.0867569	0.000959388
0.4-0.8	0.0880881	0.000953668
0.8-1.2	0.0828911	0.000952333
1.2-1.6	0.082627	0.000969373
1.6-2	0.0820445	0.000987528
2-2.4	0.0814616	0.00108958
-2.4--2	0.0800973	0.00114292
-2--1.6	0.0801913	0.0010469
-1.6--1.2	0.0819843	0.00101713
-1.2--0.8	0.0840752	0.00100191
-0.8--0.4	0.0859149	0.00100391
-0.4-0	0.0872403	0.00101474
0-0.4	0.0874172	0.00101368
0.4-0.8	0.0868922	0.00100674
0.8-1.2	0.0830599	0.00100503
1.2-1.6	0.0823989	0.00102337
1.6-2	0.077781	0.00104211
2-2.4	0.078909	0.00114978
-2.4--2	0.0768665	0.00138203
-2--1.6	0.0792066	0.00126537
-1.6--1.2	0.0776921	0.00123038
-1.2--0.8	0.082346	0.00121172
-0.8--0.4	0.0834754	0.00121428
-0.4-0	0.0842481	0.00122745
0-0.4	0.0835062	0.00122653
0.4-0.8	0.0839871	0.00121848
0.8-1.2	0.0827832	0.0012162
1.2-1.6	0.0809861	0.00123768
1.6-2	0.0787952	0.00125983
2-2.4	0.0775308	0.00139046
-2.4--2	0.0757413	0.00131429
-2--1.6	0.0755724	0.00120417
-1.6--1.2	0.0768411	0.00117086
-1.2--0.8	0.0792645	0.00115325
-0.8--0.4	0.0832141	0.00115629
-0.4-0	0.0827417	0.00116985
0-0.4	0.0821029	0.00116864
0.4-0.8	0.0817419	0.00115997
0.8-1.2	0.0792153	0.00115771
1.2-1.6	0.0759001	0.00117785
1.6-2	0.0766414	0.00119865
2-2.4	0.0770211	0.00132169
-2.4--2	0.0706598	0.00192997
-2--1.6	0.0733646	0.00176918
-1.6--1.2	0.0742462	0.00172187
-1.2--0.8	0.078037	0.0016956
-0.8--0.4	0.0805292	0.00170104
-0.4-0	0.0801408	0.00172252
0-0.4	0.0818604	0.00172058
0.4-0.8	0.0768718	0.00170685
0.8-1.2	0.0763566	0.00170165
1.2-1.6	0.0746078	0.00173212
1.6-2	0.072845	0.00176137
2-2.4	0.0712903	0.00194145
-2.4--2	0.064623	0.00341249
-2--1.6	0.0648991	0.00313048
-1.6--1.2	0.0716233	0.00304717
-1.2--0.8	0.074934	0.00300167
-0.8--0.4	0.0779014	0.00301396
-0.4-0	0.0832945	0.00305388
0-0.4	0.0788195	0.00305173
0.4-0.8	0.0723019	0.00302469
0.8-1.2	0.0754952	0.00301328
1.2-1.6	0.0701478	0.0030667
1.6-2	0.0736292	0.00311562
2-2.4	0.0679966	0.00343334
-2.4--2	0.0439336	0.00952021
-2--1.6	0.073313	0.00874139
-1.6--1.2	0.0640657	0.00851448
