-1.2--0.8	0.0731099	0.00838399
-0.8--0.4	0.0652348	0.00842532
-0.4-0	0.0604293	0.00854241
0-0.4	0.0805043	0.00853395
0.4-0.8	0.0950791	0.0084563
0.8-1.2	0.0650828	0.00842047
1.2-1.6	0.077705	0.00856595
1.6-2	0.0688647	0.0087015
2-2.4	0.0528805	0.00957746
-2.4--2	0.119918	0.0157186
-2--1.6	0.0741466	0.0144341
-1.6--1.2	0.0693408	0.0140721
-1.2--0.8	0.0512331	0.0138574
-0.8--0.4	0.102417	0.0139313
-0.4-0	0.117058	0.0141419
0-0.4	0.0782794	0.0141294
0.4-0.8	0.00302621	0.0139898
0.8-1.2	0.0920239	0.0139189
1.2-1.6	0.000916148	0.0141578
1.6-2	-9.82426e-06	0.0143743
2-2.4	0.132611	0.0158086
-2.4--2	0.12215	0.0236993
-2--1.6	0.0996291	0.0217739
-1.6--1.2	0.0987651	0.0212305
-1.2--0.8	0.136003	0.0209327
-0.8--0.4	0.0493319	0.0210548
-0.4-0	0.0691963	0.021381
0-0.4	0.0252506	0.0213629
0.4-0.8	-0.0428684	0.0211317
0.8-1.2	0.166378	0.0210234
1.2-1.6	-0.0340835	0.0213694
1.6-2	0.0339848	0.0216895
2-2.4	0.137134	0.0238422
-2.4--2	0.057053	0.0577663
-2--1.6	0.0935606	0.0531259
-1.6--1.2	0.0690346	0.0518234
-1.2--0.8	0.106727	0.0511188
-0.8--0.4	0.0394288	0.0514443
-0.4-0	0.0332358	0.0522656
0-0.4	0.0832724	0.0522407
0.4-0.8	0.0937462	0.0516178
0.8-1.2	0.0579488	0.0513085
1.2-1.6	0.0536415	0.052155
1.6-2	0.0678241	0.0528784
2-2.4	0.111138	0.0580777
-2.4--2		9.0095e+06
-2--1.6		1.07541e+07
-1.6--1.2		1.14398e+07
-1.2--0.8		1.1797e+07
-0.8--0.4		1.17715e+07
-0.4-0		1.15429e+07
0-0.4		1.15749e+07
0.4-0.8		1.17006e+07
0.8-1.2		1.17092e+07
1.2-1.6		1.12928e+07
1.6-2		1.08591e+07
2-2.4		8.91542e+06
V ref=0.0866489	V int=0.0866489
V ref err=0.000183795	V int err=0.000620144
-2.4--2		5.99449e+06
-2--1.6		7.15418e+06
-1.6--1.2		7.59359e+06
-1.2--0.8		7.83647e+06
-0.8--0.4		7.81854e+06
-0.4-0		7.6672e+06
0-0.4		7.68266e+06
0.4-0.8		7.77203e+06
0.8-1.2		7.78696e+06
1.2-1.6		7.51147e+06
1.6-2		7.23248e+06
2-2.4		5.93343e+06
V ref=0.0856506	V int=0.0856506
V ref err=0.000231526	V int err=0.00081823
-2.4--2		5.95769e+06
-2--1.6		7.11208e+06
-1.6--1.2		7.53769e+06
-1.2--0.8		7.78279e+06
-0.8--0.4		7.75612e+06
-0.4-0		7.58967e+06
0-0.4		7.61404e+06
0.4-0.8		7.70172e+06
0.8-1.2		7.72046e+06
1.2-1.6		7.44066e+06
1.6-2		7.17821e+06
2-2.4		5.88628e+06
V ref=0.0850021	V int=0.0850021
V ref err=0.000238337	V int err=0.000875166
-2.4--2		5.87073e+06
-2--1.6		7.00935e+06
-1.6--1.2		7.42484e+06
-1.2--0.8		7.66102e+06
-0.8--0.4		7.63466e+06
-0.4-0		7.4778e+06
0-0.4		7.48947e+06
0.4-0.8		7.57959e+06
0.8-1.2		7.60085e+06
1.2-1.6		7.33597e+06
1.6-2		7.06872e+06
2-2.4		5.8066e+06
V ref=0.0836983	V int=0.0836983
V ref err=0.000254421	V int err=0.000979987
-2.4--2		5.78808e+06
-2--1.6		6.89857e+06
-1.6--1.2		7.30826e+06
-1.2--0.8		7.53191e+06
-0.8--0.4		7.50196e+06
-0.4-0		7.34278e+06
0-0.4		7.35808e+06
0.4-0.8		7.45981e+06
0.8-1.2		7.48526e+06
1.2-1.6		7.21939e+06
1.6-2		6.96204e+06
2-2.4		5.71926e+06
V ref=0.0831823	V int=0.0831823
V ref err=0.000257294	V int err=0.0010347
-2.4--2		5.67967e+06
-2--1.6		6.77528e+06
-1.6--1.2		7.16612e+06
-1.2--0.8		7.38857e+06
-0.8--0.4		7.35744e+06
-0.4-0		7.20034e+06
0-0.4		7.21111e+06
0.4-0.8		7.3068e+06
0.8-1.2		7.33414e+06
1.2-1.6		7.08184e+06
1.6-2		6.835e+06
2-2.4		5.61105e+06
V ref=0.0811273	V int=0.0811273
V ref err=0.000292018	V int err=0.00125152
-2.4--2		9.67842e+06
-2--1.6		1.15296e+07
-1.6--1.2		1.21949e+07
-1.2--0.8		1.25701e+07
-0.8--0.4		1.25042e+07
-0.4-0		1.22158e+07
0-0.4		1.22412e+07
0.4-0.8		1.24249e+07
0.8-1.2		1.24734e+07
1.2-1.6		1.20505e+07
1.6-2		1.16359e+07
2-2.4		9.57032e+06
V ref=0.078967	V int=0.078967
V ref err=0.000254271	V int err=0.00119128
-2.4--2		9.30607e+06
-2--1.6		1.10744e+07
-1.6--1.2		1.16914e+07
-1.2--0.8		1.20564e+07
-0.8--0.4		1.19794e+07
-0.4-0		1.16826e+07
0-0.4		1.1709e+07
0.4-0.8		1.1898e+07
0.8-1.2		1.19709e+07
1.2-1.6		1.15534e+07
1.6-2		1.11728e+07
2-2.4		9.19628e+06
V ref=0.0761214	V int=0.0761214
V ref err=0.000328116	V int err=0.00175177
-2.4--2		7.64502e+06
-2--1.6		9.08446e+06
-1.6--1.2		9.58796e+06
-1.2--0.8		9.88088e+06
-0.8--0.4		9.80044e+06
-0.4-0		9.54588e+06
0-0.4		9.55937e+06
0.4-0.8		9.73106e+06
0.8-1.2		9.80484e+06
1.2-1.6		9.46626e+06
1.6-2		9.17131e+06
2-2.4		7.55245e+06
V ref=0.0732604	V int=0.0732604
V ref err=0.000501672	V int err=0.00310185
-2.4--2		4.92328e+06
-2--1.6		5.83965e+06
-1.6--1.2		6.15504e+06
-1.2--0.8		6.34813e+06
-0.8--0.4		6.286e+06
-0.4-0		6.11486e+06
0-0.4		6.12699e+06
0.4-0.8		6.24004e+06
0.8-1.2		6.29324e+06
1.2-1.6		6.0813e+06
1.6-2		5.8933e+06
2-2.4		4.86459e+06
V ref=0.0690522	V int=0.0690522
V ref err=0.00118954	V int err=0.00866637
-2.4--2		4.73629e+06
-2--1.6		5.61679e+06
-1.6--1.2		5.90951e+06
-1.2--0.8		6.094e+06
-0.8--0.4		6.02953e+06
-0.4-0		5.85131e+06
0-0.4		5.86161e+06
0.4-0.8		5.97922e+06
0.8-1.2		6.04032e+06
1.2-1.6		5.83816e+06
1.6-2		5.6636e+06
2-2.4		4.68252e+06
V ref=0.0683416	V int=0.0683416
V ref err=0.00175662	V int err=0.014326
-2.4--2		4.54898e+06
-2--1.6		5.38904e+06
-1.6--1.2		5.66846e+06
-1.2--0.8		5.83089e+06
-0.8--0.4		5.76347e+06
-0.4-0		5.58891e+06
0-0.4		5.5984e+06
0.4-0.8		5.72158e+06
0.8-1.2		5.78064e+06
1.2-1.6		5.59501e+06
1.6-2		5.43108e+06
2-2.4		4.49459e+06
V ref=0.0700887	V int=0.0700887
V ref err=0.00239439	V int err=0.0216316
-2.4--2		2.19315e+06
-2--1.6		2.59302e+06
-1.6--1.2		2.72499e+06
-1.2--0.8		2.80063e+06
-0.8--0.4		2.7653e+06
-0.4-0		2.67908e+06
0-0.4		2.68164e+06
0.4-0.8		2.74675e+06
0.8-1.2		2.77996e+06
1.2-1.6		2.69045e+06
1.6-2		2.61735e+06
2-2.4		2.16969e+06
V ref=0.0718052	V int=0.0718052
V ref err=0.00530981	V int err=0.0528068
